date,portfolio_return,net_return,gross_return,transaction_cost,is_rebalance_day,turnover,target_vol_scalar,drawdown_scalar,trend_scalar,final_risk_scalar,turnover_cap_bound,gross_exposure,risky_exposure,defensive_cash_proxy_exposure,reentry_state,trend_positive_count,ema_deviation_min,ema_deviation_max,ema_strong_trend_count,ema_overextended_count,ema_stop_count,ema_insufficient_history,weight_可转债ETF,previous_weight_可转债ETF,weight_5年国债ETF,previous_weight_5年国债ETF,weight_10年国债ETF,previous_weight_10年国债ETF,weight_信用债ETF,previous_weight_信用债ETF,weight_日利ETF,previous_weight_日利ETF,weight_沪深300ETF,previous_weight_沪深300ETF,weight_中证500ETF,previous_weight_中证500ETF,weight_中证1000ETF,previous_weight_中证1000ETF,weight_中证2000ETF,previous_weight_中证2000ETF,weight_创业板ETF,previous_weight_创业板ETF,weight_红利ETF,previous_weight_红利ETF,weight_半导体ETF,previous_weight_半导体ETF,weight_人工智能ETF,previous_weight_人工智能ETF,weight_新能源ETF,previous_weight_新能源ETF,weight_科创50ETF,previous_weight_科创50ETF,weight_证券ETF,previous_weight_证券ETF,weight_军工ETF,previous_weight_军工ETF,weight_消费ETF,previous_weight_消费ETF,weight_恒生ETF,previous_weight_恒生ETF,weight_白银LOF,previous_weight_白银LOF,weight_纳指ETF,previous_weight_纳指ETF,weight_标普500ETF,previous_weight_标普500ETF,weight_日经225ETF,previous_weight_日经225ETF,weight_欧洲ETF,previous_weight_欧洲ETF,weight_黄金ETF,previous_weight_黄金ETF,weight_有色金属期货ETF,previous_weight_有色金属期货ETF,weight_能源化工期货ETF,previous_weight_能源化工期货ETF,weight_豆粕ETF,previous_weight_豆粕ETF,weight_煤炭ETF,previous_weight_煤炭ETF,weight_原油ETF,previous_weight_原油ETF,nav_gross,nav_net
2018-01-02,0.001291224531814436,0.001291224531814436,0.001291224531814436,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.0000000000000233,1.0000000000000233,0.0,1.0,30,,,,,,,0.0,0.0,0.1263587572444425,0.1263587572444425,0.07178669509134887,0.07178669509134887,0.0,0.0,0.7018970491771133,0.7018970491771133,8.405580188088203e-10,8.405580188088203e-10,0.0011063249125293619,0.0011063249125293619,0.0021569790582829343,0.0021569790582829343,0.0,0.0,1.6394789756065292e-10,1.6394789756065292e-10,0.017555526399623208,0.017555526399623208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.811799434800919e-10,1.811799434800919e-10,0.0005786576195854836,0.0005786576195854836,0.005098644019681474,0.005098644019681474,0.005070446717010962,0.005070446717010962,1.1090951969630905e-09,1.1090951969630905e-09,0.021914395602499488,0.021914395602499488,3.226414055067529e-10,3.226414055067529e-10,0.0,0.0,0.010008244347856932,0.010008244347856932,0.036468277062986804,0.036468277062986804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2963948899757774e-10,1.2963948899757774e-10,1.0012912245318144,1.0012912245318144
2018-01-03,0.0005252261957894568,0.0005252261957894568,0.0005252261957894568,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.000000000000023,1.000000000000023,0.0,1.0,30,,,,,,,0.0,0.0,0.12635040246640006,0.12635040246640006,0.07175550133363007,0.07175550133363007,0.0,0.0,0.7012859220924534,0.7012859220924534,8.518313912196379e-10,8.518313912196379e-10,0.0011196548116445856,0.0011196548116445856,0.00217778360969341,0.00217778360969341,0.0,0.0,1.6582800134609357e-10,1.6582800134609357e-10,0.01778723306858413,0.01778723306858413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8341461378494287e-10,1.8341461378494287e-10,0.000582715895325765,0.000582715895325765,0.00512918958697482,0.00512918958697482,0.0051506628449929995,0.0051506628449929995,1.1128897874860333e-09,1.1128897874860333e-09,0.02205983517677447,0.02205983517677447,3.2084493792827827e-10,3.2084493792827827e-10,0.0,0.0,0.00997810478048016,0.00997810478048016,0.036622991569640106,0.036622991569640106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286205196523239e-10,1.286205196523239e-10,1.0018171289125528,1.0018171289125528
2018-01-04,0.0009839860073696434,0.0009839860073696434,0.0009839860073696434,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.000000000000023,1.000000000000023,0.0,1.0,30,,,,,,,0.0,0.0,0.12633480978130296,0.12633480978130296,0.0716886202822023,0.0716886202822023,0.0,0.0,0.701029727055859,0.701029727055859,8.55912861401919e-10,8.55912861401919e-10,0.0011262738602191534,0.0011262738602191534,0.002194975498677134,0.002194975498677134,0.0,0.0,1.6813000859419824e-10,1.6813000859419824e-10,0.01786263300028032,0.01786263300028032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8616488811805e-10,1.8616488811805e-10,0.0005878979606308853,0.0005878979606308853,0.005178875019171484,0.005178875019171484,0.005160804813678672,0.005160804813678672,1.1136110984359708e-09,1.1136110984359708e-09,0.02206403742902104,0.02206403742902104,3.222532847064781e-10,3.222532847064781e-10,0.0,0.0,0.010033151801891689,0.010033151801891689,0.036738190720760656,0.036738190720760656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3025568899406626e-10,1.3025568899406626e-10,1.0028029029493462,1.0028029029493462
2018-01-05,0.00045509145647672873,0.00045509145647672873,0.0005495597976651349,9.446834118840621e-05,True,0.31489447062802073,1.0,1.0,1.0,1.0,False,1.0000000000000229,1.0000000000000229,0.0,1.0,30,,,,,,,0.0,0.0,0.1743034850413743,0.12623365899949698,0.08993834934220651,0.07161887863193249,0.0,0.0,0.5475781872341685,0.7011164590908016,1.2224797482145346e-08,8.577448666923876e-10,2.83241952965966e-09,0.001129520035506448,3.968238482505636e-09,0.0021928177966485207,0.0,0.0,8.939810233287736e-10,1.6836251868775813e-10,0.025411308948460522,0.017850717300781416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0084730006155672e-09,1.857923005658632e-10,2.2991052022518074e-09,0.0005866347249834472,0.015918884564203276,0.005271896302082321,0.006512268453273672,0.005184606309735095,5.8942605377516935e-09,1.1099079186227929e-09,0.03261012835766442,0.022200018653984726,0.01556513700683082,3.2252721287266964e-10,0.0,0.0,0.03185880778925003,0.010100722159846984,0.06030341361835998,0.036514067218272155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.229598788686544e-10,1.316160333108358e-10,1.0033540031097892,1.0032592699830085
2018-01-08,0.0011997635214392106,0.0011997635214392106,0.0011997635214392106,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.000000000000027,1.000000000000027,0.0,1.0,30,,,,,,,0.0,0.0,0.17422205493632903,0.17422205493632903,0.08981294441809769,0.08981294441809769,0.0,0.0,0.5474683864120495,0.5474683864120495,1.2264951609921474e-08,1.2264951609921474e-08,2.835899431556488e-09,2.835899431556488e-09,3.970791663160206e-09,3.970791663160206e-09,0.0,0.0,8.950732635326915e-10,8.950732635326915e-10,0.025654296020952812,0.025654296020952812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0110045554034431e-09,1.0110045554034431e-09,2.284420423809025e-09,2.284420423809025e-09,0.01592988061936007,0.01592988061936007,0.006492580915449962,0.006492580915449962,5.897945539596841e-09,5.897945539596841e-09,0.03240703393443848,0.03240703393443848,0.01556608503793213,0.01556608503793213,0.0,0.0,0.03197691943121157,0.03197691943121157,0.06046978859229104,0.06046978859229104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.218282567065156e-10,5.218282567065156e-10,1.0045577906418102,1.0044629438576798
2018-01-09,0.0003746711470344793,0.0003746711470344793,0.0003746711470344793,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.0000000000000273,1.0000000000000273,0.0,1.0,30,,,,,,,0.0,0.0,0.1741133124213192,0.1741133124213192,0.08962117306503188,0.08962117306503188,0.0,0.0,0.5469049821771796,0.5469049821771796,1.2299992515971998e-08,1.2299992515971998e-08,2.845494224374409e-09,2.845494224374409e-09,3.970760456790751e-09,3.970760456790751e-09,0.0,0.0,8.966362893306971e-10,8.966362893306971e-10,0.025799991432053988,0.025799991432053988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0313654269755643e-09,1.0313654269755643e-09,2.2790017652980998e-09,2.2790017652980998e-09,0.01610795117733511,0.01610795117733511,0.006504914834195554,0.006504914834195554,5.897792055122677e-09,5.897792055122677e-09,0.032761242174649916,0.032761242174649916,0.015670748827132718,0.015670748827132718,0.0,0.0,0.032074048503172754,0.032074048503172754,0.060441605648240866,0.060441605648240866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.186728250941897e-10,5.186728250941897e-10,1.0049341694614924,1.0048392871410086
2018-01-10,0.00032281767107001573,0.00032281767107001573,0.00032281767107001573,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.000000000000027,1.000000000000027,0.0,1.0,30,,,,,,,0.0,0.0,0.1740814332213104,0.1740814332213104,0.0897137791755122,0.0897137791755122,0.0,0.0,0.5462044318950208,0.5462044318950208,1.2394825160952054e-08,1.2394825160952054e-08,2.8419146427014773e-09,2.8419146427014773e-09,3.964547959277481e-09,3.964547959277481e-09,0.0,0.0,8.952466201746472e-10,8.952466201746472e-10,0.025782311652125946,0.025782311652125946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0227641755378092e-09,1.0227641755378092e-09,2.278148208895558e-09,2.278148208895558e-09,0.01646981193825232,0.01646981193825232,0.0065587770586259305,0.0065587770586259305,5.895583150221347e-09,5.895583150221347e-09,0.03291075246402007,0.03291075246402007,0.01566487964870658,0.01566487964870658,0.0,0.0,0.03206203578344951,0.03206203578344951,0.060551757345593635,0.060551757345593635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.243799481886735e-10,5.243799481886735e-10,1.0052585799696567,1.0051636670194832
2018-01-11,-0.000687653303665331,-0.000687653303665331,-0.000687653303665331,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.000000000000027,1.000000000000027,0.0,1.0,30,,,,,,,0.0,0.0,0.1740125611384956,0.1740125611384956,0.08957514795049976,0.08957514795049976,0.0,0.0,0.5460662841650781,0.5460662841650781,1.2443452567603163e-08,1.2443452567603163e-08,2.826756929433881e-09,2.826756929433881e-09,3.944373344505262e-09,3.944373344505262e-09,0.0,0.0,8.896901563187055e-10,8.896901563187055e-10,0.02585413436019957,0.02585413436019957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0193544949072088e-09,1.0193544949072088e-09,2.2506199253787182e-09,2.2506199253787182e-09,0.016615547338051154,0.016615547338051154,0.006604900750397769,0.006604900750397769,5.852224430704563e-09,5.852224430704563e-09,0.03310806794587947,0.03310806794587947,0.01570722094356614,0.01570722094356614,0.0,0.0,0.032078759615094155,0.032078759615094155,0.0603773460395545,0.0603773460395545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.267390712456768e-10,5.267390712456768e-10,1.0045673105861026,1.004472462903133
2018-01-12,0.0018721048346513362,0.0018721048346513362,0.0018815288791183176,9.424044466981273e-06,True,0.03141348155660425,1.0,1.0,1.0,1.0,False,1.000000000000027,1.000000000000027,0.0,1.0,30,,,,,,,0.0,0.0,0.16952731808112353,0.17397669951257963,0.08327812929494668,0.0893971555580569,0.0,0.0,0.5560860009800003,0.5464420468438519,3.962779290490421e-08,1.2434460704259238e-08,1.010061259972199e-08,2.8354081609006854e-09,1.1347248067356894e-08,3.9707228272382575e-09,0.0,0.0,2.446346194208284e-09,8.966277922121516e-10,0.02332995733496027,0.02580776674991646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271229088385144e-09,1.0159469530784615e-09,6.4561258418535825e-09,2.2682555554148045e-09,0.018166668360437087,0.016528401998063835,0.009353989527199402,0.006585309011080296,6.818503574848396e-09,5.876993832570371e-09,0.03188394074745819,0.033130850484668496,0.017268491373926304,0.01571802949847788,0.0,0.0,0.030470505437779332,0.03188411936935705,0.06063491998738593,0.060529591153517505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.069350519292863e-10,5.220413596273159e-10,1.0064574329919886,1.006352940657208
2018-01-15,0.00033085671724805373,0.00033085671724805373,0.00033085671724805373,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.0000000000000102,1.0000000000000102,0.0,1.0,30,,,,,,,0.0,0.0,0.16935719800464458,0.16935719800464458,0.08313278881072811,0.08313278881072811,0.0,0.0,0.5552243354746691,0.5552243354746691,3.97674256361364e-08,3.97674256361364e-08,1.003097468107915e-08,1.003097468107915e-08,1.127200494991161e-08,1.127200494991161e-08,0.0,0.0,2.418784282781763e-09,2.418784282781763e-09,0.02334403351267701,0.02334403351267701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.264992863367134e-09,1.264992863367134e-09,6.367831039625234e-09,6.367831039625234e-09,0.0183632638253914,0.0183632638253914,0.00937064302042913,0.00937064302042913,6.821711864792937e-09,6.821711864792937e-09,0.03191289485094877,0.03191289485094877,0.017423296653691755,0.017423296653691755,0.0,0.0,0.03046496129309747,0.03046496129309747,0.061406505794178765,0.061406505794178765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.158289322029332e-10,8.158289322029332e-10,1.0067904261943181,1.0066858992875467
