date,weight_可转债ETF,weight_5年国债ETF,weight_10年国债ETF,weight_信用债ETF,weight_日利ETF,weight_沪深300ETF,weight_中证500ETF,weight_中证1000ETF,weight_中证2000ETF,weight_创业板ETF,weight_红利ETF,weight_半导体ETF,weight_人工智能ETF,weight_新能源ETF,weight_科创50ETF,weight_证券ETF,weight_军工ETF,weight_消费ETF,weight_恒生ETF,weight_白银LOF,weight_纳指ETF,weight_标普500ETF,weight_日经225ETF,weight_欧洲ETF,weight_黄金ETF,weight_有色金属期货ETF,weight_能源化工期货ETF,weight_豆粕ETF,weight_煤炭ETF,weight_原油ETF
2018-01-02,0.0,0.10213484159326865,0.09549926642730688,0.0,0.3001071342600373,0.03406739534660884,0.032718407006987596,0.006449390178252404,0.0,0.03277482172688033,0.03763670155517319,0.0,0.0,0.0,0.0,0.007459135734517485,0.007831189041014144,0.038061127415734114,0.04712460369271555,0.02899527553174957,0.04298280734655174,0.04896969943580756,0.0,0.047925623843093186,0.05437336224922793,0.0,0.0,0.0,0.0,0.03488921761507359
2018-01-03,0.0,0.10187129403737817,0.09521774638683392,0.0,0.2990918943534287,0.034437490371323105,0.03302936534320644,0.00649522302122266,0.0,0.03306731802963008,0.03803756559133172,0.0,0.0,0.0,0.0,0.007532149743370257,0.007866282082939406,0.03819287299731656,0.047749764023334,0.029021322017980317,0.04315927718316391,0.04857459057684601,0.0,0.047661154103405455,0.05446673970970445,0.0,0.0,0.0,0.0,0.03452795042758504
2018-01-04,0.0,0.1015964421203049,0.09488404539930458,0.0,0.2982127670608168,0.0345133950084872,0.033139073172582044,0.006529640856591355,0.0,0.033440026763281124,0.03810044685598618,0.0,0.0,0.0,0.0,0.00762540752648951,0.0079158012254618,0.03846354268784203,0.047720591309242395,0.028965355350489726,0.04305634499527882,0.04866218272046904,0.0,0.047800688580595635,0.05449737734087478,0.0,0.0,0.0,0.0,0.03487687102590241
2018-01-05,0.0,0.10136408303730046,0.11021638405849582,0.0,0.2999999999502417,0.03354881216303713,0.03282178216761599,0.006513517978601477,0.0,0.032686785593583484,0.03696796694219314,0.0,0.0,0.0,0.0,0.007598825122898174,0.007887041856264486,0.034644900945954175,0.04786933469069015,0.028826088456583156,0.040632491347593384,0.043096384753777466,0.0,0.04605257746504726,0.054084336179335425,0.0,0.0,0.0,0.0,0.03518868729078711
2018-01-08,0.0,0.10130191194398372,0.11004660919613424,0.0,0.2998959809705141,0.03365408588168466,0.03285730120451116,0.00651675566275277,0.0,0.03272193545965457,0.03731600282716778,0.0,0.0,0.0,0.0,0.007616786310784679,0.007835519948129411,0.034663762181561156,0.047717639532635324,0.02883989196988556,0.040373528980242185,0.043092706907791906,0.0,0.0462165507053649,0.05422562190927349,0.0,0.0,0.0,0.0,0.03510740840792836
2018-01-09,0.0,0.10112587286079375,0.10968927101073901,0.0,0.29925352484167933,0.033712627493758,0.03293173158351948,0.0065094428728580435,0.0,0.03274255050931436,0.03748610975826033,0.0,0.0,0.0,0.0,0.007761524332276641,0.007808223626408645,0.035012189873479066,0.04775501560178667,0.02880700595407192,0.04076933084067055,0.0433341140201974,0.0,0.046305276683329274,0.054139953621039086,0.0,0.0,0.0,0.0,0.034856234515818374
2018-01-10,0.0,0.10094769993847867,0.1096292257179283,0.0,0.2983982581446588,0.03391890541914694,0.03283836738916582,0.006488995556193975,0.0,0.03264018062563205,0.03740126864400198,0.0,0.0,0.0,0.0,0.007684641838576514,0.007792973958580482,0.035742199924997005,0.0480744046234596,0.028750745107438667,0.04089071498442879,0.043249481346230335,0.0,0.046214841249881435,0.054152973376306604,0.0,0.0,0.0,0.0,0.035184122154893964
2018-01-11,0.0,0.10088221038341863,0.10943210293204712,0.0,0.2982472461804717,0.03404335363704236,0.03265494892479433,0.006454339888124177,0.0,0.03242938140321861,0.037495961708715504,0.0,0.0,0.0,0.0,0.007657083470866582,0.0076968571390803025,0.03604933911822604,0.0484002223975597,0.028532072832260495,0.041125457837608,0.0433554012109236,0.0,0.04622723885782582,0.053983320008549586,0.0,0.0,0.0,0.0,0.035333462069267435
2018-01-12,0.0,0.10089243768774198,0.10924824423053771,0.0,0.2999999999479776,0.03401931862666468,0.03276486759611486,0.006499454606997537,0.0,0.032692229452137955,0.0373056464218932,0.0,0.0,0.0,0.0,0.007633833795083891,0.0077595543314885485,0.03506432634998947,0.04827148668734643,0.028661645451459106,0.04115684096024211,0.04339847421404721,0.0,0.04546644484475822,0.054136084969289955,0.0,0.0,0.0,0.0,0.035029109826229705
2018-01-15,0.0,0.10073309654064189,0.1089947189404125,0.0,0.2993624926837352,0.03411951151180345,0.03252021723635752,0.0064526355637453585,0.0,0.032305268955770836,0.03730663895188176,0.0,0.0,0.0,0.0,0.007592006209946021,0.0076490222436629215,0.03542335458512853,0.04832955426811805,0.028658603214051736,0.041170471568871075,0.04376228550084929,0.0,0.04543197012934137,0.054793371353815915,0.0,0.0,0.0,0.0,0.035394780541866774
2018-01-16,0.0,0.10076710701120686,0.10920618450558824,0.0,0.2998351770959341,0.03410600494400013,0.03187156682382867,0.006284392603714171,0.0,0.0313738207767911,0.0373039129607614,0.0,0.0,0.0,0.0,0.007479856691998903,0.007357954449569279,0.03530860897503262,0.048342122063081014,0.028970485895925418,0.041575680084573644,0.044010173272116496,0.0,0.045537761226613176,0.055052453095932444,0.0,0.0,0.0,0.0,0.035616737523332546
