year,model,gross_annual_return,net_annual_return,transaction_cost_drag,annualized_volatility,sharpe_ratio,turnover_adjusted_sharpe,sortino_ratio,max_drawdown,calmar_ratio,total_return,avg_monthly_turnover,annualized_turnover,cvar_95_daily_loss,variant,status,target_met,observations,sample_start,sample_end,scenario_cvar_95_daily_loss,mean_hhi,max_single_asset_weight,total_transaction_cost,rebalance_count,mean_cash_weight,max_cash_weight,mean_bond_weight,max_bond_weight,mean_defensive_weight,max_defensive_weight,mean_commodity_gold_weight,max_commodity_gold_weight,mean_equity_weight,max_equity_weight
2018,monthly_control,-0.039856879050414795,-0.03995290642777105,9.602737735625588e-05,0.0613650375184971,-0.6364674135545533,-0.6510695347611929,-0.8032143568166198,-0.07224990069603754,-0.5529821638905342,-0.03995290642777105,0.027748728119420793,0.33784076485394815,0.010104855840866936,monthly_control,passed,False,243,2018-01-02,2018-12-28,0.010407788673155727,0.1471745938107988,0.31695888577335185,9.989542122991482e-05,12,0.3003296510295923,0.31695888577335185,0.24212505601068046,0.28214815194625376,0.031842357510077725,0.047190372962986823,0.1350937844527113,0.14135340938781504,0.2906091509969383,0.386131708044994
2019,monthly_control,0.130221381486328,0.130172814881802,4.856660452601247e-05,0.05193165528849684,2.392533031724207,2.5066178645500643,3.8282120368982993,-0.03466535190628317,3.7551274608064165,0.13074209349351462,0.011982993057892142,0.14468721369901175,0.006504912990874977,monthly_control,passed,True,244,2019-01-02,2019-12-31,0.006654792877271631,0.1342949423152509,0.30592950989314377,4.3138775008411714e-05,12,0.298590094048203,0.30592950989314377,0.23061272811383685,0.26684579279321713,0.029596883658128983,0.032446158823794764,0.1275076485200025,0.13665320372846165,0.31369264565982863,0.33571462402636304
2020,monthly_control,0.1100217952554352,0.10995094588539556,7.084937003964953e-05,0.09032396494356965,1.2049946014636805,1.2172953872661365,1.6664918969578613,-0.08913472208715623,1.2335366433059067,0.10995094588539556,0.017716477448800207,0.21332780400574533,0.014334724625126543,monthly_control,passed,True,243,2020-01-02,2020-12-31,0.014636647843088884,0.12212645124072555,0.32646606467293665,6.377931881568075e-05,12,0.2985771691265987,0.32646606467293665,0.20820533396469826,0.2501628908044611,0.02723594232751145,0.029937216320439174,0.11363747360062015,0.1316715555661224,0.35234408098057135,0.3814882952935812
2021,monthly_control,0.04398432409062658,0.043965422183253056,1.8901907373525262e-05,0.05879260113302997,0.764223494140394,0.7478053587690827,1.0757344996038956,-0.03815854045706557,1.1521777734848415,0.043965422183253056,0.005016905026994929,0.0609116197598858,0.008690778144694378,monthly_control,passed,False,243,2021-01-04,2021-12-31,0.008878081466850042,0.11805652918875252,0.3094977569973396,1.8060858097181744e-05,12,0.2992944367171478,0.3094977569973396,0.18745801494847467,0.19299288066546075,0.027977934834725514,0.033202530188508945,0.11920294646346088,0.125274718972109,0.3660666670361912,0.3860857407467096
2022,monthly_control,-0.03952426690460198,-0.039567304232248635,4.3037327646655577e-05,0.0724080799446654,-0.5237268921418378,-0.5464487424951215,-0.7046901659038002,-0.06372323678674152,-0.6209242691903112,-0.03940772725258279,0.012436633654632675,0.15141601474515282,0.010341490186735051,monthly_control,passed,False,242,2022-01-04,2022-12-30,0.01053310249902576,0.11960911552971312,0.3131105666221747,4.477188115667762e-05,12,0.3003143890871862,0.3131105666221747,0.21849667425497837,0.23166228674046613,0.03002514846500931,0.0318933850960285,0.13416219346540575,0.14556728141566733,0.31700159472742034,0.3668289853190761
2023,monthly_control,0.03852011484966811,0.038492536759890505,2.7578089777602344e-05,0.04184256994568915,0.9273271374724985,0.9199372029455427,1.3509666838587475,-0.03465309276539896,1.1107965750844964,0.03833113346971917,0.007356723720899137,0.089568111301947,0.005446911675076534,monthly_control,passed,False,242,2023-01-03,2023-12-29,0.005514722124626612,0.1184570574610804,0.30504412374641676,2.648420539523689e-05,12,0.29963841305489064,0.30504412374641676,0.21520474058881137,0.22565544755451766,0.03125127186865071,0.03422924647180114,0.14192247826217033,0.15247126195368207,0.31198309622547693,0.32815379881326096
2024,monthly_control,0.08588827223982709,0.0857997290120287,8.854322779838775e-05,0.05959418248969966,1.416904450356778,1.4397332999216568,2.194572986161052,-0.040093092202791336,2.1400127627485714,0.08543197422030913,0.02260401764333993,0.2721796959636234,0.007746046504835154,monthly_control,passed,True,242,2024-01-02,2024-12-31,0.007947850671807494,0.125356578009862,0.3070474782538466,8.137446351602376e-05,12,0.2989587293153103,0.3070474782538466,0.2760439296126623,0.3066006832955712,0.027484422676005454,0.034543102004779266,0.12675185905612574,0.15453363974431114,0.27076105933989614,0.29720620387041674
2025,monthly_control,0.13296581761049375,0.13293334045957161,3.2477150922138875e-05,0.05974533792699257,2.128138077557631,2.2249993902790055,2.875057509399435,-0.04208405133788318,3.1587581573903227,0.13293334045957161,0.007952468117551856,0.09602112330366332,0.008388235709383957,monthly_control,passed,True,243,2025-01-02,2025-12-31,0.008624109559895869,0.12430670510784857,0.3113811220459627,2.862888522318668e-05,12,0.29908415310694964,0.3113811220459627,0.2756103692076793,0.2985573562568019,0.022609328366175758,0.02404820211705397,0.11704712032573834,0.15829093702918762,0.28564902899345695,0.30986748518293133
2026,monthly_control,0.059131133094506794,0.05906363763371569,6.749546079110047e-05,0.09214118457040488,0.6726499705818743,0.6410123541290627,0.9309135386539337,-0.0742863212509125,0.795080933328492,0.03850737460751352,0.017444502129287602,0.21417157656209398,0.013887045828792877,monthly_control,passed,False,160,2026-01-05,2026-08-31,0.013887045828792872,0.11932169419663782,0.3152524939724861,4.1866805110290246e-05,8,0.2995904473977081,0.3152524939724861,0.23958202517884936,0.2487289728541165,0.02141448794525633,0.022988245525021146,0.1334185116704239,0.17872106518278824,0.30599452780776215,0.3306177891149923
2018,weekly_baseline,-0.045146599000938425,-0.0452671179883829,0.00012051898744447342,0.060933279137063645,-0.7328600632420368,-0.7428964701958481,-0.9168160233398355,-0.07652829134092176,-0.5915082800780805,-0.0452671179883829,0.03501665738890283,0.42632780370989204,0.010132967252221856,weekly_baseline,passed,False,243,2018-01-02,2018-12-28,0.010438172713917176,0.1471350350745641,0.3093081043079281,0.00012605996660005014,51,0.3001155663879751,0.3093081043079281,0.24861142213244186,0.28413046725084834,0.029535850613040947,0.04249719557502312,0.1339826965503257,0.14113893658626617,0.2877544643162164,0.38882426444896573
2019,weekly_baseline,0.129732345994384,0.12965716212308265,7.518387130134307e-05,0.05151303082131503,2.402658622770145,2.5169779385109132,3.824975602097083,-0.03411533247090748,3.800553965981435,0.13022405838539042,0.018573296150593187,0.22426103864476568,0.00651073755367265,weekly_baseline,passed,True,244,2019-01-02,2019-12-31,0.006649255797937212,0.13412297146643043,0.3045933078190762,6.686386614213547e-05,51,0.29965318176448164,0.3045933078190762,0.2339925215522405,0.2726014683925007,0.027853505929924745,0.030551836207573308,0.1323967796492152,0.14186591224218606,0.30610401110413793,0.3306741012579382
2020,weekly_baseline,0.1144832426264546,0.11437586978947345,0.00010737283698114553,0.08950214354793848,1.2598865548741012,1.2779120728903246,1.7531163421051292,-0.08760623354823804,1.3055677108466879,0.11437586978947345,0.026744632622752385,0.3220377054547355,0.013993775243587829,weekly_baseline,passed,True,243,2020-01-02,2020-12-31,0.014286787668529604,0.1214011332546349,0.3124930449441584,9.628067744190858e-05,52,0.29979307713005066,0.3124930449441584,0.21098588797230283,0.25962570263458845,0.025558276781775455,0.028150358765049996,0.11821590966932415,0.1305743330916081,0.3454468484465469,0.3750571187371522
2021,weekly_baseline,0.04609549816234204,0.04603327794396095,6.22202183810927e-05,0.058041868404427495,0.8075933577311821,0.7931046882089944,1.1400082547224963,-0.035631160927204975,1.2919387621977196,0.04603327794396095,0.016525469544926976,0.2006402576604292,0.008468908641170366,weekly_baseline,passed,False,243,2021-01-04,2021-12-31,0.008630419776275475,0.11582889522567441,0.30522419203018275,5.9491690361737114e-05,52,0.2999701441221237,0.30522419203018275,0.19441243995130508,0.2037849364050633,0.02616835394463052,0.030939583222201875,0.1323846518896276,0.14140587404594174,0.34706441009231315,0.37021983188654606
2022,weekly_baseline,-0.032980595510242905,-0.03304690524736742,6.630973712451471e-05,0.06983572055654728,-0.44835124362974005,-0.4732091970127053,-0.6042380376113874,-0.06091248981396491,-0.5425308561232219,-0.032913172791399714,0.018959697327328703,0.23083431496022697,0.010059795681789965,weekly_baseline,passed,False,242,2022-01-04,2022-12-30,0.0102609014215,0.11878893817247994,0.3078935465316513,6.825491037838332e-05,50,0.3002261211824467,0.3078935465316513,0.23194120019856057,0.2464959845235853,0.027900281842180644,0.029614930368204184,0.14602323785494764,0.16239639289791646,0.29390915892186453,0.3411480296049622
2023,weekly_baseline,0.03401782418700394,0.033961966881635997,5.585730536794564e-05,0.04173115357530085,0.8244704502964226,0.8138276556470955,1.199833121472858,-0.034708277781469454,0.9784976107275507,0.03381986860397146,0.014952666015689725,0.1820487087410224,0.005402686462246966,weekly_baseline,passed,False,242,2023-01-03,2023-12-29,0.005471368242358263,0.11727743072504954,0.3034744725443271,5.382959765648301e-05,50,0.2999488137621699,0.3034744725443271,0.22539199343184843,0.23995363831367025,0.029055629601500207,0.03182873369788574,0.14903133508074232,0.15708419947156108,0.2965722281237391,0.3096328142118392
2024,weekly_baseline,0.08363793931609664,0.08351383493726594,0.0001241043788307028,0.060558363608018445,1.3603197755616938,1.3790636001631986,2.157402414928955,-0.03977652747001981,2.099575811393079,0.0831562482865984,0.031736214474788166,0.3821423847335069,0.007678757948266797,weekly_baseline,passed,True,242,2024-01-02,2024-12-31,0.007860603467208613,0.12606034613312123,0.3055386640483615,0.00011425037210923738,51,0.29994213782558715,0.3055386640483615,0.2909201570137571,0.32374143750927525,0.02242933209097475,0.03188262210323405,0.127754754152042,0.1517840070640907,0.2589536189176391,0.28664376806034947
2025,weekly_baseline,0.13017267420389733,0.13010686314311282,6.581106078451526e-05,0.05993625772757801,2.079686575381337,2.170753865456097,2.7981699210291047,-0.043694937448016,2.977618706924603,0.13010686314311282,0.016165972136177167,0.19519409331367638,0.008567172091620265,weekly_baseline,passed,True,243,2025-01-02,2025-12-31,0.008804339912376759,0.12340723395694167,0.3106976312869746,5.819749969023781e-05,53,0.29988817801983597,0.3106976312869746,0.2818810509591303,0.3046474760190784,0.018833271539066082,0.02001181014667671,0.11495709955182146,0.1370995975184846,0.28444039993014614,0.3122785879165184
2026,weekly_baseline,0.060695178441920294,0.06059710980183275,9.806864008754523e-05,0.0893371543520126,0.7072434728688213,0.6782968434730271,0.9587430286725144,-0.05709671974442454,1.06130632500565,0.039497225541620384,0.025352305690347687,0.311258139610067,0.013814794866685005,weekly_baseline,passed,False,160,2026-01-05,2026-08-31,0.013814794866685003,0.11711211704951915,0.30861097036184293,6.084553365683444e-05,34,0.29995874220957186,0.30861097036184293,0.2405264049193283,0.25992010793947357,0.017929011182278343,0.01921301839028379,0.12621793113630506,0.14081169501446286,0.3153679105525164,0.3464925546402219
2018,no_concentration_caps,0.00689814716210857,0.006643248944241398,0.00025489821786717215,0.02560077760691643,0.2724697777302463,0.2594940296831697,0.3580697751873414,-0.026300378866750296,0.252591378166038,0.006643248944241398,0.07036639310227082,0.8567108360201473,0.0041233050882759255,no_concentration_caps,passed,False,243,2018-01-02,2018-12-28,0.004256610644154265,0.32431614644995943,0.6689872989640215,0.00025331901516817494,51,0.5309699155802056,0.6689872989640215,0.23503847343432285,0.2883899491111186,0.00766494591302933,0.00907077585444007,0.10735811166157903,0.12394923545452985,0.11896855341086328,0.15201067773360052
2019,no_concentration_caps,0.05701731625651685,0.05689121820600196,0.00012609805051488898,0.015345501373943091,3.6286259375371235,3.707354801883773,6.202784323757471,-0.008659484371261295,6.569815911304137,0.057131902721216266,0.033282345929271255,0.4018636975426885,0.0018988452589552849,no_concentration_caps,passed,True,244,2019-01-02,2019-12-31,0.001945497371629543,0.5344563150279248,0.8337331690869741,0.00011981644534537652,51,0.7176871510000598,0.8337331690869741,0.13000822524182523,0.17191730521081083,0.007188196199226042,0.008449617753189599,0.05910899916484259,0.0898825258072329,0.0860074283940463,0.10400483973477147
2020,no_concentration_caps,0.03495273514940944,0.034707508838355716,0.0002452263110537256,0.017166925296411516,2.004376069047535,2.021766171814751,2.8805913154567078,-0.017163253340449658,2.0221987143054325,0.034707508838355716,0.06585904067559013,0.7930224595634933,0.0026319209892371027,no_concentration_caps,passed,True,243,2020-01-02,2020-12-31,0.002681873529784041,0.6481112987953899,0.8660713698652996,0.00023709254643212446,52,0.799458241371938,0.8660713698652996,0.10953280260020944,0.23487334499744586,0.006037505607954537,0.006681358619679704,0.01943210525368516,0.024935360623657407,0.06553934516621295,0.07176585504901103
2021,no_concentration_caps,0.02866966745700683,0.028544072988050173,0.00012559446895665793,0.012174909612087977,2.3274126668685273,2.3444997866522077,3.4977966496318613,-0.006350626686400629,4.494686020385212,0.028544072988050173,0.03391987138548072,0.41183046061651524,0.0017395531434783139,no_concentration_caps,passed,True,243,2021-01-04,2021-12-31,0.0017802296314311683,0.5594530236925349,0.8169024446898642,0.00012211153698773056,52,0.7397808432901457,0.8169024446898642,0.16384445238165085,0.22070889897536505,0.006540076970183567,0.007857963599143697,0.019103627205877664,0.020514234450366986,0.07073100015214219,0.07395434488656348
