date,model_type,active_n_assets,solver_name,solver_success,solver_status,solver_message,objective_value,problem_is_dcp,fallback_used,fallback_method,exception_type,exception_message,covariance_psd_adjustment,reference_max_risk_budget_error,final_max_risk_budget_error,predicted_annual_return,target_annual_return,variance_reference,variance_scale,return_shortfall,predicted_annual_volatility,gross_exposure,max_constraint_violation,reference_solver_name,reference_solver_status,reference_problem_is_dcp,reference_covariance_scale,information_cutoff
2012-03-16,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.7154640365387843,True,False,,,,0.0,1.98592710554113e-06,0.1525663702903841,-0.17108989138780895,0.0,equal_weight,0.06815098258496394,0.17108989138780895,0.2123399469213739,0.9999999999999988,1.1934897514720433e-15,CLARABEL,optimal,True,0.1585309560327784,2012-03-15
2012-03-23,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.6524760028088268,True,False,,,,0.0,2.0835849473987977e-05,0.17761024614728926,-0.1649838296834536,0.0,equal_weight,0.06596583215846226,0.1649838296834536,0.25324886839912325,0.9999999999999944,2.7755575615628914e-15,CLARABEL,optimal,True,0.1543903440259814,2012-03-22
2012-03-30,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.8650029887270337,True,False,,,,0.0,1.613994157390053e-05,0.3949191815321933,-0.26120305879831035,0.0,equal_weight,0.06673915493312899,0.26120305879831035,0.1870250834683146,1.0000000000000024,1.9984014443252818e-15,CLARABEL,optimal,True,0.1557886750056537,2012-03-29
2012-04-06,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.0426714184488932,True,False,,,,0.0,1.1990422466301442e-05,0.36486002530483497,-0.23922706899420002,0.0,equal_weight,0.066865575376456,0.23922706899420002,0.19073432605516155,1.0000000000000009,9.992007221626409e-16,CLARABEL,optimal,True,0.15528124080432482,2012-04-05
2012-04-13,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.644913605863263,True,False,,,,0.0,1.4263347223875122e-05,0.17942338207165576,-0.2311320656727493,0.0,equal_weight,0.06494054597749961,0.2311320656727493,0.2046255930853806,0.9999999999999984,1.6653345369377348e-15,CLARABEL,optimal,True,0.1500872769234926,2012-04-12
2012-04-20,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.651005235289949,True,False,,,,0.0,1.3466353317448387e-05,0.17598499504847742,-0.18049552159250443,0.0,equal_weight,0.0630241570771726,0.18049552159250443,0.2031952201717255,0.9999999999999987,1.4988010832439613e-15,CLARABEL,optimal,True,0.1448485867486023,2012-04-19
2012-04-27,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.6220574113124708,True,False,,,,0.0,1.1105631305130537e-05,0.403989534147262,-0.17309171439047488,0.0,equal_weight,0.0624875961075288,0.17309171439047488,0.18127743982747785,1.0000000000000022,1.6653345369377348e-15,CLARABEL,optimal,True,0.14549111800787473,2012-04-26
2012-05-04,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.6330869904044534,True,False,,,,0.0,5.723669937840459e-06,0.40379513770491976,-0.12902615872210413,0.0,equal_weight,0.06111534193013624,0.12902615872210413,0.17960910816239975,1.0000000000000024,1.887379141862766e-15,CLARABEL,optimal,True,0.14218016166417186,2012-05-03
2012-05-11,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.7469023366770846,True,False,,,,0.0,9.263553390481682e-07,0.1393987025373063,-0.14238353242439278,0.0,equal_weight,0.059418683126860924,0.14238353242439278,0.19805900103220364,0.9999999999999984,1.2490009027033011e-15,CLARABEL,optimal,True,0.13869063073018023,2012-05-10
2012-05-18,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.3806391141491163,True,False,,,,0.0,9.565913081432953e-06,0.27666450605882487,-0.1489348023466665,0.0,equal_weight,0.057527031715703295,0.1489348023466665,0.18477168891718027,1.0000000000000016,5.662137425588298e-15,CLARABEL,optimal,True,0.13356993227962008,2012-05-17
