date,constraint,component,lhs,rhs,slack,dual,binding
2018-01-05,asset_lower,5年国债ETF,0.0,0.13780946972369432,0.13780946972369432,1.3637123251262076e-10,False
2018-01-05,asset_lower,10年国债ETF,0.0,0.09176787527226378,0.09176787527226378,1.6990006589935345e-10,False
2018-01-05,asset_lower,日利ETF,0.0,0.49286649072486205,0.49286649072486205,4.18820369552792e-11,False
2018-01-05,asset_lower,沪深300ETF,0.0,0.008130849514977822,0.008130849514977822,3.6055804736458015e-09,False
2018-01-05,asset_lower,中证500ETF,0.0,0.006109198193645276,0.006109198193645276,5.3514016547716774e-09,False
2018-01-05,asset_lower,中证1000ETF,0.0,0.0013997201443219254,0.0013997201443219254,2.0811578632820364e-07,False
2018-01-05,asset_lower,创业板ETF,0.0,0.004565541371616608,0.004565541371616608,8.23899877611127e-09,False
2018-01-05,asset_lower,红利ETF,0.0,0.008372697424216497,0.008372697424216497,4.009147335424954e-09,False
2018-01-05,asset_lower,证券ETF,0.0,0.008501447224615844,0.008501447224615844,3.6632637224271084e-09,False
2018-01-05,asset_lower,军工ETF,0.0,0.008381819957478632,0.008381819957478632,3.4924204648399845e-09,False
2018-01-05,asset_lower,消费ETF,0.0,0.017538496881721342,0.017538496881721342,1.2913022705073664e-09,False
2018-01-05,asset_lower,恒生ETF,0.0,0.03150574328486794,0.03150574328486794,5.423386507678035e-10,False
2018-01-05,asset_lower,白银LOF,0.0,0.04109240805265416,0.04109240805265416,2.620423292009907e-10,False
2018-01-05,asset_lower,纳指ETF,0.0,0.019785396410304235,0.019785396410304235,9.177294034715509e-10,False
2018-01-05,asset_lower,标普500ETF,0.0,0.019800957429371876,0.019800957429371876,1.0211363851962753e-09,False
2018-01-05,asset_lower,欧洲ETF,0.0,0.02125059980361462,0.02125059980361462,8.905972995724698e-10,False
2018-01-05,asset_lower,黄金ETF,0.0,0.057509388186542,0.057509388186542,2.1411518932583615e-10,False
2018-01-05,asset_lower,原油ETF,0.0,0.023611900399231323,0.023611900399231323,7.597194453400696e-10,False
2018-01-05,budget,,1.0000000000000002,1.0,-2.220446049250313e-16,-0.01721405203120377,True
2018-01-05,asset_upper,5年国债ETF,0.13780946972369432,1.0,0.8621905302763057,2.5074526781894124e-11,False
