date,turnover,transaction_cost,weight_可转债ETF,previous_weight_可转债ETF,weight_5年国债ETF,previous_weight_5年国债ETF,weight_10年国债ETF,previous_weight_10年国债ETF,weight_信用债ETF,previous_weight_信用债ETF,weight_日利ETF,previous_weight_日利ETF,weight_沪深300ETF,previous_weight_沪深300ETF,weight_中证500ETF,previous_weight_中证500ETF,weight_中证1000ETF,previous_weight_中证1000ETF,weight_中证2000ETF,previous_weight_中证2000ETF,weight_创业板ETF,previous_weight_创业板ETF,weight_红利ETF,previous_weight_红利ETF,weight_半导体ETF,previous_weight_半导体ETF,weight_人工智能ETF,previous_weight_人工智能ETF,weight_新能源ETF,previous_weight_新能源ETF,weight_科创50ETF,previous_weight_科创50ETF,weight_证券ETF,previous_weight_证券ETF,weight_军工ETF,previous_weight_军工ETF,weight_消费ETF,previous_weight_消费ETF,weight_恒生ETF,previous_weight_恒生ETF,weight_白银LOF,previous_weight_白银LOF,weight_纳指ETF,previous_weight_纳指ETF,weight_标普500ETF,previous_weight_标普500ETF,weight_日经225ETF,previous_weight_日经225ETF,weight_欧洲ETF,previous_weight_欧洲ETF,weight_黄金ETF,previous_weight_黄金ETF,weight_有色金属期货ETF,previous_weight_有色金属期货ETF,weight_能源化工期货ETF,previous_weight_能源化工期货ETF,weight_豆粕ETF,previous_weight_豆粕ETF,weight_煤炭ETF,previous_weight_煤炭ETF,weight_原油ETF,previous_weight_原油ETF
2018-01-05,0.3491953827726528,0.00010475861483179583,0.0,0.0,0.1378094697236943,0.09353070956148728,0.09176787527226377,0.07428414677595198,0.0,0.0,0.49286649072486194,0.6674641821111885,0.00813084951497782,0.008130843839075072,0.006109198193645274,0.006109189931823883,0.0013997201443219252,1.7346123420670637e-07,0.0,0.0,0.0045655413716166075,0.0045655269817763055,0.008372697424216495,0.008372673393029061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008501447224615842,0.004884395146944612,0.00838181995747863,0.0028359269280756076,0.01753849688172134,0.017538493726399693,0.03150574328486793,0.023238717822184375,0.041092408052654156,0.01676880770354975,0.019785396410304232,0.005220781911021374,0.019800957429371872,0.011179877703938764,0.0,0.0,0.021250599803614618,0.010339022553150494,0.057509388186541985,0.034338773226758657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023611900399231316,0.011197757222410835
2018-01-12,4.024962379015062e-09,1.2074887137045186e-12,0.0,0.0,0.1375491330728816,0.13754913298501525,0.09121436592836595,0.09121436582370464,0.0,0.0,0.4918368208082766,0.4918368228207578,0.008270180456665081,0.00827018039338925,0.006115556774847673,0.006115556713256445,0.0014005764482414025,0.0014005763852648055,0.0,0.0,0.004578992820904788,0.004578992765129098,0.008503203394291387,0.008503203325353785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008564330233317473,0.008564330101691678,0.008269233466546398,0.008269233312372457,0.018209766758288812,0.018209766710814246,0.03185865042214365,0.03185865025094102,0.040971444795706614,0.040971444605206256,0.020101043989134895,0.020101043843349334,0.01999517106145111,0.019995170894765966,0.0,0.0,0.021267178738975333,0.021267178578245127,0.057724259506379653,0.057724259350837054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023570091323581645,0.02357009113990586
2018-01-19,7.049113612701136e-10,2.1147340838103405e-13,0.0,0.0,0.13705591421070004,0.13705591418948576,0.0909804602267797,0.0909804602043766,0.0,0.0,0.49110434191205077,0.49110434226157684,0.008394096258814272,0.008394096248673696,0.005961651801497449,0.005961651795397624,0.0013542991016593326,0.001354299103634933,0.0,0.0,0.004394521578799408,0.004394521579753456,0.008653618765432329,0.00865361874550964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008926065907922798,0.008926065882526486,0.007832007421664266,0.007832007396806461,0.018437826205567432,0.01843782620052336,0.03250849037725082,0.03250849034684935,0.04064262179293833,0.040642621742137314,0.020351643375715885,0.02035164334673481,0.02024104743230315,0.020241047407922742,0.0,0.0,0.02140162701843098,0.02140162698352397,0.05812650543082728,0.05812650541389962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02363326118164581,0.023633261150667478
2018-01-26,1.1464457725166022e-10,3.439337317549806e-14,0.0,0.0,0.13709453644484493,0.137094536446684,0.09070276607075736,0.0907027660741254,0.0,0.0,0.48942952957534847,0.48942952960197345,0.008524979888344567,0.008524979884063158,0.006039827246336995,0.006039827243100857,0.0013750998318249187,0.0013750998503320108,0.0,0.0,0.0045685893747054295,0.004568589374043479,0.008835964355010446,0.008835964349537458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00926704833805184,0.009267048329280426,0.00811950923262332,0.008119509222241845,0.018137100084300296,0.018137100085677912,0.03258421110572958,0.03258421110422805,0.04104608931515986,0.04104608930828987,0.02033556888448942,0.020335568880080153,0.020191719911979475,0.02019171990832868,0.0,0.0,0.021580748162195903,0.021580748158222553,0.05840603189426382,0.05840603189986932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02376068028403344,0.023760680279921485
2018-02-02,2.417202499358645e-10,7.251607498075934e-14,0.0,0.0,0.13804064383411083,0.13804064384735684,0.09150207089020396,0.09150207091315458,0.0,0.0,0.4937082027493873,0.493708202665745,0.00834682556904372,0.008346825566495504,0.005705526061913726,0.005705526063607702,0.0012782912223789078,0.0012782912650573547,0.0,0.0,0.004318895497408308,0.004318895504440634,0.008809949396606375,0.008809949388057268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008779708277307393,0.008779708269221335,0.007513281107102046,0.007513281098245239,0.017660193104394463,0.017660193106854745,0.032645718760549794,0.0326457187620329,0.04037953718635675,0.04037953718774422,0.02034296888968947,0.020342968886448456,0.020169382975580043,0.02016938297264142,0.0,0.0,0.021140801833613884,0.02114080183271012,0.057668269696798356,0.05766826972472632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021989732947554592,0.02198973294546047
2018-02-09,5.470997861993163e-09,1.6412993585979487e-12,0.0,0.0,0.1401168767463717,0.14011687401087278,0.09308991435293876,0.09308991439846398,0.0,0.0,0.500409893728962,0.5004098955754257,0.008002432778604296,0.008002432820377832,0.005563188377569172,0.005563188420148412,0.001239689775828465,0.0012396898890466115,0.0,0.0,0.004226863001397952,0.004226863050835441,0.008573856934021216,0.008573856973806993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008353321631116795,0.008353321655009358,0.007247593732846171,0.007247593759706409,0.01634097551743591,0.016340975599112743,0.030815070822154546,0.03081507087814186,0.0398475417912101,0.03984754181139845,0.019023280072948935,0.019023280166308703,0.019119001888588262,0.019119001978312903,0.0,0.0,0.02008748400160654,0.020087484081992697,0.05739528624235838,0.05739528629360374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020547728604040708,0.020547728637435373
2018-02-14,0.055426207746336525,1.6627862323900957e-05,0.0,0.0,0.168380936273032,0.1406678323998637,0.09299918069818676,0.09299918089516834,0.0,0.0,0.4731011140487954,0.5008142062849992,0.007834019594456556,0.007834020120703234,0.005528160025891326,0.005528160494089923,0.0012392367588944656,0.0012392375455788337,0.0,0.0,0.004249886409678564,0.004249886891211956,0.008374050760001901,0.00837405123588453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007788320743117211,0.007788321125467691,0.007185483430815775,0.007185483788088099,0.016746141488249384,0.01674614289606085,0.03023156067546991,0.030231561240700856,0.0399796300560338,0.03997963024457109,0.01915856963512092,0.019158571929491556,0.01902637654128341,0.01902637811846723,0.0,0.0,0.019933584562053307,0.01993358574307458,0.05797378201680915,0.05797378233453721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020269966282110224,0.020269966712041135
2018-02-23,0.049064696892504915,1.4719409067751473e-05,0.0,0.0,0.19211573538520146,0.16758338693894903,0.09297847637575812,0.09297847661159146,0.0,0.0,0.44719079172975557,0.47172313251035397,0.008039496618670818,0.008039497000776032,0.005642469599628529,0.005642469933171666,0.0012568669397649253,0.0012568675522643441,0.0,0.0,0.004297799365041754,0.0042977997003994135,0.008530142329005477,0.008530142685328868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007813975177001314,0.007813975443709209,0.007259482860063456,0.007259483111163148,0.01741272653201885,0.01741272745441731,0.03138593404227288,0.03138593449079221,0.039354753999078826,0.039354754057678035,0.019631143832137345,0.019631145139709066,0.019229046120704554,0.019229047037539346,0.0,0.0,0.020010936823519985,0.020010937524026235,0.05768860443369103,0.05768860470008302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020161617836685176,0.020161618108047754
2018-03-02,0.003986953733333341,1.196086120000002e-06,0.0,0.0,0.19443192980156507,0.1924384529348984,0.09143977468239292,0.09343324248068745,0.0,0.0,0.446129045479036,0.4461290456204803,0.008020385114157992,0.008020385367821379,0.0058397913647413955,0.005839791575384331,0.001313414064681154,0.0013134142055897247,0.0,0.0,0.004574552283751922,0.00457455247517207,0.008393480922285071,0.00839348112848909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007929191778635184,0.007929191967869852,0.007798085583740213,0.007798085767569541,0.01696461450820407,0.016964615214260112,0.03101366745671768,0.031013667799846677,0.03918355680007935,0.039183556908022846,0.020163420135301407,0.02016342413401115,0.019473006774495847,0.019473007911220152,0.0,0.0,0.019966776708871276,0.019966777346961933,0.057189806299419124,0.05718980669976619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020175500241924448,0.020175500461948923
2018-03-09,5.486268807098401e-07,1.64588064212952e-10,0.0,0.0,0.19431515140771047,0.19431487709427014,0.09103291720760615,0.09103304576181165,0.0,0.0,0.4459283309454172,0.44592833265555326,0.008073803832797854,0.008073808901549274,0.005872607741276069,0.005872611938956441,0.001325211394951908,0.001325215254796226,0.0,0.0,0.0045662022512227484,0.00456620609027493,0.00847658362040012,0.008476587771595883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936840317992399,0.00793684394754443,0.007837641040460136,0.00783764453315085,0.01674701176030036,0.016747025515681274,0.030818797835517026,0.03081880538564314,0.03937773739985196,0.039377738965551176,0.020336098404537033,0.020336145136807246,0.01941256424220883,0.019412585993641308,0.0,0.0,0.019796725208074913,0.01979673816221573,0.05765036204000358,0.057650369123889704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020495413349671324,0.02049541776706744
