date,weight_可转债ETF,weight_5年国债ETF,weight_10年国债ETF,weight_信用债ETF,weight_日利ETF,weight_沪深300ETF,weight_中证500ETF,weight_中证1000ETF,weight_中证2000ETF,weight_创业板ETF,weight_红利ETF,weight_半导体ETF,weight_人工智能ETF,weight_新能源ETF,weight_科创50ETF,weight_证券ETF,weight_军工ETF,weight_消费ETF,weight_恒生ETF,weight_白银LOF,weight_纳指ETF,weight_标普500ETF,weight_日经225ETF,weight_欧洲ETF,weight_黄金ETF,weight_有色金属期货ETF,weight_能源化工期货ETF,weight_豆粕ETF,weight_煤炭ETF,weight_原油ETF
2018-01-02,0.0,0.08972580989478188,0.04405389831303279,0.0,0.2998786865000042,0.03778247976561067,0.03773373965062168,0.008656459272709948,0.0,0.030228027074431663,0.04012472010441097,0.0,0.0,0.0,0.0,0.010047073246144362,0.01064542226569457,0.043650410615088064,0.055103444907565004,0.03338384592659808,0.05275461065229911,0.05167593186005018,0.0,0.04743920578135309,0.05972767359683984,0.0,0.0,0.0,0.0,0.047388560572763846
2018-01-03,0.0,0.0894620988747453,0.04390823707325562,0.0,0.29875674302930955,0.0381791992384505,0.03807866547871646,0.008714841613509602,0.0,0.030486827211792352,0.0405375005482115,0.0,0.0,0.0,0.0,0.010141770914920049,0.010689280999488156,0.04378575133249843,0.055814374481016726,0.033401818517200886,0.052952150222496955,0.051240554382006066,0.0,0.04716045450042468,0.05980873030161075,0.0,0.0,0.0,0.0,0.046881001280346335
2018-01-04,0.0,0.08918413685574891,0.04373641167386316,0.0,0.29775643724825546,0.038247658819284804,0.038189476289120276,0.008757428087319953,0.0,0.030817806748209144,0.040587862144033336,0.0,0.0,0.0,0.0,0.010263128433250265,0.010752159842463579,0.04407797295832764,0.05575739853063727,0.03332373213446649,0.0528041981191287,0.05131190166221114,0.0,0.0472791254171338,0.059817830732661365,0.0,0.0,0.0,0.0,0.04733533430388451
2018-01-05,0.0,0.09166143538323324,0.04561985449094876,0.0,0.2999999996768946,0.03612438015951338,0.03573654234220285,0.008732811348820596,0.0,0.030803955445389494,0.04030451366745305,0.0,0.0,0.0,0.0,0.010223846865589728,0.010709425128575773,0.042128354872008264,0.05591205919337001,0.033152148207914796,0.05303238225637966,0.051261545274269675,0.0,0.04751044577633619,0.0593441272329046,0.0,0.0,0.0,0.0,0.047742172678195235
2018-01-08,0.0,0.09160285041490447,0.045548406745929595,0.0,0.29988823838804324,0.036236800285244494,0.03577429207459123,0.008736926616466557,0.0,0.0308362844924235,0.04068291123468686,0.0,0.0,0.0,0.0,0.010247748194458306,0.01063919139534544,0.04215020201400875,0.05573343821793696,0.033167166988857126,0.052693031482182864,0.0512558473250149,0.0,0.047678378925213136,0.05949761716477203,0.0,0.0,0.0,0.0,0.047630668039920394
2018-01-09,0.0,0.09140369665005244,0.04538065985393371,0.0,0.29911500059891954,0.036283968150376836,0.03583965808647661,0.008723307893244764,0.0,0.03084222475285704,0.04085050311481311,0.0,0.0,0.0,0.0,0.010437916747342556,0.010597493907228623,0.04255527196555641,0.05575271309028184,0.03311486599247135,0.05318635002841655,0.05152045560669308,0.0,0.04774903140908756,0.059377655013684735,0.0,0.0,0.0,0.0,0.04726922713856317
2018-01-10,0.0,0.09120998440944737,0.04533957859668408,0.0,0.2981533400000425,0.03649290868148229,0.03572525393810153,0.008692792929063331,0.0,0.030734787953107485,0.040743454363145665,0.0,0.0,0.0,0.0,0.010330822803710484,0.010573009777767213,0.04342700226642064,0.05610549594778174,0.033038358407456,0.05332560418386383,0.05140142430400701,0.0,0.047638713490822035,0.05937066951173429,0.0,0.0,0.0,0.0,0.047696798435362314
2018-01-11,0.0,0.09112375477132509,0.045244619634274126,0.0,0.2979139923029281,0.03661592852140554,0.03551516526237462,0.008643800871829673,0.0,0.03052722981985113,0.040834484227150684,0.0,0.0,0.0,0.0,0.010290719177408085,0.010439504805622845,0.04378717661925799,0.056468976009063115,0.03277734283919845,0.05361581231220376,0.05151201315669006,0.0,0.04763734809691023,0.059167101360012256,0.0,0.0,0.0,0.0,0.047885030212493976
2018-01-12,0.0,0.09113272657969967,0.045168473242120415,0.0,0.29999999966128166,0.03658504077342124,0.03563441151567758,0.008704193720925187,0.0,0.030774640386371867,0.04062799372327876,0.0,0.0,0.0,0.0,0.01025944250274327,0.01052451201534621,0.04194383158016074,0.056318621791446546,0.032926097648712245,0.0536673632049327,0.05156314522561522,0.0,0.04736272367310084,0.05933436106180675,0.0,0.0,0.0,0.0,0.04747242169335926
2018-01-15,0.0,0.09094812621334017,0.04504350980495625,0.0,0.2992286743885796,0.036676388120336356,0.03535252470410046,0.008637629931020425,0.0,0.030396783628884778,0.04061091304537357,0.0,0.0,0.0,0.0,0.010198667640461755,0.010369956543417888,0.04235435868521433,0.05636116430512978,0.032907886038292644,0.05366113934546178,0.05197215884162419,0.0,0.04730565555840117,0.06002791657854341,0.0,0.0,0.0,0.0,0.04794654662686165
