date,model_type,active_n_assets,solver_name,solver_success,solver_status,solver_message,objective_value,problem_is_dcp,fallback_used,fallback_method,exception_type,exception_message,covariance_psd_adjustment,reference_max_risk_budget_error,final_max_risk_budget_error,predicted_annual_return,target_annual_return,return_target_mode,reference_predicted_annual_return,return_scale,objective_tracking,objective_variance_normalized,objective_shortfall_normalized,variance_reference,variance_scale,return_shortfall,predicted_annual_volatility,gross_exposure,max_constraint_violation,reference_solver_name,reference_solver_status,reference_problem_is_dcp,reference_covariance_scale,information_cutoff,mean_estimator,parameter_effective_date,selected_variance_penalty,selected_shortfall_penalty
2012-03-16,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7502189532881209,True,False,,,,0.0,9.741947087138492e-06,0.18261471950325936,0.04622209795765212,0.06720655541921752,reference,0.06720655541921752,0.17459941962237532,0.032005675041029136,0.7037685325925773,0.01444474565451409,equal_weight,0.06706145200025437,0.020984457461565402,0.2172458047184032,1.000000000000008,5.9396931817445875e-15,CLARABEL,optimal,True,0.1545928730253388,2012-03-15,ewma,,1.0,1.0
2012-03-23,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7323230884320984,True,False,,,,0.0,1.0544901539177864e-05,0.19418174694769214,0.05635203872679253,0.07906667885113183,reference,0.07906667885113183,0.19019830112273672,0.03560626246430522,0.6824542341202999,0.014262591847492973,equal_weight,0.06521347341826242,0.022714640124339304,0.21096258212295568,1.0000000000000049,3.4139358007223564e-15,CLARABEL,optimal,True,0.15133134581198382,2012-03-22,ewma,,1.0,1.0
2012-03-30,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7055786807814086,True,False,,,,0.0,9.914725142723402e-06,0.25102899175552174,-0.3742695108751577,-0.4312038905599419,reference,-0.4312038905599419,0.6485633668376775,0.05893154870849071,0.6466471320729177,0.0,equal_weight,0.06625749299258443,0.0,0.2069908641027332,1.0000000000000013,7.771561172376096e-16,CLARABEL,optimal,True,0.15352243066079135,2012-03-29,ewma,,1.0,1.0
2012-04-06,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7113585426193816,True,False,,,,0.0,8.358287200915804e-06,0.24920899418433184,-0.1377284863917243,-0.19142662459419896,reference,-0.19142662459419896,0.39570890182219765,0.0590019255428154,0.6523566170765661,0.0,equal_weight,0.0664552700761821,0.0,0.20821271616740344,1.0000000000000009,5.551115123125783e-16,CLARABEL,optimal,True,0.15326560746726103,2012-04-05,ewma,,1.0,1.0
2012-04-13,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7162138543856799,True,False,,,,0.0,1.3070468465659069e-05,0.24786536907417644,0.04655240956298648,0.0159324531680926,reference,0.0159324531680926,0.10002097693614197,0.059247221154447624,0.6569666332312323,0.0,equal_weight,0.064655360885954,0.0,0.20609807073719905,1.0000000000000002,2.7755575615628914e-16,CLARABEL,optimal,True,0.14847396979345473,2012-04-12,ewma,,1.0,1.0
2012-04-20,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7229928938016402,True,False,,,,0.0,1.0759684539562997e-05,0.24555192214303634,0.1445048431173137,0.1232762068015961,reference,0.1232762068015961,0.16652746138042837,0.059185473339138976,0.6638074204625012,0.0,equal_weight,0.06283201680039133,0.0,0.2042262446276783,1.0,1.3877787807814457e-16,CLARABEL,optimal,True,0.1435500364076372,2012-04-19,ewma,,1.0,1.0
2012-04-27,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7042695146117368,True,False,,,,0.0,7.82219773476367e-06,0.2526725552754203,0.0895909754756918,-0.032658727117770237,reference,-0.032658727117770237,0.49495566789875955,0.06011470266671211,0.6441548119450247,0.0,equal_weight,0.06241036677957952,0.0,0.20050420962244175,1.0000000000000004,3.3306690738754696e-16,CLARABEL,optimal,True,0.1443786714276351,2012-04-26,ewma,,1.0,1.0
2012-05-04,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7057777175603119,True,False,,,,0.0,1.1726566252590054e-05,0.25199417869808455,0.22988477726990533,0.14667435910171514,reference,0.14667435910171514,0.3124517951573709,0.05992270460714664,0.6458550129531653,0.0,equal_weight,0.061066841656940686,0.0,0.19859588568082753,1.0000000000000004,2.220446049250313e-16,CLARABEL,optimal,True,0.14116348831009545,2012-05-03,ewma,,1.0,1.0
2012-05-11,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7064066201318409,True,False,,,,0.0,1.1881662190238451e-05,0.24245219421251318,0.13008152904077858,0.14091103970322122,reference,0.14091103970322122,0.18374701953995445,0.05504104978933157,0.6478919923086643,0.003473578033844502,equal_weight,0.05946320926318876,0.010829510662442643,0.19627974199747256,1.0000000000000062,3.4416913763379853e-15,CLARABEL,optimal,True,0.13791323760127744,2012-05-10,ewma,,1.0,1.0
2012-05-18,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.7364622811235899,True,False,,,,0.0,2.0518481194664595e-06,0.18126661044676606,0.00493574936904242,0.00862826660459717,reference,0.00862826660459717,0.02766889205109302,0.0320859001425486,0.686566479203026,0.017809901778014923,equal_weight,0.05760950901959293,0.0036925172355547504,0.19887875144468525,1.000000000000004,3.4139358007223564e-15,CLARABEL,optimal,True,0.13295110114605055,2012-05-17,ewma,,1.0,1.0
