date,constraint,component,lhs,rhs,slack,dual,binding
2018-01-05,asset_lower,5年国债ETF,0.0,0.15061756716465952,0.15061756716465952,6.9514936101058565e-12,False
2018-01-05,asset_lower,10年国债ETF,0.0,0.09803915085797694,0.09803915085797694,1.0656317360479902e-11,False
2018-01-05,asset_lower,日利ETF,0.0,0.15283844234346575,0.15283844234346575,6.848980328099602e-12,False
2018-01-05,asset_lower,沪深300ETF,0.0,0.029279019647447675,0.029279019647447675,3.562482549684154e-11,False
2018-01-05,asset_lower,中证500ETF,0.0,0.020805890275199804,0.020805890275199804,5.013151759794783e-11,False
2018-01-05,asset_lower,中证1000ETF,0.0,0.003603795268662422,0.003603795268662422,2.874599528105218e-10,False
2018-01-05,asset_lower,创业板ETF,0.0,0.015212639845609124,0.015212639845609124,6.850721379006227e-11,False
2018-01-05,asset_lower,红利ETF,0.0,0.031118985172356107,0.031118985172356107,3.3523546725247517e-11,False
2018-01-05,asset_lower,证券ETF,0.0,0.018267787628861006,0.018267787628861006,5.7093778950777646e-11,False
2018-01-05,asset_lower,军工ETF,0.0,0.014404213995166266,0.014404213995166266,7.234444031271251e-11,False
2018-01-05,asset_lower,消费ETF,0.0,0.0588649785642871,0.0588649785642871,1.7730630432094312e-11,False
2018-01-05,asset_lower,恒生ETF,0.0,0.08635241226348724,0.08635241226348724,1.2108240746500974e-11,False
2018-01-05,asset_lower,白银LOF,0.0,0.04404191817210828,0.04404191817210828,2.3703273196257924e-11,False
2018-01-05,asset_lower,纳指ETF,0.0,0.022717714086556068,0.022717714086556068,4.5915528499455885e-11,False
2018-01-05,asset_lower,标普500ETF,0.0,0.054657668703331816,0.054657668703331816,1.909854625068971e-11,False
2018-01-05,asset_lower,欧洲ETF,0.0,0.053247125650715973,0.053247125650715973,1.960341454225857e-11,False
2018-01-05,asset_lower,黄金ETF,0.0,0.0948063545479016,0.0948063545479016,1.1023682541998434e-11,False
2018-01-05,asset_lower,原油ETF,0.0,0.05112433581220743,0.05112433581220743,2.0415742333055178e-11,False
2018-01-05,budget,,1.0,1.0,0.0,0.00018596498033409013,True
2018-01-05,asset_upper,5年国债ETF,0.15061756716465952,0.4,0.2493824328353405,4.195885108952578e-12,False
2018-01-05,asset_upper,10年国债ETF,0.09803915085797694,0.4,0.3019608491420231,3.4649519167318503e-12,False
2018-01-05,asset_upper,日利ETF,0.15283844234346575,0.4,0.24716155765653428,4.233801610723458e-12,False
2018-01-05,asset_upper,沪深300ETF,0.029279019647447675,0.4,0.37072098035255235,2.8236641417932185e-12,False
2018-01-05,asset_upper,中证500ETF,0.020805890275199804,0.4,0.3791941097248002,2.760624118217336e-12,False
2018-01-05,asset_upper,中证1000ETF,0.003603795268662422,0.4,0.3963962047313376,2.6407374066641544e-12,False
2018-01-05,asset_upper,创业板ETF,0.015212639845609124,0.4,0.3847873601543909,2.72051021571023e-12,False
2018-01-05,asset_upper,红利ETF,0.031118985172356107,0.4,0.3688810148276439,2.8373320450668075e-12,False
2018-01-05,asset_upper,证券ETF,0.018267787628861006,0.4,0.381732212371139,2.7420447144264634e-12,False
2018-01-05,asset_upper,军工ETF,0.014404213995166266,0.4,0.38559578600483374,2.714468394051928e-12,False
2018-01-05,asset_upper,消费ETF,0.0588649785642871,0.4,0.34113502143571295,3.067744522858632e-12,False
2018-01-05,asset_upper,恒生ETF,0.08635241226348724,0.4,0.3136475877365128,3.3367484478651618e-12,False
2018-01-05,asset_upper,白银LOF,0.04404191817210828,0.4,0.35595808182789174,2.9397010532758015e-12,False
2018-01-05,asset_upper,纳指ETF,0.022717714086556068,0.4,0.3772822859134439,2.773796136559099e-12,False
2018-01-05,asset_upper,标普500ETF,0.054657668703331816,0.4,0.3453423312966682,3.0306872896804743e-12,False
2018-01-05,asset_upper,欧洲ETF,0.053247125650715973,0.4,0.34675287434928403,3.018343574341387e-12,False
2018-01-05,asset_upper,黄金ETF,0.0948063545479016,0.4,0.3051936454520984,3.4289031173759476e-12,False
2018-01-05,asset_upper,原油ETF,0.05112433581220743,0.4,0.3488756641877926,2.9998997365100143e-12,False
2018-01-05,turnover_upper,,1.4458315677513822e-09,0.8,0.7999999985541685,4.0530045616469904e-11,False
2018-01-05,group_cash_lower,,0.0,0.15283844234346575,0.15283844234346575,6.848980328099602e-12,False
2018-01-05,group_cash_upper,,0.15283844234346575,0.3,0.14716155765653424,7.107502537239368e-12,False
2018-01-05,group_bond_lower,,0.0,0.24865671802263645,0.24865671802263645,4.20789550941031e-12,False
2018-01-05,group_bond_upper,,0.24865671802263645,0.7,0.4513432819773635,2.3204750232431304e-12,False
2018-01-05,group_defensive_lower,,0.0,0.031118985172356107,0.031118985172356107,3.3523546725247517e-11,False
2018-01-05,group_defensive_upper,,0.031118985172356107,0.25,0.21888101482764388,4.780689218135187e-12,False
