date,selected_candidate_id,portfolio_return,gross_return,net_return,transaction_cost,turnover,is_rebalance_day,is_candidate_switch_day,nav_gross,nav_net,weight_可转债ETF,previous_weight_可转债ETF,weight_5年国债ETF,previous_weight_5年国债ETF,weight_10年国债ETF,previous_weight_10年国债ETF,weight_信用债ETF,previous_weight_信用债ETF,weight_日利ETF,previous_weight_日利ETF,weight_沪深300ETF,previous_weight_沪深300ETF,weight_中证500ETF,previous_weight_中证500ETF,weight_中证1000ETF,previous_weight_中证1000ETF,weight_中证2000ETF,previous_weight_中证2000ETF,weight_创业板ETF,previous_weight_创业板ETF,weight_红利ETF,previous_weight_红利ETF,weight_半导体ETF,previous_weight_半导体ETF,weight_人工智能ETF,previous_weight_人工智能ETF,weight_新能源ETF,previous_weight_新能源ETF,weight_科创50ETF,previous_weight_科创50ETF,weight_证券ETF,previous_weight_证券ETF,weight_军工ETF,previous_weight_军工ETF,weight_消费ETF,previous_weight_消费ETF,weight_恒生ETF,previous_weight_恒生ETF,weight_白银LOF,previous_weight_白银LOF,weight_纳指ETF,previous_weight_纳指ETF,weight_标普500ETF,previous_weight_标普500ETF,weight_日经225ETF,previous_weight_日经225ETF,weight_欧洲ETF,previous_weight_欧洲ETF,weight_黄金ETF,previous_weight_黄金ETF,weight_有色金属期货ETF,previous_weight_有色金属期货ETF,weight_能源化工期货ETF,previous_weight_能源化工期货ETF,weight_豆粕ETF,previous_weight_豆粕ETF,weight_煤炭ETF,previous_weight_煤炭ETF,weight_原油ETF,previous_weight_原油ETF
2018-01-02,candidate_03,0.004208051622722294,0.004208051622722294,0.004208051622722294,0.0,0.0,False,True,1.0042080516227223,1.0042080516227223,0.0,0.0,0.15192170462598514,0.15192170462598514,0.09902161459836281,0.09902161459836281,0.0,0.0,0.15418065207358136,0.15418065207358136,0.02891213218902423,0.02891213218902423,0.02053473385690581,0.02053473385690581,0.003572049839753919,0.003572049839753919,0.0,0.0,0.014927223741948551,0.014927223741948551,0.030838811409812907,0.030838811409812907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017950741059767888,0.017950741059767888,0.014317180303555619,0.014317180303555619,0.05736656506765382,0.05736656506765382,0.08509791797166694,0.08509791797166694,0.04434678289411072,0.04434678289411072,0.02259720922316409,0.02259720922316409,0.055095846798100416,0.055095846798100416,0.0,0.0,0.05316375707753973,0.05316375707753973,0.09541276980145809,0.09541276980145809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050742307467607946,0.050742307467607946
2018-01-03,candidate_03,0.00362176524638392,0.00362176524638392,0.00362176524638392,0.0,0.0,False,False,1.0078450574442284,1.0078450574442284,0.0,0.0,0.15147041636880312,0.15147041636880312,0.09869109270889553,0.09869109270889553,0.0,0.0,0.1535989663279925,0.1535989663279925,0.029214790507617792,0.029214790507617792,0.02072178903957197,0.02072178903957197,0.0035960276046984453,0.0035960276046984453,0.0,0.0,0.015054549635606908,0.015054549635606908,0.03115508076048976,0.03115508076048976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01811936229881636,0.01811936229881636,0.014375713000713428,0.014375713000713428,0.057542618131469436,0.057542618131469436,0.0861931087234498,0.0861931087234498,0.04436925770540428,0.04436925770540428,0.022681108876493796,0.022681108876493796,0.05462993250253062,0.05462993250253062,0.0,0.0,0.05284970115669323,0.05284970115669323,0.09553924074699205,0.09553924074699205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05019724390376091,0.05019724390376091
2018-01-04,candidate_03,0.0026187755694665115,0.0026187755694665115,0.0026187755694665115,0.0,0.0,False,False,1.0104843774584709,1.0104843774584709,0.0,0.0,0.15098443988170424,0.15098443988170424,0.09829489164866201,0.09829489164866201,0.0,0.0,0.15306911759518438,0.15306911759518438,0.02926420026598028,0.02926420026598028,0.020779977532952295,0.020779977532952295,0.0036132327717522976,0.0036132327717522976,0.0,0.0,0.01521644177289024,0.01521644177289024,0.031190614631411463,0.031190614631411463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01833431626678016,0.01833431626678016,0.014458806789952554,0.014458806789952554,0.05792076219795016,0.05792076219795016,0.08609636738994735,0.08609636738994735,0.04426103123426186,0.04426103123426186,0.022615436656567997,0.022615436656567997,0.05470043711520059,0.05470043711520059,0.0,0.0,0.052977301231472866,0.052977301231472866,0.09554406281123731,0.09554406281123731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05067856220609189,0.05067856220609189
2018-01-05,candidate_03,0.0007233312196025373,0.0007233312200362868,0.0007233312196025373,4.3374947032541464e-13,1.4458315677513822e-09,True,False,1.0112152923560456,1.011215292355607,0.0,0.0,0.15061756716465952,0.15061756723425596,0.09803915085797694,0.09803915049070752,0.0,0.0,0.15283844234346575,0.15283844237102312,0.029279019647447675,0.0292790196981231,0.020805890275199804,0.02080589029833575,0.003603795268662422,0.003603795240818283,0.0,0.0,0.015212639845609124,0.015212639853508849,0.031118985172356107,0.031118985197729824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018267787628861006,0.018267787615709217,0.014404213995166266,0.014404213966494814,0.0588649785642871,0.05886497899362739,0.08635241226348724,0.08635241232025057,0.04404191817210828,0.0440419180053821,0.022717714086556068,0.022717713995328626,0.054657668703331816,0.05465766872219024,0.0,0.0,0.053247125650715973,0.05324712566443103,0.0948063545479016,0.09480635453033531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05112433581220743,0.05112433580174829
2018-01-08,candidate_03,0.0026799985211588316,0.0026799985211588316,0.0026799985211588316,0.0,0.0,False,False,1.0139253478441328,1.0139253478436931,0.0,0.0,0.15052106061896597,0.15052106061896597,0.09788545028529866,0.09788545028529866,0.0,0.0,0.15278126062036382,0.15278126062036382,0.029370089972668004,0.029370089972668004,0.020827835033211957,0.020827835033211957,0.0036054877784697757,0.0036054877784697757,0.0,0.0,0.015228581371015468,0.015228581371015468,0.031411094621420416,0.031411094621420416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01831046489681162,0.01831046489681162,0.014309726559205352,0.014309726559205352,0.05889541114685183,0.05889541114685183,0.08607640691634448,0.08607640691634448,0.04406180003187161,0.04406180003187161,0.022572308909866914,0.022572308909866914,0.05465150610285754,0.05465150610285754,0.0,0.0,0.053435250780272545,0.053435250780272545,0.09505141376186324,0.09505141376186324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051004850592640864,0.051004850592640864
2018-01-09,candidate_03,0.0030682038718176487,0.0030682038718176487,0.0030682038718176487,0.0,0.0,False,False,1.0170362775221222,1.0170362775216812,0.0,0.0,0.150205039005472,0.150205039005472,0.09753224463112208,0.09753224463112208,0.0,0.0,0.15239871657534895,0.15239871657534895,0.029410517864952954,0.029410517864952954,0.020867450823539805,0.020867450823539805,0.0036001367804860728,0.0036001367804860728,0.0,0.0,0.015232653464130374,0.015232653464130374,0.03154284906002656,0.03154284906002656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01865164815417041,0.01865164815417041,0.014254708770933398,0.014254708770933398,0.059465849587474806,0.059465849587474806,0.08611261161836414,0.08611261161836414,0.04399560759631294,0.04399560759631294,0.02278533656404812,0.02278533656404812,0.05493775048646315,0.05493775048646315,0.0,0.0,0.053518434054879625,0.053518434054879625,0.09486685651391441,0.09486685651391441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05062158844836035,0.05062158844836035
2018-01-10,candidate_03,0.0009142588870896921,0.0009142588870896921,0.0009142588870896921,0.0,0.0,False,False,1.0179661119773393,1.017966111976898,0.0,0.0,0.14977426648604128,0.14977426648604128,0.09737085195322182,0.09737085195322182,0.0,0.0,0.1517947924637091,0.1517947924637091,0.029557687466435497,0.029557687466435497,0.020785235194714004,0.020785235194714004,0.003584851847049436,0.003584851847049436,0.0,0.0,0.015168204088268281,0.015168204088268281,0.03143659014144001,0.03143659014144001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018446432029604158,0.018446432029604158,0.01421110619986815,0.01421110619986815,0.06063846328170852,0.06063846328170852,0.08659249193629041,0.08659249193629041,0.043861033005025,0.043861033005025,0.02282785593231735,0.02282785593231735,0.054769705862876356,0.054769705862876356,0.0,0.0,0.053354730863065775,0.053354730863065775,0.0947845368168095,0.0947845368168095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05104116443155543,0.05104116443155543
2018-01-11,candidate_03,-0.001515473386782302,-0.001515473386782302,-0.001515473386782302,0.0,0.0,False,False,1.0164234114259914,1.0164234114255506,0.0,0.0,0.1496265443351647,0.1496265443351647,0.0971629409276624,0.0971629409276624,0.0,0.0,0.15166672704551493,0.15166672704551493,0.029656114066237083,0.029656114066237083,0.02066215799056466,0.02066215799056466,0.003564501899916783,0.003564501899916783,0.0,0.0,0.01506515339193631,0.01506515339193631,0.03150553651592363,0.03150553651592363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01837407182888473,0.01837407182888473,0.014031088667653874,0.014031088667653874,0.06113888269175726,0.06113888269175726,0.08714991423205425,0.08714991423205425,0.04351273269913538,0.04351273269913538,0.02295114981897394,0.02295114981897394,0.05488529436961605,0.05488529436961605,0.0,0.0,0.053351017338611674,0.053351017338611674,0.09445567557856431,0.09445567557856431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05124049660182821,0.05124049660182821
2018-01-12,candidate_03,0.003936693338098821,0.003936693339277819,0.003936693338098821,1.1789982414835141e-12,3.929994138278381e-09,True,False,1.0204247586996382,1.0204247586979973,0.0,0.0,0.1497197345010872,0.14971973462642257,0.09705026752267827,0.09705026647759889,0.0,0.0,0.15189692275706293,0.1518969227895366,0.029659253342722108,0.02965925344401897,0.020742576997403468,0.020742577038049926,0.0035912887955481527,0.0035912887251580033,0.0,0.0,0.015195216166875471,0.015195216175254437,0.0314751071113874,0.03147510716035435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01832783281651717,0.018327832783674024,0.014152758934944346,0.014152758858965997,0.06086864257462901,0.06086864400762044,0.08696344593524324,0.08696344605157892,0.04373312786068882,0.04373312738744748,0.02298598465737397,0.02298598446670222,0.0549685977813314,0.054968597816716015,0.0,0.0,0.05307126976791561,0.05307126979110276,0.09477235974683382,0.09477235970193737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050825612729757594,0.050825612697861164
2018-01-15,candidate_03,-0.0010127038943995397,-0.0010127038943995397,-0.0010127038943995397,0.0,0.0,False,False,1.0193913705725615,1.019391370570922,0.0,0.0,0.1492633067180173,0.1492633067180173,0.09668256590680692,0.09668256590680692,0.0,0.0,0.15135108845135462,0.15135108845135462,0.029702831305008948,0.029702831305008948,0.020557399357175255,0.020557399357175255,0.003560172114481495,0.003560172114481495,0.0,0.0,0.01499326256708353,0.01499326256708353,0.03142962593719294,0.03142962593719294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018200587640449257,0.018200587640449257,0.013930628029628852,0.013930628029628852,0.061401395902547194,0.061401395902547194,0.0869399320968422,0.0869399320968422,0.043664137020633646,0.043664137020633646,0.022959760974563245,0.022959760974563245,0.055347834506148275,0.055347834506148275,0.0,0.0,0.05295299065963663,0.05295299065963663,0.09578187028882888,0.09578187028882888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128061052360069,0.05128061052360069
