model,diagnostic_type,mean_fixed_subperiod_sharpe,subperiod_sharpe_std,negative_sharpe_window_share,bootstrap_sharpe_p05,simplified_overfit_score,overfitting_rating,notes
Convex Adaptive Global RRP,simplified_adjusted_sharpe_pbo_style,0.6544521921521496,0.3008341820777659,0.0,0.2716577113031973,0.5040351011132667,Strong,Simplified validation flag only; not a full combinatorial PBO test and not used for model selection.
Defensive Dynamic Relaxed Risk Parity,simplified_adjusted_sharpe_pbo_style,0.8292908258863363,0.38590636563917696,0.0,0.383406196434754,0.6363376430667478,Strong,Simplified validation flag only; not a full combinatorial PBO test and not used for model selection.
Global Relaxed Risk Parity,simplified_adjusted_sharpe_pbo_style,0.5643813609736453,0.35392162159388485,0.0,0.15691776686819592,0.3874205501767029,Strong,Simplified validation flag only; not a full combinatorial PBO test and not used for model selection.
Improved Convex Adaptive Global RRP,simplified_adjusted_sharpe_pbo_style,1.269051379513346,0.22782742287460828,0.0,0.6551922947573792,1.155137668076042,Strong,Simplified validation flag only; not a full combinatorial PBO test and not used for model selection.
