date,weight_红利ETF,weight_上证指数ETF,weight_沪深300ETF,weight_中证1000ETF,weight_恒生ETF,weight_恒生科技ETF,weight_科创50ETF,weight_0-5中高信用票,weight_中证转债,weight_黄金ETF
2020-12-04,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-07,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-08,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-09,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-10,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-11,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-14,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-15,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-16,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-17,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-18,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
