split_date,best_train_param_index,test_rank_percentile,pbo_event,label
2009-01-23,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
2011-03-31,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
2013-05-31,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
2015-07-31,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
2017-09-29,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
2019-11-29,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
2022-01-28,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
2024-03-29,0,0.25,False,Simplified PBO-style diagnostic; not full CSCV.
