start_month,end_month,month_count,strategy_cumulative_return,hs300_cumulative_return,strategy_annualized_return,hs300_annualized_return,strategy_monthly_volatility,hs300_monthly_volatility,strategy_max_drawdown,strategy_max_drawdown_date,hs300_max_drawdown,hs300_max_drawdown_date,outperform_months,outperform_rate,strategy_positive_months,strategy_positive_rate,hs300_positive_months,hs300_positive_rate,monthly_correlation,avg_monthly_excess_return,median_monthly_excess_return,strategy_negative_hs300_positive_months,strategy_positive_hs300_negative_months
2018-01,2026-08,104,0.641788017905091,0.6084823236935575,0.05887398552783485,0.05637293202737248,0.013689476129909844,0.04602566683453191,-0.06224349597259893,2020-03-23,-0.39557069225730246,2025-01-13,52,0.5,70,0.6730769230769231,59,0.5673076923076923,0.7483165737442434,-0.000740945481034864,0.0003869796206584786,8,19
