date,is_rebalance_day,portfolio_return,gross_return,net_return,turnover,benchmark_status,skip_reason,weight_可转债ETF,weight_5年国债ETF,weight_10年国债ETF,weight_信用债ETF,weight_日利ETF,weight_沪深300ETF,weight_中证500ETF,weight_中证1000ETF,weight_中证2000ETF,weight_创业板ETF,weight_红利ETF,weight_半导体ETF,weight_人工智能ETF,weight_新能源ETF,weight_科创50ETF,weight_证券ETF,weight_军工ETF,weight_消费ETF,weight_恒生ETF,weight_白银LOF,weight_纳指ETF,weight_标普500ETF,weight_日经225ETF,weight_欧洲ETF,weight_黄金ETF,weight_有色金属期货ETF,weight_能源化工期货ETF,weight_豆粕ETF,weight_煤炭ETF,weight_原油ETF,nav_gross,nav_net
2018-01-16,False,0.0035849029680384854,0.0035849029680384854,0.0035849029680384854,0.0,ok,,0.0,0.055776375518728404,0.0558242480852699,0.0,0.05581506607930078,0.055988051592288396,0.054323170768557076,0.05399785498360256,0.0,0.05359360699935102,0.05584315331038219,0.0,0.0,0.0,0.0,0.054719319949505275,0.05295542171326407,0.0562348088111348,0.05592746701139856,0.056447508053186435,0.0564140713852116,0.05663289095145376,0.0,0.05593334510022128,0.056791056070505413,0.0,0.0,0.0,0.0,0.056782583616638495,1.0223083006792633,1.0223024068184847
2018-01-17,False,-0.0003592781850124471,-0.0003592781850124471,-0.0003592781850124471,0.0,ok,,0.0,0.05557865895326103,0.05565839534348439,0.0,0.055620124381268045,0.056350515542401794,0.05441673800878495,0.053937330937456965,0.0,0.05330411982670139,0.05604100756531809,0.0,0.0,0.0,0.0,0.05570427061551505,0.05250341416406854,0.05696230544765485,0.05633896129100632,0.055984263352246925,0.05629014289795749,0.056397043053583215,0.0,0.0558752412019429,0.05654752584502222,0.0,0.0,0.0,0.0,0.05648994157232576,1.021941007608472,1.021935115865229
2018-01-18,False,0.0021465749280793088,0.0021465749280793088,0.0021465749280793088,0.0,ok,,0.0,0.05559152874860116,0.055550382129880255,0.0,0.05564233303336868,0.05620066155436678,0.0541239159515066,0.053890511848586925,0.0,0.05358482659619255,0.056233963999513505,0.0,0.0,0.0,0.0,0.05774858425672441,0.05285095939565533,0.05667320927948758,0.05646112531431115,0.05554640472602725,0.05607752612756765,0.05601457148605271,0.0,0.05613156714165429,0.056425463626254925,0.0,0.0,0.0,0.0,0.0552524647842482,1.0241346805533806,1.024128776163069
2018-01-19,True,-0.0014179403480214527,-0.0014126407289894631,-0.0014179403480214527,0.017665396773298835,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,1.0226879461916603,1.0226766226497777
2018-01-22,False,0.007364731814229635,0.007364731814229635,0.007364731814229635,0.0,ok,,0.0,0.05570685836289228,0.05580212755138173,0.0,0.05564856219383689,0.055788578668667245,0.05547420581116044,0.055429106764592534,0.0,0.055430109404457535,0.05590536731957059,0.0,0.0,0.0,0.0,0.05714213897446818,0.05625769246948356,0.05402093076681013,0.055534443845274256,0.05537078970992662,0.055519358143914344,0.055203900390920956,0.0,0.05582162478587552,0.05547282977286608,0.0,0.0,0.0,0.0,0.05447137506390108,1.0302197686450072,1.0302083617082753
2018-01-23,False,0.0057991202431097325,0.0057991202431097325,0.0057991202431097325,0.0,ok,,0.0,0.055344010259592846,0.05565362050723181,0.0,0.05525658230629112,0.05608335338195716,0.05577057718755576,0.05583803402852567,0.0,0.05637516948377279,0.05585002404281492,0.0,0.0,0.0,0.0,0.05651052662157952,0.05612150413253372,0.055270693212674596,0.05559031568015836,0.055162053658705114,0.05496152991853134,0.054997434218691875,0.0,0.055925314805146384,0.055127325620580994,0.0,0.0,0.0,0.0,0.05416193093365605,1.0361941369602083,1.0361826638732787
2018-01-24,False,0.005720967765044912,0.005720967765044912,0.005720967765044912,0.0,ok,,0.0,0.055045489855528436,0.05521696632092684,0.0,0.054939084731438215,0.05632203057694348,0.05552379557157953,0.05544863379092939,0.0,0.055949439198772856,0.05637246743791301,0.0,0.0,0.0,0.0,0.05639732426998035,0.05579792525466586,0.055231728635253406,0.05602422402969607,0.05490898771997144,0.05521110044470305,0.05526829697929309,0.0,0.05611171196657569,0.05496869303463613,0.0,0.0,0.0,0.0,0.055262100181193125,1.0421221702160863,1.0421106314919961
2018-01-25,False,-0.0029713284702533984,-0.0029713284702533984,-0.0029713284702533984,0.0,ok,,0.0,0.054796737631083614,0.05490286877843691,0.0,0.054632553058760296,0.056039934321081473,0.05562926128572754,0.05580393884433585,0.0,0.05719966047866953,0.05622378769984675,0.0,0.0,0.0,0.0,0.05808490770324371,0.05616043134090463,0.0543185243995922,0.055835992388842515,0.05440280785821811,0.055422726083608154,0.054953907446229945,0.0,0.05583852021723447,0.05489347051795031,0.0,0.0,0.0,0.0,0.05485996994623397,1.039025682942241,1.0390141785034903
2018-01-26,True,0.000324499433221268,0.0003280563505736034,0.000324499433221268,0.011856391174451343,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,1.0393665419159395,1.0393513380155235
2018-01-29,False,-0.007045402318545735,-0.007045402318545735,-0.007045402318545735,0.0,ok,,0.0,0.05555199009708793,0.055657136395785796,0.0,0.05555558630264721,0.05581737775569713,0.055586893588573535,0.05540351127327067,0.0,0.05592752823719666,0.05615157399922714,0.0,0.0,0.0,0.0,0.055588902879987585,0.05513874285786378,0.05564748559698237,0.056295412578620266,0.055213314381713105,0.05576572824078224,0.05553733617972785,0.0,0.05539872385981173,0.05519820733092922,0.0,0.0,0.0,0.0,0.05456454844409567,1.032043786471706,1.0320286896888853
2018-01-30,False,-0.00734185407562697,-0.00734185407562697,-0.00734185407562697,0.0,ok,,0.0,0.05597414236169628,0.05604232497197108,0.0,0.05596314196950087,0.05514940702465822,0.05525762334796421,0.055190135905684126,0.0,0.05570216833211952,0.05600012825981947,0.0,0.0,0.0,0.0,0.05504854139649993,0.054593323702907856,0.054555851327202746,0.05623013872031102,0.055409281986682185,0.05665976857126033,0.0563299563743757,0.0,0.05579179953360161,0.055328686360544006,0.0,0.0,0.0,0.0,0.05477357985320079,1.0244666715917732,1.024451685647329
2018-01-31,False,-0.009244983725630488,-0.009244983725630488,-0.009244983725630488,0.0,ok,,0.0,0.05638505988632693,0.0563709940698804,0.0,0.056388836698480535,0.0549890716025458,0.055657937631186316,0.05546255947737166,0.0,0.05565230537682171,0.05587769418074567,0.0,0.0,0.0,0.0,0.05472325534466011,0.055131901242682003,0.054221795431203375,0.056044119753300356,0.05522737577302555,0.05661540543176174,0.056278154525114685,0.0,0.055688807258269635,0.05527241143839191,0.0,0.0,0.0,0.0,0.054012314878231535,1.0149954938854564,1.0149806464858246
2018-02-01,False,-0.009455900737338074,-0.009455900737338074,-0.009455900737338074,0.0,ok,,0.0,0.05683824393166589,0.05700863598158106,0.0,0.05693540235193349,0.05567164086195676,0.05498473352977585,0.054609712789062605,0.0,0.05437358670627233,0.05634668744663583,0.0,0.0,0.0,0.0,0.054019379814584594,0.05414974972756373,0.055697782853512214,0.056432076533401966,0.05594179740740029,0.056520028707410186,0.05626295956217942,0.0,0.05545143728738232,0.05586988316316014,0.0,0.0,0.0,0.0,0.052886261344521304,1.00539779724643,1.0053830902423355
2018-02-02,True,-0.00031734883930117995,-0.00030944331920047054,-0.00031734883930117995,0.02635173366903134,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,1.0050866836149333,1.005064033085594
2018-02-05,False,-0.010568264943002371,-0.010568264943002371,-0.010568264943002371,0.0,ok,,0.0,0.055599054490799354,0.055687339845094955,0.0,0.055604801686474956,0.0559134481301161,0.05554631413620682,0.055210005748342776,0.0,0.05571142404311849,0.05610743724921269,0.0,0.0,0.0,0.0,0.05540817343945642,0.0556451125268361,0.0553219108618594,0.05537380437230488,0.055838332827988245,0.05549604720050226,0.055106872812915424,0.0,0.05495474894041599,0.055613479729918286,0.0,0.0,0.0,0.0,0.055861691958436814,0.9944646612518071,0.994442250099263
2018-02-06,False,-0.03262588983334077,-0.03262588983334077,-0.03262588983334077,0.0,ok,,0.0,0.05623176856915444,0.056283291108809336,0.0,0.05619425685860701,0.056457693227496386,0.05604163754339887,0.05565306349864534,0.0,0.05585098850730306,0.057578335640346305,0.0,0.0,0.0,0.0,0.05622177839980362,0.05587379987533491,0.054460830753286386,0.05512745677387504,0.05522687209430915,0.053995653328193755,0.05418201331485593,0.0,0.05443665964860491,0.055672381965382364,0.0,0.0,0.0,0.0,0.054511518892593126,0.962019366770655,0.9619976868019049
2018-02-07,False,-0.0019163480480843121,-0.0019163480480843121,-0.0019163480480843121,0.0,ok,,0.0,0.05812085618940869,0.05808135511884713,0.0,0.05807273561325962,0.056718961441187286,0.05530765877264715,0.05480133481505828,0.0,0.05451105492454383,0.05793447161573996,0.0,0.0,0.0,0.0,0.05542409851307771,0.05428062422967142,0.0538436533016164,0.05431923603781375,0.05757503936822008,0.052611168766100336,0.052776053293356856,0.0,0.05368992434605567,0.05799678573950111,0.0,0.0,0.0,0.0,0.053934987913894714,0.9601758028349248,0.9601541644125405
2018-02-08,False,0.000842532907275132,0.000842532907275132,0.000842532907275132,0.0,ok,,0.0,0.05826686554663104,0.05831163267057764,0.0,0.05816688414549533,0.05548363685215898,0.055478425154158816,0.05490655488433791,0.0,0.05526892888943235,0.056908264294018476,0.0,0.0,0.0,0.0,0.05489883317096435,0.05423335470270796,0.05287286797800127,0.05369464389547185,0.05726858079738104,0.053434818314254215,0.05374822443650838,0.0,0.05448968221273649,0.05731943931976575,0.0,0.0,0.0,0.0,0.05524836273539809,0.9609847825455826,0.9609631258921154
2018-02-09,True,-0.027350676569310343,-0.027343568701000603,-0.027350676569310343,0.02369289436580245,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.9347080291234313,0.9346801342408068
2018-02-12,False,0.01350308625150637,0.01350308625150637,0.01350308625150637,0.0,ok,,0.0,0.05729902027988216,0.0571510342609814,0.0,0.05713324815133229,0.054483571673748975,0.05494261431278312,0.055325125306657355,0.0,0.05542006215049798,0.05497590865493615,0.0,0.0,0.0,0.0,0.052913126500875346,0.05508581410588387,0.05547442172012929,0.05528783621912402,0.0570472650405613,0.05451139538837115,0.05532557428514986,0.0,0.05571025973117951,0.05737309699369736,0.0,0.0,0.0,0.0,0.054540625224208834,0.9473294722606606,0.94730120071103
2018-02-13,False,0.008151138350630279,0.008151138350630279,0.008151138350630279,0.0,ok,,0.0,0.056599633618237125,0.056304213928124,0.0,0.05639110195812868,0.05453025936530256,0.055678265849232834,0.056202593780964476,0.0,0.05653839244315698,0.05435274296594433,0.0,0.0,0.0,0.0,0.05197111484454982,0.05543122419600301,0.05734418224112632,0.054840048151951,0.05621806502445827,0.05580839522060822,0.055310053934096715,0.0,0.05537938210460421,0.056650761757793516,0.0,0.0,0.0,0.0,0.054449568615717835,0.9550512858526868,0.9550227838577438
2018-02-14,True,0.0031709127834254978,0.003174768434680459,0.0031709127834254978,0.012852170849870746,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.9580833525285131,0.9580510778115408
2018-02-22,False,0.010734223448764253,0.010734223448764253,0.010734223448764253,0.0,ok,,0.0,0.05538374666975917,0.05572289577045197,0.0,0.05545783106734559,0.055873067012404576,0.055563387978345674,0.05553084204443924,0.0,0.05509519185383635,0.05554461288251127,0.0,0.0,0.0,0.0,0.05525486795425679,0.055303351867225035,0.05584103320403098,0.05642804867426327,0.05517663353980634,0.055749758231581674,0.055700263525471624,0.0,0.05548153870078733,0.05582964695520799,0.0,0.0,0.0,0.0,0.05506328206827497,0.9683676333170952,0.9683350121560992
2018-02-23,True,0.004656686454372628,0.004660325914453311,0.004656686454372628,0.012131533602276173,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.9728805420933607,0.9728442446905012
2018-02-26,False,0.014172280209930069,0.014172280209930069,0.014172280209930069,0.0,ok,,0.0,0.05527730744704463,0.055297849554264276,0.0,0.05531705915332732,0.05559852990280452,0.05537841951476101,0.05537197535795632,0.0,0.055017860442597114,0.05554838997295673,0.0,0.0,0.0,0.0,0.05573131534024395,0.055674025401572194,0.0552049119919882,0.05581756618541336,0.05550316335211426,0.05589674323174728,0.05568356695762314,0.0,0.055550120765734456,0.0554614526594544,0.0,0.0,0.0,0.0,0.056669742768396786,0.9866684777466964,0.9866316659268727
2018-02-27,False,-0.00033194179370064073,-0.00033194179370064073,-0.00033194179370064073,0.0,ok,,0.0,0.05452708059703509,0.054937084239802765,0.0,0.05454783388645636,0.05552235059785826,0.056078677166264725,0.05591381359060131,0.0,0.05625058248523155,0.05510741143609456,0.0,0.0,0.0,0.0,0.056234738230448986,0.05637969988586957,0.05429600741717742,0.05514004928242333,0.05506495701463837,0.0566903613520847,0.056080988897087354,0.0,0.05532109142181968,0.05498889051684796,0.0,0.0,0.0,0.0,0.05691838198225802,0.9863409612424052,0.986304161641963
2018-02-28,False,-0.0058984663551679434,-0.0058984663551679434,-0.0058984663551679434,0.0,ok,,0.0,0.05460498336313653,0.0550410685774939,0.0,0.05456919473877723,0.0547454212685518,0.05584122679717094,0.05629795099546649,0.0,0.05657994977350887,0.05443730052075564,0.0,0.0,0.0,0.0,0.05576478211065899,0.05788258984935425,0.05376402095622712,0.05474825932613516,0.05508324144460634,0.05757557583487975,0.0565492376686627,0.0,0.05528969519948406,0.0547045801085357,0.0,0.0,0.0,0.0,0.05652092146659456,0.9805230622677928,0.9804864797285557
2018-03-01,False,0.002071437432012042,0.002071437432012042,0.002071437432012042,0.0,ok,,0.0,0.055004542623218015,0.055349289673651984,0.0,0.05490060307855103,0.054514260083170556,0.056190323627600645,0.05670554094294208,0.0,0.057332375084314983,0.05426312707354241,0.0,0.0,0.0,0.0,0.05566557326598708,0.05837533167626812,0.05352974881898198,0.05417928549035787,0.05493474437954877,0.0567287470762792,0.056467267670719454,0.0,0.05521726677176356,0.05462334798181798,0.0,0.0,0.0,0.0,0.056018624681284365,0.9825541544419255,0.9825174961242472
2018-03-02,True,-0.004511344705962522,-0.004504995010017622,-0.004511344705962522,0.021165653149668687,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.9781277528790925,0.9780850210195916
2018-03-05,False,0.0008829232922121499,0.0008829232922121499,0.0008829232922121499,0.0,ok,,0.0,0.055845210286671526,0.055750817309755375,0.0,0.05582412374773176,0.05543482733364459,0.055537198631734154,0.05559287243873183,0.0,0.05521151492717499,0.05577037092578765,0.0,0.0,0.0,0.0,0.055254421442936845,0.055525112295460324,0.05527912677324666,0.05541892733737188,0.05594527288328286,0.05541588671092357,0.0549012346292192,0.0,0.05545085922199561,0.056035257446964956,0.0,0.0,0.0,0.0,0.05580696565736622,0.9789913646548685,0.9789485950664135
2018-03-06,False,0.007586101379698524,0.007586101379698524,0.007586101379698524,0.0,ok,,0.0,0.05580549946868341,0.05565058711384142,0.0,0.05578427978313372,0.05526198912836198,0.0554186509170792,0.05582903730615831,0.0,0.05585689009643474,0.05575773585366001,0.0,0.0,0.0,0.0,0.055205679063029714,0.0564617476699941,0.05443930271868524,0.05455940271900486,0.05603410629159637,0.05548422208282916,0.05495721904677225,0.0,0.05458870401716578,0.05619318116899167,0.0,0.0,0.0,0.0,0.05671176555457815,0.9864180923969897,0.9863749983541008
2018-03-07,False,-0.005410339761671798,-0.005410339761671798,-0.005410339761671798,0.0,ok,,0.0,0.055387336617531265,0.05526165992027164,0.0,0.055369220251765286,0.05566594615956211,0.05574350082614124,0.055974818279962604,0.0,0.05553475207983544,0.055791526300765615,0.0,0.0,0.0,0.0,0.05588583701897505,0.05652574590244891,0.05412459410683573,0.054918179867249665,0.055475081480470305,0.055493053507217144,0.05513067846632091,0.0,0.05463170957018739,0.05574952413582111,0.0,0.0,0.0,0.0,0.057336835508638676,0.9810812353700619,0.9810383744805866
2018-03-08,False,0.0047752075069540725,0.0047752075069540725,0.0047752075069540725,0.0,ok,,0.0,0.05565752539056977,0.055531482058469306,0.0,0.05567427886148056,0.05551528967131406,0.0555174988389412,0.05585241105097783,0.0,0.0553751142735499,0.056022050283790925,0.0,0.0,0.0,0.0,0.0555777533668455,0.055990218421743114,0.05394061052921819,0.05433767182368598,0.05612158035924171,0.05622381478864737,0.05518746015499966,0.0,0.054624578347302985,0.05625970197830272,0.0,0.0,0.0,0.0,0.05659095980091931,0.9857661018501327,0.9857230362910163
2018-03-09,True,0.008248543508052047,0.008250385761924895,0.008248543508052047,0.006140846242827763,ok,,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.9938990524614253,0.993853815642752
2018-03-12,False,0.008272766976112952,0.008272766976112952,0.008272766976112952,0.0,ok,,0.0,0.05504682868095228,0.055105400816476635,0.0,0.05510859624515514,0.05550600622689159,0.05584336786284395,0.05614717204739846,0.0,0.057355972595002754,0.05513668488179204,0.0,0.0,0.0,0.0,0.0560082119022218,0.056276254053321144,0.05577203741831798,0.055661062773751394,0.054897376506460274,0.05517742744115138,0.05548000740143187,0.0,0.055353940208048395,0.0548167166233063,0.0,0.0,0.0,0.0,0.05530693631547651,1.002121347720218,1.0020757366678852
2018-03-13,False,-0.004965248314298858,-0.004965248314298858,-0.004965248314298858,0.0,ok,,0.0,0.05458631114375409,0.0546598863630067,0.0,0.05465968574269532,0.055211278099381915,0.055986088063251636,0.05637824833450996,0.0,0.05759846615537201,0.05479061518454272,0.0,0.0,0.0,0.0,0.056448487173659835,0.056637331970658567,0.055029185517612905,0.05610708285230766,0.05451425112462287,0.05597620320582756,0.05605010688596868,0.0,0.05545177585516116,0.054346815594362094,0.0,0.0,0.0,0.0,0.05556818073330428,0.9971455663877272,0.9971001818055951
2018-03-14,False,-0.006214770028801182,-0.006214770028801182,-0.006214770028801182,0.0,ok,,0.0,0.05484385052657206,0.05490935744420258,0.0,0.054946045915650214,0.05489463763099209,0.05600178215101394,0.0563814933902129,0.0,0.05756013332996907,0.05485031918332157,0.0,0.0,0.0,0.0,0.05576557284497607,0.05636867083038486,0.05463488148919052,0.05631727263635561,0.05458336645912792,0.056141185361060754,0.05598632394211944,0.0,0.05557718255942627,0.054597771177702835,0.0,0.0,0.0,0.0,0.0556401531277213,0.9909485360073887,0.9909034334799974
2018-03-15,False,0.0017257879550157645,0.0017257879550157645,0.0017257879550157645,0.0,ok,,0.0,0.0551624210837769,0.055212576993317546,0.0,0.05529842135007754,0.05504834027465709,0.055633046710014906,0.05603452554388698,0.0,0.057067845270374305,0.05504997374874645,0.0,0.0,0.0,0.0,0.05568966154400537,0.05547303659593727,0.05528905142671412,0.05600234769401555,0.05512889198774511,0.05591699412164345,0.056025381864169325,0.0,0.05506201908993775,0.055020657457227014,0.0,0.0,0.0,0.0,0.05588480724375337,0.9926587030548707,0.9926135226900809
