annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,total_return,model,annualized_turnover,turnover_adjusted_return,avg_turnover,turnover_adjusted_sharpe,avg_drawdown_scalar,avg_target_vol_scalar,avg_trend_scalar,avg_final_risk_scalar,avg_gross_exposure,objective_score
0.059796585089386234,0.036137377947302304,1.1510681585710196,1.3442975533436166,-0.04328139964054467,1.3815769726950016,0.3594972211106906,defensive_multiplier_0.85,2.7758489140321942,0.058963830415176575,0.011450061649723052,1.6316576842171886,0.9996108949416342,0.99414985124253,1.0,0.9939477592892894,1.025245504643649,1.3118882154693057
0.059307211542543925,0.03695923134182699,1.1122312356107535,1.2998893608312792,-0.043242855493939136,1.371491564678386,0.3561808494795988,equity_multiplier_1.15,2.781621804534727,0.05847272500118351,0.011473874167694386,1.5820871505790641,0.9996108949416342,0.9939023281281902,1.0,0.9937066772140384,1.0202732622646642,1.2716831528286425
0.05807229375486567,0.03610678822865759,1.1042880220295928,1.273766653528128,-0.04318743679081083,1.3446571056335983,0.3478412517123539,commodity_gold_multiplier_0.85,2.7771045905746417,0.057239162377693276,0.011455241172913402,1.585274270732924,0.9996108949416342,0.9940714214808214,1.0,0.9938722425423403,1.0245888977893602,1.2601150408189346
0.060296422873616695,0.03916422938600964,1.0748691735692493,1.3198365483121235,-0.04415835603280871,1.3654589593149198,0.3628912920061709,lookback_252_lambda_0.5,2.8701091205082023,0.05943539013746423,0.01183887430080432,1.5175937601544105,0.9986381322957198,0.993971419362866,1.0,0.9928795928557467,0.9902850990848577,1.2265958870097988
0.056794061651329386,0.03676596065870299,1.0497226499695353,1.194112073426021,-0.043172202777526425,1.3155238324066687,0.33925299298145917,lookback_252_lambda_0.7,2.8326530766740263,0.055944265728327176,0.01168437237208333,1.5216320946338289,0.9988326848249027,0.9938316398198318,1.0,0.9928509245029816,1.0148472256291865,1.2004378545630536
0.05657545244118878,0.03735072996915199,1.027435139095892,1.1795444262052381,-0.04419102263685659,1.2802476400263978,0.3377886427680088,lookback_252_lambda_1.0,2.8758519882345457,0.05571269684471841,0.011862562978232127,1.4916093176955738,0.998443579766537,0.993605109382244,1.0,0.9923187301974987,0.9932317657835462,1.1660980120029807
0.055184531162063566,0.035287841451891594,1.0480814252264505,1.2108517836963173,-0.04738011427495015,1.164719249975292,0.3285019594123244,lookback_180_lambda_0.5,2.718538515840352,0.05436896960731146,0.01121366276318799,1.5407281196678873,0.9994163424124514,0.9924546558468449,1.0,0.9921680549297157,0.9542537017879389,1.152640191883225
0.055730082549852344,0.0368538116376116,1.0183500941202663,1.2347550588349958,-0.044439183025429596,1.25407531722538,0.33213815911573197,lookback_252_lambda_0.3,2.831669062258674,0.054880581831174745,0.011680313424327547,1.4891426257566722,0.9994163424124514,0.9936641139612925,1.0,0.9933050241213509,0.9907104815934366,1.1522609001654025
0.05500964157489463,0.035936305141798325,1.0243023435395007,1.199903043586128,-0.04579122960042925,1.2013139209168335,0.32733799350403503,lookback_180_lambda_0.7,2.721645708449174,0.054193147862359875,0.011226479579963835,1.5080333843037916,0.9996108949416342,0.9924702321737409,1.0,0.9922753956712796,0.9326000835844621,1.1438370109954994
0.05179213477772793,0.03835636653103626,0.8757903267648324,1.0507083418215821,-0.047363498970359075,1.0935031385696476,0.30607120580107083,lookback_180_lambda_0.3,2.753131700471981,0.050966195267586334,0.011356355722696741,1.3287545165767138,0.9994163424124514,0.9921761657545228,1.0,0.991911159521486,0.9479095034336235,0.9692474707688322
0.037894280345537545,0.03909191958851204,0.503794148582182,0.5575417237540474,-0.05871006074247587,0.6454478136508142,0.21735923566589088,lookback_504_lambda_0.5,2.5003540346541655,0.037144174135141296,0.010313676547091756,0.9501752414853751,0.9916342412451362,0.9928804161145046,1.0,0.9852642233292668,0.8114024022884938,0.46575528820292317
0.03731235902156538,0.039227311505386074,0.48722072168879504,0.5310125474472599,-0.05878849005647391,0.6346881674579846,0.21375424037771773,lookback_504_lambda_1.0,2.5092973716644456,0.03655956981006604,0.010350566796991275,0.9319927470697619,0.9924124513618677,0.9932043564390131,1.0,0.9862757378240841,0.8369587763357256,0.44696318844146943
0.0357693088051767,0.039235490288609676,0.4477912388997772,0.4945731675614456,-0.0577989350664061,0.618857575214505,0.20423695580068002,lookback_504_lambda_0.7,2.417581488301365,0.03504403435868629,0.009972249189913508,0.893171822268774,0.9904669260700389,0.9932299799629452,1.0,0.9844188627177005,0.7982584128785385,0.4124721850067826
0.03472366326962395,0.03945933308117191,0.4187517116833443,0.4587898048631941,-0.05869003366834491,0.5916449710328335,0.1978220503906567,lookback_504_lambda_0.3,2.3575922664922966,0.03401638558967626,0.009724800460063516,0.8620618478194008,0.9904669260700389,0.992375480181912,1.0,0.9837908370285073,0.7720455533687288,0.3749040138786023
