annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,total_return,annualized_turnover,turnover_adjusted_return,turnover_adjusted_sharpe,model,avg_turnover,avg_drawdown_scalar,avg_target_vol_scalar
0.04670128407703311,0.04156368764832496,0.6857255861940279,0.8148946937132056,-0.059063396031835746,0.7906975760733546,0.412326446913432,2.838717363300472,0.04584966886804297,1.1031184060466959,Global RRP,0.011700261859865247,0.9982317736670294,0.9897431327966121
0.050892583470428354,0.04449756326609066,0.734705028114241,0.9467004355050049,-0.07118251464134695,0.7149590559823659,0.43911135049753236,2.989868169199751,0.04999562301966843,1.1235586704085336,Defensive Dynamic RRP,0.012710518715446673,0.9111952861952862,0.7610748763836327
0.05077753639837779,0.045884249677488366,0.7099938786698937,0.9318649775688255,-0.07370084575769054,0.6889681641554195,0.43795640227955146,8.408931989814905,0.048254856801433314,1.0516649425588844,Defensive Dynamic RRP No Turnover Cap,0.03574802679747177,0.8465207631874299,0.7610748763836327
