date,portfolio_return,turnover,target_vol_scalar,drawdown_scalar,trend_scalar,final_risk_scalar,turnover_cap_bound,gross_exposure,risky_exposure,defensive_cash_proxy_exposure,reentry_state,trend_positive_count,ema_deviation_min,ema_deviation_max,ema_strong_trend_count,ema_overextended_count,ema_stop_count,ema_insufficient_history,weight_可转债ETF,weight_5年国债ETF,weight_10年国债ETF,weight_信用债ETF,weight_日利ETF,weight_沪深300ETF,weight_中证500ETF,weight_中证1000ETF,weight_中证2000ETF,weight_创业板ETF,weight_红利ETF,weight_半导体ETF,weight_人工智能ETF,weight_新能源ETF,weight_科创50ETF,weight_证券ETF,weight_军工ETF,weight_消费ETF,weight_恒生ETF,weight_白银LOF,weight_纳指ETF,weight_标普500ETF,weight_日经225ETF,weight_欧洲ETF,weight_黄金ETF,weight_有色金属期货ETF,weight_能源化工期货ETF,weight_豆粕ETF,weight_煤炭ETF,weight_原油ETF,gross_return,net_return,nav_gross,nav_net
2018-01-16,0.0004607959318087,0.0,1.0,1.0,1.0,1.0,False,1.0000000006248408,1.0000000006248408,0.0,1.0,30,,,,,,,0.0,0.1130753996659283,0.0718277849751905,0.0,0.7260869717828031,0.011638116842389,4.235837445397589e-09,0.0003718773020817,0.0,2.1418433924183863e-09,3.659881140351353e-09,0.0,0.0,0.0,0.0,1.806115429382728e-09,0.0011540134633187,0.0070423735769269,0.0120167980532068,0.0036768475728453,0.0241750181837448,1.1002773636794653e-08,0.0,8.737538476863969e-09,0.0289347664064477,0.0,0.0,0.0,0.0,1.2159679629994023e-09,0.0004607959318087,0.0004607959318087,1.0050937047017794,1.00509370470178
2018-01-17,-0.0003990442417685,0.0,1.0,1.0,1.0,1.0,False,1.000000000624553,1.000000000624553,0.0,1.0,30,,,,,,,0.0,0.1130264143223753,0.0718380140009121,0.0,0.7258104241188584,0.0117500387031234,4.2563832278331295e-09,0.000372620427416,0.0,2.136926312457694e-09,3.6843173139514213e-09,0.0,0.0,0.0,0.0,1.8443670206216637e-09,0.0011477360807993,0.0071557546131015,0.0121430139149928,0.0036580603369058,0.0241972360607949,1.0991167468996425e-08,0.0,8.755717958522001e-09,0.0289006551629151,0.0,0.0,0.0,0.0,1.2134786890783618e-09,-0.0003990442417685,-0.0003990442417685,1.0046926278464803,1.004692627846481
2018-01-18,0.0001253969802734,0.0,1.0,1.0,1.0,1.0,False,1.0000000006248024,1.0000000006248024,0.0,1.0,30,,,,,,,0.0,0.1130570841713193,0.0717014541922869,0.0,0.7261291198417396,0.011719257799909,4.233647608419134e-09,0.0003723117933149,0.0,2.148265116784278e-09,3.6971499686987893e-09,0.0,0.0,0.0,0.0,1.9121302598658243e-09,0.001155379456734,0.0071197208171531,0.0121698286488811,0.0036295946609441,0.0241067982509445,1.091706222410431e-08,0.0,8.796234460949379e-09,0.0288394181001425,0.0,0.0,0.0,0.0,1.1869432673327207e-09,0.0001253969802734,0.0001253969802734,1.0048186132681152,1.0048186132681158
2018-01-19,0.0002188473024542,0.0,1.0,1.0,1.0,1.0,False,1.0000000006247238,1.0000000006247238,0.0,1.0,30,,,,,,,0.0,0.1129221575432953,0.0717423964469938,0.0,0.7261249148631482,0.0117941791291395,4.249190287704986e-09,0.0003722651123939,0.0,2.1440641067043764e-09,3.728495640840348e-09,0.0,0.0,0.0,0.0,1.9230602741474686e-09,0.001153797734857,0.0070882752271398,0.0122561605622657,0.0036120411581167,0.0242539030330201,1.0994176545437449e-08,0.0,8.787728268599293e-09,0.0286798767873357,0.0,0.0,0.0,0.0,1.2003026763697051e-09,0.0002188473024542,0.0002188473024542,1.0050385151110848,1.0050385151110854
2018-01-22,0.0010751826174647,0.0,1.0,1.0,1.0,1.0,False,1.0000000006245873,1.0000000006245873,0.0,1.0,30,,,,,,,0.0,0.1130450029798515,0.0719432698064767,0.0,0.7261541469951687,0.0118243302797178,4.236047380657986e-09,0.0003708119767494,0.0,2.135733391418144e-09,3.7458525713697515e-09,0.0,0.0,0.0,0.0,1.974753649339295e-09,0.0011664741856557,0.006881231526894,0.0122315192818139,0.0035941561670515,0.0241985648014691,1.0906766253043836e-08,0.0,8.815412277038833e-09,0.0285904596342141,0.0,0.0,0.0,0.0,1.1749588279141808e-09,0.0010751826174647,0.0010751826174647,1.0061191150524147,1.0061191150524156
2018-01-23,0.000567202693846,0.0,1.0,1.0,1.0,1.0,False,1.0000000006239165,1.0000000006239165,0.0,1.0,30,,,,,,,0.0,0.1130142936613174,0.0722026079169829,0.0,0.7255693701789253,0.0119614898318073,4.285434896667973e-09,0.0003758945584714,0.0,2.1857938991846052e-09,3.765655503240574e-09,0.0,0.0,0.0,0.0,1.9651958278506883e-09,0.0011709613666031,0.0070846608716024,0.0123207505433351,0.0036031031820605,0.0241059378605518,1.0934242917257315e-08,0.0,8.887275418254826e-09,0.028590897453036,0.0,0.0,0.0,0.0,1.175624142112491e-09,0.000567202693846,0.000567202693846,1.0066897885248023,1.0066897885248034
2018-01-24,0.0005359154759965,0.0,1.0,1.0,1.0,1.0,False,1.0000000006235623,1.0000000006235623,0.0,1.0,30,,,,,,,0.0,0.1129924639250526,0.0720106933662872,0.0,0.7251725046737176,0.0120752072742414,4.288781268611346e-09,0.0003752249928355,0.0,2.1806304638444312e-09,3.820755569159731e-09,0.0,0.0,0.0,0.0,1.9715144606269764e-09,0.0011702975706684,0.0071166855805589,0.0124818472228781,0.0036053273102975,0.0243420197836017,1.1045550355827117e-08,0.0,8.963522423624742e-09,0.028657695446892,0.0,0.0,0.0,0.0,1.2057762656382486e-09,0.0005359154759965,0.0005359154759965,1.0072292891620005,1.0072292891620016
2018-01-25,-0.0005397833211014,0.0,1.0,1.0,1.0,1.0,False,1.0000000006232284,1.0000000006232284,0.0,1.0,30,,,,,,,0.0,0.1130647594515101,0.0719721223920569,0.0,0.7248634926549596,0.0120769906392264,4.319195535557702e-09,0.0003795863475721,0.0,2.240911007738909e-09,3.8304264896607375e-09,0.0,0.0,0.0,0.0,2.041030960532993e-09,0.0011840049260983,0.0070352887718204,0.0125043774258232,0.0035906030719267,0.0245619539690182,1.1039634045093012e-08,0.0,8.9661068967561e-09,0.0287667873327056,0.0,0.0,0.0,0.0,1.2032052891342495e-09,-0.0005397833211014,-0.0005397833211014,1.006685603591186,1.006685603591187
2018-01-26,0.0005580306887406,0.0,1.0,1.0,1.0,1.0,False,1.0000000006235648,1.0000000006235648,0.0,1.0,30,,,,,,,0.0,0.1132216267497377,0.0716928983651447,0.0,0.7253633193865445,0.0120064604268117,4.315110748584179e-09,0.0003788783926275,0.0,2.234272534844936e-09,3.816081950948486e-09,0.0,0.0,0.0,0.0,2.0012534411305788e-09,0.0011989863189894,0.0069891854041808,0.0123138173320655,0.0036565424254612,0.0242921713441536,1.0993371232249824e-08,0.0,8.88227431399011e-09,0.0288860810258501,0.0,0.0,0.0,0.0,1.2096336145718835e-09,0.0005580306887406,0.0005580306887406,1.0072473650519032,1.0072473650519045
2018-01-29,-0.0002541961250162,0.0,1.0,1.0,1.0,1.0,False,1.000000000623217,1.000000000623217,0.0,1.0,30,,,,,,,0.0,0.1131883385070025,0.0718074771511975,0.0,0.7251969988315347,0.0120602718252913,4.316552465337402e-09,0.0003777546339667,0.0,2.24871514789818e-09,3.856135623595442e-09,0.0,0.0,0.0,0.0,2.0019944408339523e-09,0.0011897172552812,0.0069991415989651,0.012474937713588,0.0036331816122442,0.0243784666768981,1.0987240015136818e-08,0.0,8.855164122767278e-09,0.0286936813636626,0.0,0.0,0.0,0.0,1.1877829453000742e-09,-0.0002541961250162,-0.0002541961250162,1.006991326674774,1.0069913266747754
2018-01-30,-0.0007824655790549,0.0,1.0,1.0,1.0,1.0,False,1.0000000006233758,1.0000000006233758,0.0,1.0,30,,,,,,,0.0,0.1132737588584226,0.0718132788402256,0.0,0.7255546892487947,0.0118350014314358,4.261834906143914e-09,0.0003737436095139,0.0,2.2244401339314486e-09,3.81961146440401e-09,0.0,0.0,0.0,0.0,1.969066491302034e-09,0.0011699471313398,0.0068152277298384,0.012375830013805,0.0036213092420201,0.0246010478585834,1.1068347418002642e-08,0.0,8.857415643501514e-09,0.0285661332744461,0.0,0.0,0.0,0.0,1.184233785110189e-09,-0.0007824655790549,-0.0007824655790549,1.0062033906232442,1.0062033906232457
2018-01-31,-0.0002542826750261,0.2499999999999999,1.0,1.0,1.0,1.0,True,1.0000000000986278,1.0000000000986278,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1783773222669331,0.0606323017126331,0.0,0.6272610333762928,0.0016448009087349,5.983297305523702e-10,5.235075578466207e-05,0.0,3.097710539009546e-10,0.0248272167586019,0.0,0.0,0.0,0.0,4.896757782636062e-10,0.0023519476272318,0.0122065048329446,0.0077945626685282,0.0040832832661771,0.0311132595265944,0.0143167844617349,0.0,1.456524259355175e-09,0.0353386289193673,0.0,0.0,0.0,0.0,1.6276767673974563e-10,-0.00017928267502610002,-0.0002542826750261,1.006022995787753,1.0059475305334575
2018-02-01,-0.0001642095184787,0.0,1.0,1.0,1.0,1.0,False,1.0000000000986455,1.0000000000986455,0.0,1.0,30,,,,,,,0.0,0.1781805905606718,0.0607621538566295,0.0,0.6275982391511634,0.0016501184494879,5.85733072364326e-10,5.107837700340871e-05,0.0,2.9990921074267356e-10,0.024808590887617,0.0,0.0,0.0,0.0,4.789944042352735e-10,0.002289102708531,0.0124250884573995,0.0077773542385355,0.0040986012288914,0.0307792059775383,0.0141831390534465,0.0,1.4371654298764151e-09,0.0353967341919985,0.0,0.0,0.0,0.0,1.5792918309599727e-10,-0.0001642095184787,-0.0001642095184787,1.005857797236036,1.0057823443738538
2018-02-02,0.0006231880007313,0.0,1.0,1.0,1.0,1.0,False,1.0000000000986615,1.0000000000986615,0.0,1.0,30,,,,,,,0.0,0.1782471689552049,0.0607182116097218,0.0,0.6279073487070599,0.0016387969319221,5.682570963851356e-10,4.909970226784085e-05,0.0,2.9444790094625906e-10,0.0247895838142732,0.0,0.0,0.0,0.0,4.743900513563638e-10,0.002208944237398,0.0122660646584726,0.0077972407302998,0.0040700980387348,0.030763030521362,0.0142195271901496,0.0,1.4337221095932972e-09,0.0353248820749157,0.0,0.0,0.0,0.0,1.560618231491446e-10,0.0006231880007313,0.0006231880007313,1.0064846357457156,1.006409135862215
2018-02-05,-0.001942651586068,0.0,1.0,1.0,1.0,1.0,False,1.0000000000986002,1.0000000000986002,0.0,1.0,30,,,,,,,0.0,0.1782204676325843,0.0608055156425398,0.0,0.6278781847223246,0.001647816889137,5.67633013152955e-10,4.87488284427761e-05,0.0,2.9499880334269346e-10,0.0250125056623543,0.0,0.0,0.0,0.0,4.726905698939042e-10,0.0022104429453539,0.0122030939314516,0.0077644882447627,0.0040870019548421,0.0307014367046835,0.0140915398944127,0.0,1.416895244574639e-09,0.0353287541367174,0.0,0.0,0.0,0.0,1.5677553580835723e-10,-0.001942651586068,-0.001942651586068,1.004529386771731,1.0044540335581988
2018-02-06,-0.0042332445350653,0.0,1.0,1.0,1.0,1.0,False,1.0000000000987923,1.0000000000987923,0.0,1.0,30,,,,,,,0.0,0.1786908254065285,0.0609251107107179,0.0,0.6290502934952842,0.0016494765396997,5.677453109509487e-10,4.871534757544231e-05,0.0,2.9318192901286544e-10,0.0254463920360238,0.0,0.0,0.0,0.0,4.754863160008026e-10,0.0022003452587587,0.0119093314607197,0.0076631402022674,0.0040073122893811,0.0296132305594768,0.0137353005180097,0.0,1.391407442108766e-09,0.0350605233948639,0.0,0.0,0.0,0.0,1.5166411337985536e-10,-0.0042332445350653,-0.0042332445350653,1.0002769682348671,1.0002019340099142
2018-02-07,-0.0007275553288519,0.0,1.0,1.0,1.0,1.0,False,1.0000000000992122,1.0000000000992122,0.0,1.0,30,,,,,,,0.0,0.179427643200831,0.0610787893698278,0.0,0.6315424666690947,0.0016098600412326,5.443332344826183e-10,4.660201593354881e-05,0.0,2.7798909390817953e-10,0.0248737345043254,0.0,0.0,0.0,0.0,4.553747219938953e-10,0.0020766547252101,0.0114386422486818,0.0073354929580635,0.0040585773052233,0.0280312054631984,0.0129974086619122,0.0,1.3331913374053826e-09,0.0354829201790076,0.0,0.0,0.0,0.0,1.45781350913502e-10,-0.0007275553288519,-0.0007275553288519,0.9995492113962999,0.9994742317628972
2018-02-08,2.861383503768185e-05,0.0,1.0,1.0,1.0,1.0,False,1.0000000000992844,1.0000000000992844,0.0,1.0,30,,,,,,,0.0,0.1796644017717273,0.0612479999972262,0.0,0.6318137965697306,0.0015729242269088,5.453643326145677e-10,4.663594616469699e-05,0.0,2.815187008443644e-10,0.0244040729362136,0.0,0.0,0.0,0.0,4.5052243793861145e-10,0.0020723779412725,0.0112190441482884,0.0072425190821563,0.0040321718202682,0.0284361759221827,0.0132210825508355,0.0,1.3514407080727764e-09,0.0350267944083094,0.0,0.0,0.0,0.0,1.4915363001945595e-10,2.861383503768185e-05,2.861383503768185e-05,0.9995778123325468,0.9995028305536892
2018-02-09,-0.0023931314258632,0.0,1.0,1.0,1.0,1.0,False,1.0000000000992817,1.0000000000992817,0.0,1.0,30,,,,,,,0.0,0.17964620048361,0.0613341867430412,0.0,0.6319213726947653,0.0015600473260466,5.501547611171562e-10,4.7279627146781785e-05,0.0,2.8613163467731283e-10,0.0239543277932948,0.0,0.0,0.0,0.0,4.4815332565192707e-10,0.0021157331410266,0.0112693720005189,0.0073078531355667,0.0039880169961786,0.0285635457287054,0.0133834997067634,0.0,1.3526361963912507e-09,0.0349085619407463,0.0,0.0,0.0,0.0,1.447946363780993e-10,-0.0023931314258632,-0.0023931314258632,0.9971856912572583,0.997110888919652
2018-02-12,0.0022168988360068,0.0,1.0,1.0,1.0,1.0,False,1.00000000009952,1.00000000009952,0.0,1.0,30,,,,,,,0.0,0.1806499184405991,0.0615175799833154,0.0,0.6336136092478113,0.0014916807343989,5.304772132241567e-10,4.590595075266419e-05,0.0,2.782950115800721e-10,0.023111543015622,0.0,0.0,0.0,0.0,4.16162155653399e-10,0.0020453762007446,0.01097147546052,0.0070907462098434,0.0039926787287298,0.02732574139775,0.0129947569681432,0.0,1.3224788199509311e-09,0.0351489850752817,0.0,0.0,0.0,0.0,1.3859422170634546e-10,0.0022168988360068,0.0022168988360068,0.9993963510554891,0.9993213828886678
2018-02-13,0.0017395897572241,0.0,1.0,1.0,1.0,1.0,False,1.0000000000993,1.0000000000993,0.0,1.0,30,,,,,,,0.0,0.1804544298227421,0.0612885578307033,0.0,0.6324257100356523,0.0015097715183967,5.436338208827136e-10,4.715918525175275e-05,0.0,2.87107953444459e-10,0.0231068819553787,0.0,0.0,0.0,0.0,4.1335628757651267e-10,0.0020813793929223,0.0114689846215354,0.0071125204765597,0.0039789527822151,0.0282909507979475,0.0131374073770915,0.0,1.3294285529292916e-09,0.0350972915894556,0.0,0.0,0.0,0.0,1.3992097069573e-10,0.0017395897572241,0.0017395897572241,1.0011348907111923,1.001059792130516
2018-02-14,0.0021354943747261,0.0,1.0,1.0,1.0,1.0,False,1.0000000000991274,1.0000000000991274,0.0,1.0,30,,,,,,,0.0,0.1801377982242936,0.0612014301184957,0.0,0.6316787438711738,0.0015253970006333,5.460397001397492e-10,4.720609251537125e-05,0.0,2.8734757901430875e-10,0.0233682309529633,0.0,0.0,0.0,0.0,4.1734357956432444e-10,0.0020951037237626,0.0115350370899446,0.0071609342025905,0.0039964713658806,0.0287324272768266,0.0133028001841292,0.0,1.340674522467642e-09,0.035218417261845,0.0,0.0,0.0,0.0,1.4266720594637743e-10,0.0021354943747261,0.0021354943747261,1.003272808638648,1.0031975496853751
2018-02-22,0.0004579638639837,0.0,1.0,1.0,1.0,1.0,False,1.0000000000989162,1.0000000000989162,0.0,1.0,30,,,,,,,0.0,0.1797669471543,0.061449437104927,0.0,0.6312215312638718,0.0015357059274422,5.46683038241245e-10,4.723402695175988e-05,0.0,2.852619870546769e-10,0.0233878576273573,0.0,0.0,0.0,0.0,4.1551522640840104e-10,0.0020877555353215,0.0116063349941961,0.0072809387309213,0.0039733293579384,0.0288627671287824,0.0133512822947083,0.0,1.340276844031761e-09,0.0354288762229107,0.0,0.0,0.0,0.0,1.415496862108934e-10,0.0004579638639837,0.0004579638639837,1.003732271330722,1.003656977911568
2018-02-23,0.0008644045318652,0.0,1.0,1.0,1.0,1.0,False,1.0000000000988711,1.0000000000988711,0.0,1.0,30,,,,,,,0.0,0.1794391605769833,0.0612405679466323,0.0,0.6303819967256284,0.0015667562921314,5.578111642297378e-10,4.791898559267988e-05,0.0,2.9083771680726484e-10,0.023824339995433,0.0,0.0,0.0,0.0,4.1907937304264636e-10,0.0021185053790759,0.0120045359590168,0.0074407808694933,0.0039373994160662,0.0294665440847835,0.0134560960205863,0.0,1.3470376201793847e-09,0.0350753950906547,0.0,0.0,0.0,0.0,1.4202697894931768e-10,0.0008644045318652,0.0008644045318652,1.0045999020548395,1.004524543551713
2018-02-26,0.0021470492664243,0.0,1.0,1.0,1.0,1.0,False,1.0000000000987856,1.0000000000987856,0.0,1.0,30,,,,,,,0.0,0.1792175858228314,0.0611876770413035,0.0,0.6300563578982642,0.0015739149818223,5.581414451252365e-10,4.794177906672656e-05,0.0,2.8911520827653217e-10,0.0239116126825728,0.0,0.0,0.0,0.0,4.219996513071972e-10,0.0021310748695192,0.0119740098799246,0.0075042263332718,0.0039486052810046,0.0297599516940767,0.0135382533891518,0.0,1.352014177614715e-09,0.0351487856792803,0.0,0.0,0.0,0.0,1.4542484314429526e-10,0.0021470492664243,0.0021470492664243,1.0067568275375964,1.006681307236051
2018-02-27,0.0002715519509423,0.0,1.0,1.0,1.0,1.0,False,1.0000000000985745,1.0000000000985745,0.0,1.0,30,,,,,,,0.0,0.1789065629373304,0.0615179157289927,0.0,0.6287501594528093,0.0015906187189758,5.719812073278916e-10,4.899181481862874e-05,0.0,2.9914004043198565e-10,0.0240064358679323,0.0,0.0,0.0,0.0,4.3092110100390127e-10,0.0021839823698692,0.0119181835539812,0.0075020933200261,0.0039644374906858,0.0305446551487628,0.0137984892014165,0.0,1.362596477748424e-09,0.0352674716805185,0.0,0.0,0.0,0.0,1.478155734634209e-10,0.0002715519509423,0.0002715519509423,1.0070302143182386,1.0069546735090082
2018-02-28,-0.0004672503292811,0.25,1.0,1.0,1.0,1.0,True,1.0000000003310374,1.0000000003310374,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,False,0.0,0.2463802204965721,0.0865875586886464,0.0,0.5798052924239248,0.0002516015849134,2.7359176846878146e-08,0.0003785163073323,0.0,1.1516022015568303e-09,0.0123510761522604,0.0,0.0,0.0,0.0,1.991578941558054e-09,0.0004848902014472,0.0045356124046798,0.0019529718120073,0.0234788310209973,0.0053169409095977,0.0022320547227531,0.0,0.012838748300451,0.0234056543780986,0.0,0.0,0.0,0.0,4.249975493437395e-10,-0.0003922503292811,-0.0004672503292811,1.006635206385076,1.00648417360624
2018-03-01,0.0003808425530708,0.0,1.0,1.0,1.0,1.0,False,1.0000000003311675,1.0000000003311675,0.0,1.0,30,,,,,,,0.0,0.2468159647019788,0.086592807264033,0.0,0.5801133697981992,0.0002491591391449,2.737856859051944e-08,0.0003791566112578,0.0,1.1604889024410694e-09,0.012243741885881,0.0,0.0,0.0,0.0,1.9770849547783042e-09,0.0004863242705113,0.0044909738637545,0.0019220295570034,0.0232865536387086,0.00520988173278,0.0022165421091142,0.0,0.0127513017701826,0.0232421630535747,0.0,0.0,0.0,0.0,4.1890038913583356e-10,0.0003808425530708,0.0003808425530708,1.0070185759070867,1.0068674856085416
2018-03-02,0.0001908950708368,0.0,1.0,1.0,1.0,1.0,False,1.0000000003310412,1.0000000003310412,0.0,1.0,30,,,,,,,0.0,0.2472883798178964,0.0864945738346206,0.0,0.579967298648183,0.00025086101727,2.7744533348730533e-08,0.000384419705572,0.0,1.1853418956654563e-09,0.0122150511143815,0.0,0.0,0.0,0.0,1.982876429979393e-09,0.0004923557409352,0.0044969976047904,0.0019286124307313,0.0232201416848479,0.0051897143408828,0.0021870293528249,0.0,0.0126771104048411,0.0232074233088152,0.0,0.0,0.0,0.0,4.1169667508894105e-10,0.0001908950708368,0.0001908950708368,1.0072108107894684,1.0070596916485302
