annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,total_return,model,turnover
0.052901505715845065,0.05657479138490884,0.6133739933701565,-0.07712146184050328,0.6859505052595076,0.3130937925844921,Dynamic_RRP,0.02179294223098135
