num_splits,pbo,median_logit_rank,mean_relative_rank,validation_status,notes,validation_method,validation_kind,requested_eval_start,eval_start,eval_end,candidate_count,num_blocks,num_combinations,selection_rule,limitations
12,0.0,2.0476928433652555,0.13194444444444445,validation_only_no_reselection_from_test,Enhanced CSCV/PBO uses larger candidate and block counts than the baseline run.,cscv_pbo_enhanced,formal,2018-01-02,2018-01-02,2026-08-31,36,10,12,candidate with highest IS score under the current block split,Enhanced CSCV/PBO uses larger candidate and block counts than the baseline run.
