schedule_year,calibration_start,calibration_end,validation_start,validation_end,variance_penalty,shortfall_penalty,model,gross_annual_return,net_annual_return,transaction_cost_drag,annualized_volatility,sharpe_ratio,turnover_adjusted_sharpe,sortino_ratio,max_drawdown,calmar_ratio,total_return,avg_monthly_turnover,annualized_turnover,cvar_95_daily_loss,sharpe_standard_error,quarterly_sharpe_median,quarterly_sharpe_min,solver_count,future_information_count,variance_rank,shortfall_rank,within_one_standard_error,selected
2018,2015-12-10,2016-12-20,2016-12-21,2017-12-29,0.149693633033835,8.826466875257138,Global RRP,0.0610944856604729,0.0602811519069093,0.0008133337535636,0.0359768053056182,1.6515837913401945,1.6755559976720764,2.4916756667812363,-0.02305995021466,2.6141058998725195,0.0602811519069093,0.1966356669523785,2.5031509533689853,0.0047225959568659,1.0046978585087494,2.027076143247643,0.1267961884239428,53,0,1,0,True,False
2018,2015-12-10,2016-12-20,2016-12-21,2017-12-29,0.149693633033835,11.76884328568571,Global RRP,0.061111324308837,0.0602933553697833,0.0008179689390537,0.0359849604486987,1.6515388175186867,1.6755153991551353,2.491554838318473,-0.0230599502044706,2.614635106978432,0.0602933553697833,0.1977549913646923,2.5173998331029503,0.0047227703579871,1.004697711238396,2.028409153832309,0.1267961909472207,53,0,1,1,True,False
2018,2015-12-10,2016-12-20,2016-12-21,2017-12-29,0.149693633033835,44.37243047683026,Global RRP,0.061153395427649,0.0603240740587565,0.0008293213688925,0.0360052250802129,1.651437517658514,1.675425550718424,2.4912781744292083,-0.023059951015584,2.615967137917564,0.0603240740587565,0.2004961179472009,2.552294080543692,0.0047231995986883,1.004697379538562,2.031695898190263,0.1267960411276426,53,0,1,2,True,False
2018,2015-12-10,2016-12-20,2016-12-21,2017-12-29,0.1663547307610671,8.826466875257138,Global RRP,0.0617368170379895,0.0609035779064424,0.000833239131547,0.0355605217431025,1.687073663288258,1.7126739125602235,2.549008822342148,-0.0225579326524264,2.6998740906291028,0.0609035779064424,0.2013297916056686,2.562906656813984,0.004669278772811,1.004815316270346,2.048385283684975,0.1848262580249419,53,0,2,0,True,False
2018,2015-12-10,2016-12-20,2016-12-21,2017-12-29,0.1663547307610671,11.76884328568571,Global RRP,0.0617569459187101,0.060918582880858,0.0008383630378521,0.0355697498269011,1.687044473588922,1.7126514292992252,2.548918871977894,-0.0225579326411012,2.7005392670542165,0.060918582880858,0.2025660131763126,2.578643624837605,0.0046694819999608,1.0048152186433408,2.04988226262331,0.1848262608815512,53,0,2,1,True,False
2018,2015-12-10,2016-12-20,2016-12-21,2017-12-29,0.1663547307610671,44.37243047683026,Global RRP,0.0618073528825602,0.0609562855590182,0.000851067323542,0.035592816346736,1.686976781421922,1.7126007946434432,2.548711533545281,-0.0225579335323183,2.702210531460568,0.0609562855590182,0.2056308167324079,2.617658245441437,0.0046699842982128,1.0048149922485847,2.0535817067389925,0.1848260928246827,53,0,2,2,True,False
2019,2016-12-08,2017-12-18,2017-12-19,2018-12-28,0.0821354670629246,24.72360050161022,Global RRP,0.000663571607238,0.000260515129042,0.000403056478196,0.0383636879653582,0.0259639760880992,0.0067906695851883,0.0333618851632583,-0.0455102555246269,0.005724316992706,0.000260515129042,0.1032302812145925,1.3105967453935532,0.0063075364592264,1.0019907218280968,0.2883816458186711,-0.8216582543155484,53,0,0,0,True,True
2019,2016-12-08,2017-12-18,2017-12-19,2018-12-28,0.0821354670629246,66.09843909069586,Global RRP,0.0006983683077006,0.0002934724553762,0.0004048958523243,0.0383663047322853,0.0268270149051637,0.0076492239068647,0.0344719720249939,-0.045513539848591,0.0064480252767097,0.0002934724553762,0.1036982741979007,1.3165383167384554,0.0063080935819604,1.0019907671170958,0.2883816331483033,-0.8203919640904447,53,0,0,1,True,False
2019,2016-12-08,2017-12-18,2017-12-19,2018-12-28,0.0821354670629246,244.70137762311143,Global RRP,0.0007142167049076,0.0003084784475373,0.0004057382573703,0.0383674909297167,0.0272199202995112,0.0080400995755084,0.0349773712652688,-0.045515020292567,0.0067775087334788,0.0003084784475373,0.1039126070686867,1.3192594559194968,0.0063083427093621,1.0019907882258023,0.2883812819589676,-0.8198150220761683,53,0,0,2,True,False
2019,2016-12-08,2017-12-18,2017-12-19,2018-12-28,0.1014999059442195,24.72360050161022,Global RRP,0.0028816719114856,0.0024629770839224,0.0004186948275632,0.0370454262504601,0.0851560708395895,0.0664853217579541,0.1096743120135344,-0.0441660014652689,0.0557663587875218,0.0024629770839224,0.1070075798923186,1.3585527840205935,0.0060741502117296,1.001997260014465,0.4037233401475018,-0.8254404014859023,53,0,1,0,True,False
