date,portfolio_return,gross_return,net_return,transaction_cost,turnover,is_rebalance_day,nav_gross,nav_net,weight_可转债ETF,weight_5年国债ETF,weight_10年国债ETF,weight_信用债ETF,weight_日利ETF,weight_沪深300ETF,weight_中证500ETF,weight_中证1000ETF,weight_中证2000ETF,weight_创业板ETF,weight_红利ETF,weight_半导体ETF,weight_人工智能ETF,weight_新能源ETF,weight_科创50ETF,weight_证券ETF,weight_军工ETF,weight_消费ETF,weight_恒生ETF,weight_白银LOF,weight_纳指ETF,weight_标普500ETF,weight_日经225ETF,weight_欧洲ETF,weight_黄金ETF,weight_有色金属期货ETF,weight_能源化工期货ETF,weight_豆粕ETF,weight_煤炭ETF,weight_原油ETF
2018-01-02,0.0035272756340477512,0.0035272756340477512,0.0035272756340477512,0.0,0.0,False,1.0035272756340476,1.0035272756340476,0.0,0.11815814318243942,0.07599444145305588,0.0,0.3497705955422451,0.02517870905782145,0.025058408661972124,0.010264333459353585,0.0,0.0241961210884334,0.027366075867740345,0.0,0.0,0.0,0.0,0.017422299760338038,0.016488181244499762,0.030985747391003758,0.04266538133387621,0.03563659546561216,0.03945812043435183,0.03895792607817143,0.0,0.03480622289418649,0.0525960716015118,0.0,0.0,0.0,0.0,0.03499662548338725
2018-01-03,0.0029185745397131697,0.0029185745397131697,0.0029185745397131697,0.0,0.0,False,1.0064561447906208,1.0064561447906208,0.0,0.11788706904404746,0.07579216268595979,0.0,0.3486873802444772,0.02545954473032612,0.025303824995275472,0.010340243782468188,0.0,0.024419062862443223,0.02766548543870026,0.0,0.0,0.0,0.0,0.01759788707483356,0.016566820642700653,0.03110192470787447,0.04324379101023177,0.03567884349871086,0.039631488935077036,0.03865468592619866,0.0,0.0346240834790517,0.052701516004753264,0.0,0.0,0.0,0.0,0.034644184936870444
2018-01-04,0.002120209748614119,0.002120209748614119,0.002120209748614119,0.0,0.0,False,1.0085900429203585,1.0085900429203585,0.0,0.11759123176488862,0.07554081860471212,0.0,0.34772819931452587,0.025520484404569495,0.025392671677954445,0.010397001292392497,0.0,0.02469896358786926,0.027716458880990637,0.0,0.0,0.0,0.0,0.01781913970344434,0.01667426223818652,0.03132826273782714,0.043225541197842735,0.035616769877835006,0.039544444523194784,0.038731710606530606,0.0,0.03473201480058372,0.05274112919587308,0.0,0.0,0.0,0.0,0.03500089559077933
2018-01-05,0.0005403555336703675,0.0005403555336703675,0.0005403555336703675,0.0,0.0,False,1.0091350401312553,1.0091350401312553,0.0,0.11736386106713824,0.07538176302412238,0.0,0.3473769106657314,0.02554611116491921,0.02543698538945322,0.010375004107541774,0.0,0.02470507733912473,0.02766656544274533,0.0,0.0,0.0,0.0,0.017763313492354254,0.016619568717870462,0.03185481227537194,0.04337566024946378,0.03545808188169186,0.03974304534106021,0.03872068199799653,0.0,0.03492627975592997,0.05235994469208231,0.0,0.0,0.0,0.0,0.03532633339540261
2018-01-08,0.0022887788744207155,0.0022887788744207155,0.0022887788744207155,0.0,0.0,False,1.0114447270925455,1.0114447270925455,0.0,0.11731011085006683,0.07527734746889686,0.0,0.34731044934715793,0.025630256865707732,0.025468471481014724,0.010381774931167754,0.0,0.02473548883626888,0.02793137459147346,0.0,0.0,0.0,0.0,0.017808068294390116,0.016513568599615995,0.03187710940250611,0.04324492711812534,0.03548057612723254,0.03949589076031098,0.03872339659636196,0.0,0.03505608606782729,0.0525048869210971,0.0,0.0,0.0,0.0,0.03525021574077871
2018-01-09,0.0016251613761329136,0.0016251613761329136,0.0016251613761329136,0.0,0.0,False,1.0130884879971096,1.0130884879971096,0.0,0.11710950929304483,0.07503499662515137,0.0,0.3465760549325761,0.025675554815814662,0.02552687396199086,0.010370413335014676,0.0,0.024751760550948493,0.02805948135724769,0.0,0.0,0.0,0.0,0.018146970751914467,0.01645649841522436,0.03219842188615948,0.04328000315055369,0.03544110314775571,0.039884197610628905,0.038941409355914385,0.0,0.035124362896076275,0.052423394681681355,0.0,0.0,0.0,0.0,0.03499899323230292
2018-01-10,0.00036093919448761797,0.00036093919448761797,0.00036093919448761797,0.0,0.0,False,1.013454151339912,1.013454151339912,0.0,0.11694188726118875,0.07501875566348178,0.0,0.3456999806454633,0.025841210644047957,0.02546293238099066,0.010341261386268483,0.0,0.02468254483330146,0.02800524606205266,0.0,0.0,0.0,0.0,0.01797316408333006,0.016429797343164555,0.03288064918303075,0.04358389093637844,0.035383599089167425,0.0400161933379313,0.03887822596470398,0.0,0.035067372756310264,0.05245336574966448,0.0,0.0,0.0,0.0,0.035339922679523954
2018-01-11,-0.0007855528330664397,-0.0007855528330664397,-0.0007855528330664397,0.0,0.0,False,1.012658029560144,1.012658029560144,0.0,0.11689116674617074,0.07489997770880837,0.0,0.3455993746042494,0.025941602326972228,0.025326157431857104,0.01028824515970414,0.0,0.024528414669874214,0.028082191087620965,0.0,0.0,0.0,0.0,0.017912562700981984,0.016230647332941196,0.033170334041335396,0.04388871605154348,0.035122034017469904,0.0402545752182763,0.038981826071240136,0.0,0.03508432716100225,0.05230028766330019,0.0,0.0,0.0,0.0,0.03549756000665224
2018-01-12,0.0022597749971672064,0.0022597749971672064,0.0022597749971672064,0.0,0.0,False,1.0149464088560245,1.0149464088560245,0.0,0.11687852729058668,0.07475846981185857,0.0,0.3458710746067825,0.025925396287682607,0.02540615657830903,0.010357988165093441,0.0,0.02472210456513962,0.02803457407118843,0.0,0.0,0.0,0.0,0.0178544329632079,0.0163594317261163,0.032999594907071085,0.04376281877095302,0.03527414289633299,0.04028622217423882,0.03901247242948205,0.0,0.03487486699445187,0.052437303108021735,0.0,0.0,0.0,0.0,0.03518442265348363
2018-01-15,-0.0016496666341387584,-0.0016496666341387584,-0.0016496666341387584,0.0,0.0,False,1.0132720856298958,1.0132720856298958,0.0,0.11671717518427485,0.07459983408864171,0.0,0.3452048138369893,0.026006928625237874,0.02522147372205882,0.010285421673193925,0.0,0.024434346597743364,0.028040902345325063,0.0,0.0,0.0,0.0,0.017760139994479916,0.01612960854254594,0.03334412025924856,0.04382418725886145,0.0352774218437714,0.0403075889109727,0.039347348973963685,0.0,0.03485536232477075,0.053084532058138706,0.0,0.0,0.0,0.0,0.03555879375978237
