date,model_type,active_n_assets,solver_name,solver_success,solver_status,solver_message,objective_value,problem_is_dcp,fallback_used,fallback_method,exception_type,exception_message,covariance_psd_adjustment,reference_max_risk_budget_error,final_max_risk_budget_error,predicted_annual_return,target_annual_return,variance_reference,variance_scale,return_shortfall,predicted_annual_volatility,gross_exposure,max_constraint_violation,reference_solver_name,reference_solver_status,reference_problem_is_dcp,reference_covariance_scale,information_cutoff
2012-03-16,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,2.803462649766365,True,False,,,,0.0,1.98592710554113e-06,0.18795683079828995,-0.17067222684155925,0.05,equal_weight,0.06815098258496394,0.22067222684155924,0.20891305247908235,0.999999999999992,7.494005416219807e-15,CLARABEL,optimal,True,0.1585309560327784,2012-03-15
2012-03-23,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,2.6990258052271563,True,False,,,,0.0,2.0835849473987977e-05,0.22774030053399963,-0.1627800104956359,0.05,equal_weight,0.06596583215846226,0.21278001049563589,0.2638567077954992,0.9999999999999989,6.106226635438361e-16,CLARABEL,optimal,True,0.1543903440259814,2012-03-22
2012-03-30,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.145112972238114,True,False,,,,0.0,1.613994157390053e-05,0.45563244888835175,-0.25398723522231115,0.05,equal_weight,0.06673915493312899,0.30398723522231114,0.18288134079091573,1.0000000000000024,1.9984014443252818e-15,CLARABEL,optimal,True,0.1557886750056537,2012-03-29
2012-04-06,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.4398583392538313,True,False,,,,0.0,1.1990422466301442e-05,0.4295984395720537,-0.23413136945892013,0.05,equal_weight,0.066865575376456,0.28413136945892015,0.18615719863655744,1.0000000000000187,1.8096635301390052e-14,CLARABEL,optimal,True,0.15528124080432482,2012-04-05
2012-04-13,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,2.3859920176352376,True,False,,,,0.0,1.4263347223875122e-05,0.21192918812959377,-0.2304608293726021,0.05,equal_weight,0.06494054597749961,0.2804608293726021,0.20158824036632136,0.999999999999994,6.966649479522857e-15,CLARABEL,optimal,True,0.1500872769234926,2012-04-12
2012-04-20,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,2.6292517123328043,True,False,,,,0.0,1.3466353317448387e-05,0.2168770425910389,-0.17983872161256587,0.05,equal_weight,0.0630241570771726,0.22983872161256585,0.1994628612881991,0.9999999999999956,4.9682480351975755e-15,CLARABEL,optimal,True,0.1448485867486023,2012-04-19
2012-04-27,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.8957397645944802,True,False,,,,0.0,1.1105631305130537e-05,0.4882906570754846,-0.16202212421110213,0.05,equal_weight,0.0624875961075288,0.21202212421110211,0.17592556632337206,1.0000000000000095,7.105427357601002e-15,CLARABEL,optimal,True,0.14549111800787473,2012-04-26
2012-05-04,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,1.0228497871903106,True,False,,,,0.0,5.723669937840459e-06,0.49999991381777653,-0.1197584431062423,0.05,equal_weight,0.06111534193013624,0.1697584431062423,0.1736428367949406,1.0000000000001286,9.71445146547012e-14,CLARABEL,optimal,True,0.14218016166417186,2012-05-03
2012-05-11,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,3.1171511312448152,True,False,,,,0.0,9.263553390481682e-07,0.17693701925529914,-0.14206454479514907,0.05,equal_weight,0.059418683126860924,0.19206454479514906,0.19451333205531654,0.9999999999999905,8.854028621385623e-15,CLARABEL,optimal,True,0.13869063073018023,2012-05-10
2012-05-18,relaxed,2,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,2.354638909361096,True,False,,,,0.0,9.565913081432953e-06,0.35887544241757086,-0.14682866286606794,0.05,equal_weight,0.057527031715703295,0.19682866286606793,0.17894173243530279,1.0000000000000009,1.887379141862766e-15,CLARABEL,optimal,True,0.13356993227962008,2012-05-17
