date,weight_可转债ETF,weight_5年国债ETF,weight_10年国债ETF,weight_信用债ETF,weight_日利ETF,weight_沪深300ETF,weight_中证500ETF,weight_中证1000ETF,weight_中证2000ETF,weight_创业板ETF,weight_红利ETF,weight_半导体ETF,weight_人工智能ETF,weight_新能源ETF,weight_科创50ETF,weight_证券ETF,weight_军工ETF,weight_消费ETF,weight_恒生ETF,weight_白银LOF,weight_纳指ETF,weight_标普500ETF,weight_日经225ETF,weight_欧洲ETF,weight_黄金ETF,weight_有色金属期货ETF,weight_能源化工期货ETF,weight_豆粕ETF,weight_煤炭ETF,weight_原油ETF
2018-01-02,0.0,0.0895506699911122,0.044263286011060075,0.0,0.299879359657742,0.03792735976863243,0.037907149558115825,0.008425900714071167,0.0,0.030356237110294667,0.040288243342278436,0.0,0.0,0.0,0.0,0.009805072653242057,0.010414794515938889,0.04382125487961466,0.05528413829523884,0.033517113437097124,0.05295586131234872,0.051572011594830436,0.0,0.04759493289776209,0.05883531665872069,0.0,0.0,0.0,0.0,0.04760129760189972
2018-01-03,0.0,0.08928737752633116,0.044116884915394464,0.0,0.2987570918007031,0.03832555920439328,0.038253619321272914,0.008482718944357698,0.0,0.030616101945656726,0.040702662169463825,0.0,0.0,0.0,0.0,0.00989747870688901,0.010457691805537574,0.04395707795248293,0.05599733879626511,0.03353512164457418,0.053154097199475565,0.05113745456735016,0.0,0.04731521559384939,0.058915098869169055,0.0,0.0,0.0,0.0,0.047091409036833835
2018-01-04,0.0,0.08901005491855124,0.043944290682334554,0.0,0.29775710781690384,0.038394322869800886,0.03836498086899391,0.008524180359280337,0.0,0.030948518518838817,0.040753273156558814,0.0,0.0,0.0,0.0,0.010015923862326156,0.010519219753319266,0.044250490991357326,0.055940236749923766,0.0334567599165258,0.05300563833483739,0.05120871383551811,0.0,0.04743432738947807,0.058924127238840954,0.0,0.0,0.0,0.0,0.04754783273661075
2018-01-05,0.0,0.09182147993988767,0.04579304640485204,0.0,0.30000000046649594,0.036203346552284375,0.035786779715104446,0.008500088307221754,0.0,0.030934132466565397,0.040427562413031096,0.0,0.0,0.0,0.0,0.009977434864202793,0.010477249574226256,0.04223075770770146,0.05609454018453376,0.03328397884301787,0.053233897666166576,0.05115767296744646,0.0,0.04766567234656139,0.05845660115750089,0.0,0.0,0.0,0.0,0.04795575842319976
2018-01-08,0.0,0.0917629706759678,0.0457214161020888,0.0,0.29988882088309576,0.03631608286742166,0.03582465200538794,0.008504110401738083,0.0,0.03096665820283718,0.04080719437452886,0.0,0.0,0.0,0.0,0.010000779529512744,0.010408558666845435,0.042252739913544314,0.055915444702569594,0.03329912193822159,0.05289336000719454,0.0511520857857068,0.0,0.04783424695409102,0.05860790924179972,0.0,0.0,0.0,0.0,0.04784384774744804
2018-01-09,0.0,0.09156355884017502,0.04555307684495623,0.0,0.2991158757521747,0.03636338969215966,0.03589014532936533,0.008490862932012658,0.0,0.03097265403778585,0.04097533853131469,0.0,0.0,0.0,0.0,0.010186375076228563,0.010367775278523372,0.04265883722220869,0.055934837528210955,0.0332466455591211,0.0533886065574191,0.051416208962843754,0.0,0.04790517752339689,0.0584897984862542,0.0,0.0,0.0,0.0,0.04748083584584911
2018-01-10,0.0,0.09136874584587609,0.04551145996909348,0.0,0.29815172594438605,0.03657248257949824,0.035775281677095906,0.00846109052240693,0.0,0.030864505506166384,0.04086762183850635,0.0,0.0,0.0,0.0,0.010081777896661167,0.01034373562387579,0.0435323259903601,0.05628830339424757,0.03316955690162604,0.053527943878280054,0.05129699072425837,0.0,0.04779410027755041,0.05848242973027758,0.0,0.0,0.0,0.0,0.04790992169983347
2018-01-11,0.0,0.09128147024619178,0.04541569529341537,0.0,0.2979094557530574,0.03669541052604604,0.03556454976119122,0.008413321754629683,0.0,0.03065577049779227,0.04095852713840821,0.0,0.0,0.0,0.0,0.010042542486450083,0.010213025453030909,0.04389294309480265,0.056652411768517846,0.03290718185262992,0.053818724981692094,0.051406850365548096,0.0,0.047792261379687534,0.058281335151334476,0.0,0.0,0.0,0.0,0.048098522495574385
2018-01-12,0.0,0.091291145018354,0.04533959953269068,0.0,0.30000000020887646,0.03666739479049236,0.0356845135780623,0.008472168567482844,0.0,0.030904461032536384,0.040754075942112264,0.0,0.0,0.0,0.0,0.010012095919600802,0.010296266434555737,0.04204118635681065,0.05650199715338602,0.03305677553611311,0.0538719668168645,0.05145828035641933,0.0,0.04751710483233864,0.05844653225646206,0.0,0.0,0.0,0.0,0.047684435666841773
2018-01-15,0.0,0.09110661763993125,0.045214358132679676,0.0,0.2992299686036236,0.03675910668462824,0.035402383489060094,0.008407415497114592,0.0,0.03052514228317135,0.04073711837702908,0.0,0.0,0.0,0.0,0.009952829317779667,0.010145106674932703,0.04245284986357415,0.056544922649114586,0.03303863448382101,0.05386595210940062,0.051866686390912894,0.0,0.047460055886591766,0.05912996563774587,0.0,0.0,0.0,0.0,0.048160886278888794
2018-01-16,0.0,0.09113850008040289,0.045302638340268625,0.0,0.2997061339319276,0.03674500763259524,0.034696672403995536,0.008188305351492349,0.0,0.029645384977653774,0.04073464327140842,0.0,0.0,0.0,0.0,0.009805926332452627,0.009759175687628465,0.04231585487896866,0.05656032320442472,0.03339859491044593,0.0543967820048845,0.05216112309682195,0.0,0.04757115523006961,0.05941028377247507,0.0,0.0,0.0,0.0,0.04846349489208401
2018-01-17,0.0,0.09093726334133498,0.04522863945963032,0.0,0.29906003058016833,0.037032506767262746,0.034803061458130426,0.00819009996493608,0.0,0.029524810113972504,0.04093380797639517,0.0,0.0,0.0,0.0,0.009995825278711963,0.009688855530368379,0.042920787704531844,0.05705290956095148,0.03316894204800454,0.05435009972961395,0.05201358228115863,0.0,0.04758548994490724,0.05923488083891589,0.0,0.0,0.0,0.0,0.04827840742100548
2018-01-18,0.0,0.09108506610516841,0.04520376797606268,0.0,0.29959633256731416,0.03698549102155327,0.03466401776496021,0.008194393272195673,0.0,0.02972164961883335,0.04113198373234335,0.0,0.0,0.0,0.0,0.010377105923841397,0.009766580949855136,0.04276245949063681,0.05725629411454285,0.03295538195405024,0.05422025857259758,0.05173282480721183,0.0,0.047870398808932194,0.05918938007726664,0.0,0.0,0.0,0.0,0.047286613242634175
2018-01-19,0.0,0.0908376244729314,0.045160605687930816,0.0,0.3000000000135537,0.037078344465169874,0.034738220110620464,0.00818087107726118,0.0,0.02961829129196113,0.04130437076622325,0.0,0.0,0.0,0.0,0.010420507579126027,0.00973833693856725,0.04184632507256038,0.057574531796336426,0.0327459892410364,0.05446791639174008,0.05201879643327801,0.0,0.04775117573715645,0.0587721774809274,0.0,0.0,0.0,0.0,0.04774591544361982
2018-01-22,0.0,0.09115722202036296,0.04539700085180934,0.0,0.3007404528189092,0.03726338284859155,0.034714850779516526,0.008168721230839254,0.0,0.029574838553828798,0.041597397713018805,0.0,0.0,0.0,0.0,0.010726598215228136,0.009869231997073218,0.0407226502042339,0.057598276533557376,0.03266295548943661,0.05447557782107247,0.05173050403059717,0.0,0.048017902923617496,0.05873118299918269,0.0,0.0,0.0,0.0,0.04685125296912455
2018-01-23,0.0,0.09078829211086455,0.04538858389450648,0.0,0.2993634169832203,0.03755327011519974,0.03498695566306514,0.008249414401602944,0.0,0.030153748858729453,0.04165938244574215,0.0,0.0,0.0,0.0,0.01063436790806034,0.009869781806733667,0.041768193183046996,0.05779935712816204,0.03262060369172768,0.0540621145373851,0.05166496998435558,0.0,0.048226523886138635,0.058510277573410326,0.0,0.0,0.0,0.0,0.046700745828048916
