year,model,gross_annual_return,net_annual_return,transaction_cost_drag,annualized_volatility,sharpe_ratio,turnover_adjusted_sharpe,sortino_ratio,max_drawdown,calmar_ratio,total_return,avg_monthly_turnover,annualized_turnover,cvar_95_daily_loss,variant,status,target_met,observations,sample_start,sample_end,scenario_cvar_95_daily_loss,mean_hhi,max_single_asset_weight,total_transaction_cost,rebalance_count,mean_cash_weight,max_cash_weight,mean_bond_weight,max_bond_weight,mean_defensive_weight,max_defensive_weight,mean_commodity_gold_weight,max_commodity_gold_weight,mean_equity_weight,max_equity_weight
2019,weekly_baseline,0.12973234599438066,0.12965716212308087,7.518387129978876e-05,0.05151303082131434,1.9074795756354594,2.516977938510913,2.964912798365903,-0.03411533247090748,3.800553965981383,0.13022405838538864,0.018573296150592996,0.22426103864476335,0.006510737553672601,weekly_baseline,passed,True,244,2019-01-02,2019-12-31,0.006649255797937162,0.13412297146643037,0.3045933078190762,6.686386614213547e-05,51,0.29965318176448164,0.3045933078190762,0.23399252155224043,0.2726014683925007,0.027853505929924697,0.0305518362075733,0.13239677964921506,0.1418659122421859,0.3061040111041373,0.3306741012579376
2020,weekly_baseline,0.11448324262645304,0.11437586978947079,0.00010737283698225575,0.08950214354793781,1.0193559050160421,1.2779120728903044,1.40452001597123,-0.08760623354823716,1.3055677108466706,0.11437586978947079,0.026744632622752174,0.32203770545473287,0.013993775243587777,weekly_baseline,passed,True,243,2020-01-02,2020-12-31,0.014286787668529552,0.12140113325463484,0.3124930449441584,9.628067744190858e-05,52,0.29979307713005066,0.3124930449441584,0.21098588797230267,0.2596257026345883,0.02555827678177541,0.0281503587650499,0.11821590966932387,0.1305743330916079,0.34544684844654633,0.3750571187371514
2021,weekly_baseline,0.046095498162340265,0.04603327794396028,6.222021837998248e-05,0.058041868404426926,0.3991411325154861,0.7931046882089906,0.5527345610779663,-0.03563116092720453,1.2919387621977172,0.04603327794396028,0.016525469544926757,0.20064025766042654,0.0084689086411703,weekly_baseline,passed,False,243,2021-01-04,2021-12-31,0.00863041977627541,0.11582889522567436,0.3052241920301827,5.9491690361737114e-05,52,0.2999701441221237,0.3052241920301827,0.1944124399513049,0.20378493640506298,0.026168353944630473,0.0309395832222018,0.13238465188962728,0.14140587404594152,0.3470644100923123,0.37021983188654545
2022,weekly_baseline,-0.032980595510243016,-0.033046905247367864,6.630973712484778e-05,0.06983572055654672,-0.7264244251953461,-0.4732091970127155,-0.9665947239637239,-0.06091248981396469,-0.5425308561232313,-0.03291317279140016,0.018959697327328467,0.2308343149602241,0.010059795681789923,weekly_baseline,passed,False,242,2022-01-04,2022-12-30,0.01026090142149996,0.11878893817247989,0.3078935465316513,6.825491037838332e-05,50,0.3002261211824467,0.3078935465316513,0.2319412001985604,0.2464959845235851,0.0279002818421806,0.0296149303682041,0.14602323785494728,0.1623963928979161,0.29390915892186376,0.3411480296049613
2023,weekly_baseline,0.03401782418700172,0.033961966881635997,5.5857305365725196e-05,0.04173115357529995,0.32578193372859793,0.8138276556471131,0.4622769553648211,-0.03470827778146823,0.9784976107275851,0.03381986860397146,0.014952666015689517,0.1820487087410199,0.005402686462246924,weekly_baseline,passed,False,242,2023-01-03,2023-12-29,0.005471368242358222,0.11727743072504948,0.3034744725443271,5.382959765648301e-05,50,0.2999488137621698,0.3034744725443271,0.22539199343184826,0.23995363831367,0.029055629601500158,0.0318287336978857,0.149031335080742,0.1570841994715608,0.2965722281237384,0.30963281421183836
2024,weekly_baseline,0.0836379393160962,0.08351383493726416,0.00012410437883203507,0.060558363608017855,1.096187432340071,1.3790636001631826,1.7160733218845887,-0.039776527470019696,2.0995758113930405,0.08315624828659662,0.03173621447478794,0.3821423847335042,0.007678757948266746,weekly_baseline,passed,True,242,2024-01-02,2024-12-31,0.007860603467208562,0.12606034613312117,0.3055386640483615,0.00011425037210923738,51,0.29994213782558704,0.3055386640483615,0.2909201570137569,0.323741437509275,0.022429332090974703,0.031882622103234,0.12775475415204163,0.1517840070640904,0.2589536189176383,0.2866437680603487
2025,weekly_baseline,0.1301726742038931,0.13010686314311148,6.581106078162868e-05,0.059936257727577553,1.8504948209714902,2.170753865456091,2.471469409719333,-0.043694937448015114,2.9776187069246327,0.13010686314311148,0.016165972136176945,0.1951940933136737,0.008567172091620208,weekly_baseline,passed,True,243,2025-01-02,2025-12-31,0.0088043399123767,0.1234072339569416,0.3106976312869746,5.819749969023781e-05,53,0.29988817801983597,0.3106976312869746,0.28188105095913013,0.30464747601907816,0.01883327153906604,0.0200118101466767,0.11495709955182111,0.1370995975184843,0.2844403999301453,0.31227858791651764
2026,weekly_baseline,0.060695178441920294,0.06059710980183319,9.806864008710114e-05,0.08933715435201217,0.5718634163312578,0.6782968434730353,0.7707496479279238,-0.05709671974442443,1.06130632500566,0.039497225541620606,0.02535230569034752,0.31125813961006493,0.013814794866684962,weekly_baseline,passed,False,160,2026-01-05,2026-08-31,0.01381479486668496,0.11711211704951907,0.3086109703618429,6.084553365683443e-05,34,0.29995874220957186,0.3086109703618429,0.24052640491932814,0.2599201079394733,0.01792901118227829,0.0192130183902837,0.1262179311363047,0.1408116950144624,0.3153679105525156,0.3464925546402212
2018,no_cash_cap,-0.028582723726165882,-0.028700834024460664,0.00011811029829478237,0.04902331217592145,-1.1906585877014133,-0.585452772376272,-1.4578494939134337,-0.05608418190988107,-0.5117456125254467,-0.028700834024460664,0.03373778942831721,0.41075758628976206,0.008149005297554454,no_cash_cap,passed,False,243,2018-01-02,2018-12-28,0.008398199734323493,0.20729736242335187,0.410380257860084,0.0001214560419419426,51,0.39950221353261434,0.410380257860084,0.23374070841716596,0.2666489507560995,0.02306177578203075,0.0350329216627562,0.1131386171651259,0.12190216849212701,0.23055668510306215,0.33170436951041055
2019,no_cash_cap,0.10616949972790701,0.10609783684783203,7.166288007498522e-05,0.03900363212933455,1.9619669669656106,2.7202040183338734,3.0364068759884755,-0.024427265267339404,4.343418540170793,0.1065569324720319,0.01807918198293319,0.21829491633938342,0.004948608560571753,no_cash_cap,passed,True,244,2019-01-02,2019-12-31,0.005041098514721101,0.1973374322365595,0.4044988651339754,6.508505513856023e-05,51,0.39964662431248144,0.4044988651339754,0.22551494439288539,0.2615483687147133,0.021601653386768147,0.0238331833609634,0.11770432580070174,0.12721878960643648,0.23553245210716237,0.2560772544676125
2020,no_cash_cap,0.09521279383909209,0.09510384031978636,0.00010895351930573227,0.07045332931552925,1.0246298277423065,1.3498842601725518,1.41404282907529,-0.06986191947146925,1.3613115848989177,0.09510384031978636,0.02762566037596317,0.33264634458199605,0.010927320262979882,no_cash_cap,passed,True,243,2020-01-02,2020-12-31,0.01113540737320501,0.18521613209275725,0.4133855496821755,9.945237735346825e-05,52,0.3997627465268704,0.4133855496821755,0.20246836028309312,0.2487691926579422,0.020087931978619723,0.022019132613582,0.10564537275334222,0.1182749585036006,0.27203558845807346,0.2989585997234206
2021,no_cash_cap,0.041974095201459116,0.0419080001331289,6.609506833021861e-05,0.046798956667970404,0.397675945539264,0.8954900518500465,0.5482386223719862,-0.027910448772826446,1.5015165278865181,0.0419080001331289,0.017624540918458383,0.21398438461385896,0.006875064767128263,no_cash_cap,passed,False,243,2021-01-04,2021-12-31,0.0070111277191198884,0.1801726738049839,0.4054475383769241,6.34483473064509e-05,52,0.3999681499180954,0.4054475383769241,0.18710370359268116,0.197086571292835,0.020848267615546416,0.0247298825296997,0.11904466359736561,0.1273917420921688,0.2730352152763101,0.296584311799192
2022,no_cash_cap,-0.019905605770050294,-0.01997468486644771,6.90790963974175e-05,0.056165120421207734,-0.6784808868062997,-0.3556421621933414,-0.9058304726703156,-0.04409257593004634,-0.45301696362983884,-0.019893307623226386,0.019492935128978425,0.23732648519531235,0.008048834340129684,no_cash_cap,passed,False,242,2022-01-04,2022-12-30,0.008202745991233202,0.18333571820181077,0.4083016494192263,7.017456646432304e-05,50,0.4002295062803672,0.4083016494192263,0.22020258087702804,0.2334335866598735,0.021790147665580226,0.0231084231962383,0.12940187723507715,0.1413551083606976,0.22837588794194605,0.2660126177605146
2023,no_cash_cap,0.032036764528049266,0.031976909117344965,5.985541070430145e-05,0.03407803540937877,0.3338337920026326,0.938343678947656,0.472859945281495,-0.027389871727570125,1.1674720289090517,0.03184324367389957,0.01605304784702828,0.19544585753756935,0.0044223761085070085,no_cash_cap,passed,False,242,2023-01-03,2023-12-29,0.004478002267533403,0.18151873746964797,0.4038641431360409,5.779097224930254e-05,50,0.3999407463313611,0.4038641431360409,0.21104518290936788,0.2243935863622367,0.02271140739419696,0.0248748713738314,0.130845196660461,0.1362852958751242,0.23545746670461168,0.24602164181345107
2024,no_cash_cap,0.0709861841432542,0.07086049900334879,0.00012568513990540708,0.04733126272491285,1.1382558419572606,1.497118287656655,1.782068020045881,-0.030254354118938176,2.3421587096117373,0.07055883854128386,0.032508621614782636,0.39144310037800084,0.005999736236259615,no_cash_cap,passed,True,242,2024-01-02,2024-12-31,0.006135457892097572,0.19028827675798746,0.4056972303591527,0.0001170310378132182,51,0.3999304151520493,0.4056972303591527,0.2766012724795705,0.30889067202449527,0.016576768787660807,0.0248700337558187,0.10620187509354287,0.1307681787982633,0.20068966848717504,0.22544941806884833
2025,no_cash_cap,0.10529836032922635,0.10522955634693854,6.880398228781281e-05,0.047802163123682025,1.8386967375681138,2.2013555343650544,2.4593485144708342,-0.03448542818561129,3.0514209010414595,0.10522955634693854,0.01728412941675564,0.20869514940396686,0.006887197921746923,no_cash_cap,passed,True,243,2025-01-02,2025-12-31,0.007083135902453992,0.18799165984951413,0.411143152072645,6.222286590032109e-05,53,0.3998826598819924,0.411143152072645,0.2685465834737642,0.289654159765993,0.013477154850553553,0.0142092278395138,0.0943286538183911,0.1108262631257061,0.2237649479752974,0.24881209848228952
2026,no_cash_cap,0.05823202723441634,0.05812466583345355,0.00010736140096279101,0.07289724899412928,0.6503738317328639,0.797350608362938,0.8774599794747757,-0.042957053271482915,1.3530878262555237,0.03790102993416977,0.027824001957863304,0.34160392319696037,0.011318817010246212,no_cash_cap,passed,False,160,2026-01-05,2026-08-31,0.011318817010246209,0.1818343737650614,0.4090428215085618,6.677760469887237e-05,34,0.39993315559190235,0.4090428215085618,0.22452166202041485,0.24834744540432707,0.013222856704672704,0.0146264424651457,0.10519338527724527,0.11446081210740039,0.25712894040576345,0.28463892066864077
2018,no_asset_cap,-0.04506754656597767,-0.045187565149212405,0.0001200185832347378,0.06082311808922528,-1.2315952190138388,-0.7429340449617184,-1.5114003471407575,-0.07641787815799528,-0.5913219031780278,-0.045187565149212405,0.03486794091039214,0.42451718058402427,0.01011253923519333,no_asset_cap,passed,False,243,2018-01-02,2018-12-28,0.010417180512759918,0.1471243040860317,0.3093002639795498,0.00012552458727741248,51,0.3001152642695992,0.3093002639795498,0.24842736369841156,0.2839812567716109,0.029420543870712062,0.0423527267239878,0.13474927790866548,0.1418286889287143,0.2872875502526108,0.3882582549070861
2019,no_asset_cap,0.12969230435073897,0.12961690826808558,7.539608265338948e-05,0.05152853588235651,1.9062263671366426,2.515439378367176,2.962389367770868,-0.034119957404833534,3.7988590293410995,0.13018361859589755,0.01862624847787083,0.22490040517495277,0.006512793640979616,no_asset_cap,passed,True,244,2019-01-02,2019-12-31,0.0066510577347132,0.13416642776426574,0.3045954405882827,6.705449452033566e-05,51,0.2996535418568214,0.3045954405882827,0.23425149770328577,0.2728758931029456,0.027736699695362122,0.0304234585453613,0.13256894191012675,0.14211127015755248,0.305789318834403,0.33044508674016476
2020,no_asset_cap,0.11455788712626558,0.11445045651771091,0.00010743060855467057,0.08953378656705971,1.0197781043682133,1.278293490156243,1.405293570728453,-0.08755243490956055,1.3072218566615004,0.11445045651771091,0.026757596092099083,0.32219380129579744,0.013995089193875447,no_asset_cap,passed,True,243,2020-01-02,2020-12-31,0.014288227447656088,0.12138163436080479,0.3124906147070385,9.632734593155746e-05,52,0.2997925893357036,0.3124906147070385,0.21107952583708176,0.2597514621432591,0.025449448297049017,0.0280323377855271,0.118233671647042,0.1305794812980256,0.34544476488312253,0.3750447259142815
2021,no_asset_cap,0.046121697210963486,0.04605944420215735,6.22530088061346e-05,0.0580840607803116,0.3993256431426185,0.7929790648826303,0.5530706633658455,-0.03565718531209139,1.2917296696029046,0.04605944420215735,0.01653374360878931,0.20074071533884638,0.008468778328897732,no_asset_cap,passed,False,243,2021-01-04,2021-12-31,0.008630934441703576,0.11579677999976223,0.3052242618933035,5.952147699164228e-05,52,0.2999699632054008,0.3052242618933035,0.19440890210867054,0.203744900423567,0.026058221237670123,0.0308063774006894,0.13238777722598558,0.14142819613253732,0.34717513622227175,0.37034296688911217
2022,no_asset_cap,-0.03313232540035438,-0.03319861879324426,6.629339288988234e-05,0.06985974701180671,-0.7284056944677365,-0.4752181365276559,-0.969188292483044,-0.06110442802602922,-0.5433095418077122,-0.03306428294656527,0.018958069354827283,0.2308144943950222,0.01006417298804573,no_asset_cap,passed,False,242,2022-01-04,2022-12-30,0.010266499107109745,0.11875663859627968,0.307908193414144,6.824904967737889e-05,50,0.30022678505932315,0.307908193414144,0.2318630303532909,0.24639156192288708,0.027783023353481314,0.0294867694370233,0.14607855615977983,0.16237037508665642,0.2940486050741234,0.34130166353142005
2023,no_asset_cap,0.033929970189708,0.033874075671107784,5.58945186002191e-05,0.04177185756597124,0.3234612287374996,0.8109305557601716,0.4589374375311306,-0.03474956023640907,0.9748058807263986,0.033732351099616364,0.014963926297617188,0.18218580267348927,0.005406570077162231,no_asset_cap,passed,False,242,2023-01-03,2023-12-29,0.005475790851001314,0.11724163235563063,0.3034882163628431,5.387013467142261e-05,50,0.2999490467934152,0.3034882163628431,0.22526112618378938,0.23980941383244558,0.028944501842409126,0.0316927029725881,0.1490596953108191,0.1570416036466961,0.2967856298695658,0.3098255506105533
2024,no_asset_cap,0.08370894431409148,0.08358476500015977,0.000124179313931716,0.060662007510099425,1.0955008630094312,1.3778766715929076,1.7162121495081966,-0.03980565901313471,2.0998211579056942,0.08322686313435601,0.031753377607093354,0.38234904959310484,0.007683576389789869,no_asset_cap,passed,True,242,2024-01-02,2024-12-31,0.00786534098435342,0.12602735335222115,0.3055389270997267,0.00011431215938553683,51,0.2999423800121914,0.3055389270997267,0.2908201430266869,0.3236800343994323,0.022364052515483335,0.0317839470558073,0.12767780348946275,0.15171588784268764,0.25919562095617427,0.28687235175894993
2025,no_asset_cap,0.13016403818260702,0.13009817627932008,6.586190328694563e-05,0.05998376350023119,1.8489482080808188,2.168889857649873,2.4693750131107612,-0.04373909701054668,2.974413857879825,0.13009817627932008,0.01617861179188394,0.1953467093218383,0.008575121477619132,no_asset_cap,passed,True,243,2025-01-02,2025-12-31,0.008812416313842032,0.12338383299796282,0.3107043374051492,5.824300245078297e-05,53,0.29988839359302905,0.3107043374051492,0.2818006651946858,0.3045682316096013,0.01880340000635518,0.0199798633857878,0.11483270944368715,0.1368732019519338,0.28467483176224145,0.31255096972715496
2026,no_asset_cap,0.06077365894419717,0.06067552433655932,9.813460763785642e-05,0.08940850871912381,0.5723103893269268,0.6786325508142748,0.7713331421118602,-0.0570239031434675,1.0640366757060566,0.03954782870776197,0.0253675272174781,0.31144501903139077,0.013827271812017452,no_asset_cap,passed,False,160,2026-01-05,2026-08-31,0.013827271812017447,0.11709511638666736,0.3086044207296514,6.088206532194794e-05,34,0.2999587443233609,0.3086044207296514,0.24042844060644014,0.25985922475462697,0.017900340628894097,0.0191823738056412,0.12604940626185002,0.1405201892791531,0.3156630681794534,0.34685229187812666
2018,no_concentration_caps,0.006898147162108126,0.006643248944241176,0.0002548982178669501,0.025600777606915866,-0.912292436882145,0.2594940296831667,-1.1439058956576347,-0.02630037886674985,0.25259137816603383,0.006643248944241176,0.07036639310227076,0.8567108360201465,0.004123305088275869,no_concentration_caps,passed,False,243,2018-01-02,2018-12-28,0.0042566106441542075,0.3243161464499594,0.6689872989640215,0.0002533190151680791,51,0.5309699155802056,0.6689872989640215,0.23503847343432277,0.2883899491111185,0.00766494591302928,0.00907077585444,0.10735811166157888,0.12394923545452971,0.11896855341086272,0.1520106777336
2019,no_concentration_caps,0.057017316256515294,0.05689121820600063,0.00012609805051466694,0.015345501373942558,1.966368517885025,3.707354801883815,3.1092292539900064,-0.008659484371260406,6.569815911304658,0.05713190272121493,0.03328234592927121,0.401863697542688,0.0018988452589552385,no_concentration_caps,passed,True,244,2019-01-02,2019-12-31,0.0019454973716294959,0.5344563150279248,0.8337331690869741,0.00011981644534537654,51,0.7176871510000598,0.8337331690869741,0.13000822524182515,0.1719173052108107,0.0071881961992259925,0.0084496177531895,0.05910899916484244,0.08988252580723269,0.08600742839404575,0.10400483973477101
2020,no_concentration_caps,0.03495273514940678,0.03470750883835527,0.00024522631105150516,0.017166925296410895,0.750336199964332,2.021766171814798,1.024609772679577,-0.01716325334044877,2.022198714305511,0.03470750883835527,0.06585904067559005,0.7930224595634922,0.002631920989237038,no_concentration_caps,passed,False,243,2020-01-02,2020-12-31,0.002681873529783978,0.6481112987953899,0.8660713698652996,0.00023709254643212448,52,0.799458241371938,0.8660713698652996,0.10953280260020928,0.23487334499744558,0.006037505607954491,0.0066813586196797,0.019432105253685012,0.024935360623657303,0.06553934516621238,0.07176585504901044
2021,no_concentration_caps,0.028669667457005943,0.028544072988051505,0.0001255944689544375,0.012174909612087392,0.3801842224023261,2.3444997866524298,0.5228394362701269,-0.006350626686400185,4.494686020385737,0.028544072988051505,0.03391987138548066,0.41183046061651446,0.0017395531434782614,no_concentration_caps,passed,False,243,2021-01-04,2021-12-31,0.0017802296314311148,0.5594530236925348,0.8169024446898642,0.0001221115369877306,52,0.7397808432901457,0.8169024446898642,0.16384445238165068,0.22070889897536486,0.0065400769701835166,0.0078579635991436,0.019103627205877525,0.020514234450366826,0.07073100015214163,0.07395434488656301
2022,no_concentration_caps,0.005025232929015022,0.004941412725144145,8.382020387087685e-05,0.014205331641563242,-1.0115352539877576,0.34785620285598357,-1.3178915235824156,-0.010629664204552025,0.46487006833461825,0.004921027740767414,0.02306636362980569,0.2808329771928843,0.002024160981348262,no_concentration_caps,passed,False,242,2022-01-04,2022-12-30,0.002065962452426182,0.5929478847924696,0.8355213863984186,8.303890906730067e-05,50,0.7636499837500615,0.8355213863984186,0.14749115567473212,0.1755862079015043,0.006826596864991996,0.0072666239988058,0.021134610813491,0.0251497011712171,0.06089765289672237,0.0727672708395846
2023,no_concentration_caps,0.024173229438484434,0.0240357805868876,0.00013744885159683307,0.00791561237056617,0.38803598446039006,3.0365029844391462,0.5491234369783043,-0.00455914737538099,5.2719902665745755,0.023935693490458432,0.03713332784124735,0.4520982664671865,0.0009755098935851307,no_concentration_caps,passed,False,242,2023-01-03,2023-12-29,0.0009916856674048362,0.521943452734729,0.8344979404788008,0.00013367998022849076,50,0.7077204251928606,0.8344979404788008,0.2052340791685444,0.23407421916881807,0.007175056283276694,0.007871048268752,0.020056251854668007,0.021772824679432895,0.05981418750064937,0.06293484543523235
2024,no_concentration_caps,0.041268234150546146,0.04100572638226829,0.00026250776827785316,0.012652763465363315,1.9317274306402636,3.2408514151490024,2.8991090458002575,-0.004597415455519616,8.919299719375413,0.04083357930266174,0.06979972824881647,0.8404731014136335,0.0016928738158833384,no_concentration_caps,passed,True,242,2024-01-02,2024-12-31,0.0017406266979177036,0.4384236836530539,0.7325921672037307,0.00025127902169573964,51,0.6378164868803378,0.7325921672037307,0.269010664762689,0.3321246350001442,0.0076957175914072395,0.0082688594699206,0.025366652260186195,0.027585602627247838,0.06011047850537898,0.06922778471787111
2025,no_concentration_caps,0.03909429355263683,0.03898752407939465,0.00010676947324217423,0.013907409192887542,1.7808728180598994,2.8033635552575427,2.3781026068528317,-0.009376511231456108,4.157998973925418,0.03898752407939465,0.028538617638499682,0.3445861187590747,0.0019307799117240846,no_concentration_caps,passed,True,243,2025-01-02,2025-12-31,0.001991499839728278,0.4719485890607113,0.7130084223791944,0.00010273902349859911,53,0.6729926585224553,0.7130084223791944,0.21953548562630626,0.2875580079396417,0.007823769430756331,0.0082056862909048,0.029503683605050637,0.0358374109972568,0.07014440281543055,0.07912550364284589
2026,no_concentration_caps,0.02233496704578708,0.02224799841364966,8.696863213741857e-05,0.01465817621475732,0.6928449205641705,1.5177876215767678,0.9446794212479771,-0.01073959284219217,2.0715867668879326,0.014593775234687634,0.023322951372078626,0.2863431256689653,0.002274875401994875,no_concentration_caps,passed,False,160,2026-01-05,2026-08-31,0.002274875401994874,0.6106453102804408,0.8035780317025933,5.5975083292988865e-05,34,0.7761857233193592,0.8035780317025933,0.13712855867591478,0.1830225356432144,0.006838845949409841,0.0079086334880797,0.01678242075402254,0.029089916882508844,0.06306445130129266,0.0750542581655284
2018,no_turnover_cap,-0.04514878460171079,-0.045269304244914155,0.00012051964320336506,0.060935613484234784,-1.230619551227308,-0.7429038891456503,-1.5102469942795802,-0.07653061735346534,-0.5915188693151754,-0.045269304244914155,0.035016930219230635,0.426331125419133,0.010133361173833845,no_turnover_cap,passed,False,243,2018-01-02,2018-12-28,0.010438577113399138,0.14713558309880298,0.3093083710660477,0.0001260609487892311,51,0.3001155736161462,0.3093083710660477,0.2486090465538941,0.284130051171893,0.029536789272742666,0.0424947786488416,0.1339744907942808,0.1411346693207139,0.28776409976293543,0.3888329418492547
