date,model_type,active_n_assets,solver_name,solver_success,solver_status,solver_message,objective_value,problem_is_dcp,fallback_used,fallback_method,exception_type,exception_message,covariance_psd_adjustment,reference_max_risk_budget_error,final_max_risk_budget_error,predicted_annual_return,target_annual_return,variance_reference,variance_scale,return_shortfall,predicted_annual_volatility,gross_exposure,max_constraint_violation,reference_solver_name,reference_solver_status,reference_problem_is_dcp,reference_covariance_scale,information_cutoff,mean_estimator
2016-04-15,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.3654532795211086,True,False,,,,0.0,5.232495648710422e-06,0.5343849092969687,0.29534578756309887,0.5551461574383603,equal_weight,0.023394367918100772,0.2598003698752614,0.11052405507744884,0.9999999999997811,6.564193633096238e-15,CLARABEL,optimal,True,0.6089084703890666,2016-04-14,ewma
2016-04-22,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.16127121371244757,True,False,,,,0.0,6.807629338467791e-06,0.8063427353659828,0.2501699863261762,0.4674205302528294,equal_weight,0.02311092013650852,0.21725054392665322,0.06751298379597287,0.9999999998198428,1.3061995929319892e-10,CLARABEL,optimal,True,0.5925135752717833,2016-04-21,ewma
2016-04-29,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.11850997402036278,True,False,,,,0.0,3.929905683194845e-06,0.8873476728578363,0.244515746660766,0.4693497824296569,equal_weight,0.02152692858418017,0.2248340357688909,0.05986031169513573,0.9999999999011111,7.782086086649542e-11,CLARABEL,optimal,True,0.5503439820921169,2016-04-28,ewma
2016-05-06,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.23025048208344023,True,False,,,,0.0,4.705718539638193e-06,0.8283413898123057,0.22386149805805763,0.43552870212364664,equal_weight,0.020903770305163976,0.211667204065589,0.07240959967865399,0.9999999997668436,1.6257650781170696e-10,CLARABEL,optimal,True,0.5299309499764641,2016-05-05,ewma
2016-05-13,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.06405206855772258,True,False,,,,0.0,4.737431770096556e-06,0.8428140751911202,0.13130364411084305,0.23451204989067803,equal_weight,0.020594624942084735,0.10320840577983498,0.041748382090750394,0.9999999997672228,1.882566325051016e-10,CLARABEL,optimal,True,0.5231964201180591,2016-05-12,ewma
2016-05-20,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.025025630904954133,True,False,,,,0.0,3.888178361721728e-06,0.8593394960478412,0.08567145376577937,0.14265949934732297,equal_weight,0.019823999903878266,0.056988045581543606,0.026938055687078036,0.9999999999996999,5.883889282691869e-14,CLARABEL,optimal,True,0.5006308822143518,2016-05-19,ewma
2016-05-27,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.05201265078584913,True,False,,,,0.0,3.995084621025158e-06,0.9189222921487987,0.11852815275120869,0.21782205082955644,equal_weight,0.01886612509192836,0.09929389807834775,0.03867479250391576,1.0000000000000115,1.9194209417991327e-15,CLARABEL,optimal,True,0.47535943043796114,2016-05-26,ewma
2016-06-03,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.14725612653542888,True,False,,,,0.0,3.698177794428381e-06,0.9130021388952818,0.16629341927971544,0.3242308806894012,equal_weight,0.018513290692297808,0.15793746140968576,0.062118484779534106,0.9999999999999745,1.0271936478975612e-14,CLARABEL,optimal,True,0.46892323253111345,2016-06-02,ewma
2016-06-08,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.17266543134394755,True,False,,,,0.0,5.400391596271925e-06,0.9232888685081242,0.18741525543356455,0.37156264045257004,equal_weight,0.018015879846370323,0.1841473850190055,0.06508348418609997,0.9999999999986802,2.430142432905028e-13,CLARABEL,optimal,True,0.45560220811349034,2016-06-07,ewma
2016-06-17,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.14026471353634218,True,False,,,,0.0,2.45132761196587e-06,0.7624292974156341,0.15465659964966114,0.26924313290535135,equal_weight,0.018355116436661312,0.11458653325569021,0.049670876333336805,0.9999999999989566,5.843416028827875e-14,CLARABEL,optimal,True,0.4704532299832068,2016-06-16,ewma
