frequency_code,frequency_label,selected_candidate_id,rebalance_count,active_rebalance_count,solver_fallback_rate,model,gross_annual_return,net_annual_return,transaction_cost_drag,annualized_volatility,sharpe_ratio,turnover_adjusted_sharpe,sortino_ratio,max_drawdown,calmar_ratio,total_return,avg_monthly_turnover,annualized_turnover,cvar_95_daily_loss,delta_vs_monthly_net_annual_return,delta_vs_monthly_annualized_volatility,delta_vs_monthly_sharpe_ratio,delta_vs_monthly_sortino_ratio,delta_vs_monthly_max_drawdown,delta_vs_monthly_calmar_ratio,delta_vs_monthly_avg_monthly_turnover,delta_vs_monthly_annualized_turnover,delta_vs_monthly_cvar_95_daily_loss,same_parameters_except_frequency,interpretation_note
W,Weekly,afml_rolling_oos_schedule,444,444,0.0,Improved Convex Adaptive Global RRP - Weekly,0.05708021188121304,0.05700931934983977,7.089253137326779e-05,0.052959501122896074,0.6835505727111367,1.0764700977364916,0.9715338765623153,-0.05915643569010165,0.9637044335884296,0.615424689330222,0.018591929987395228,0.22327949810344455,0.007468200016047751,-0.0014853845494666729,0.00048467622784919423,-0.03260737719148654,-0.046509392148652684,0.003087060282496945,0.023932285747352067,0.008024728975196845,0.09637285958009084,4.325900571047498e-05,True,Frequency-only robustness check for the public AFML rolling OOS schedule; the published historical candidate choices are held constant and not re-selected by frequency.
2W,Biweekly,afml_rolling_oos_schedule,222,222,0.0,Improved Convex Adaptive Global RRP - Biweekly,0.05815745215499879,0.05810685751328837,5.059464171042194e-05,0.05132786729055413,0.7238559598468685,1.1320723143309284,1.029233836413364,-0.05955453772790742,0.9756915212534567,0.6299920015784128,0.013257781790883669,0.15921912712883562,0.007251640781465563,-0.00038784638601807586,-0.0011469576044927515,0.007698009944245188,0.011190567702396015,0.0026889582446911753,0.03591937341237916,0.002690580778685286,0.032312488605481915,-0.0001733002288717136,True,Frequency-only robustness check for the public AFML rolling OOS schedule; the published historical candidate choices are held constant and not re-selected by frequency.
M,Monthly,afml_rolling_oos_schedule,104,104,0.0,Improved Convex Adaptive Global RRP - Monthly,0.0585350325636278,0.058494703899306444,4.032866432135407e-05,0.05247482489504688,0.7161579499026233,1.1147193728859452,1.018043268710968,-0.062243495972598595,0.9397721478410775,0.6351674873101176,0.010567201012198383,0.1269066385233537,0.007424941010337276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Frequency-only robustness check for the public AFML rolling OOS schedule; the published historical candidate choices are held constant and not re-selected by frequency.
Q,Quarterly,afml_rolling_oos_schedule,35,35,0.0,Improved Convex Adaptive Global RRP - Quarterly,0.058068528792921015,0.05804384903019155,2.4679762729462595e-05,0.05238513366026568,0.709156961883647,1.1080213979527942,1.0074617020196925,-0.06265151404537106,0.9264556477941982,0.6291525754454166,0.006478439201290095,0.07780271625046017,0.00743206862058432,-0.0004508548691148917,-8.969123478119734e-05,-0.007000988018976306,-0.010581566691275412,-0.0004080180727724647,-0.013316500046879343,-0.004088761810908288,-0.049103922272893535,7.127610247043871e-06,True,Frequency-only robustness check for the public AFML rolling OOS schedule; the published historical candidate choices are held constant and not re-selected by frequency.
