date,model_type,active_n_assets,solver_name,solver_success,solver_status,solver_message,objective_value,problem_is_dcp,fallback_used,fallback_method,exception_type,exception_message,covariance_psd_adjustment,reference_max_risk_budget_error,final_max_risk_budget_error,predicted_annual_return,target_annual_return,variance_reference,variance_scale,return_shortfall,predicted_annual_volatility,gross_exposure,max_constraint_violation,reference_solver_name,reference_solver_status,reference_problem_is_dcp,reference_covariance_scale,information_cutoff,mean_estimator
2016-04-15,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.29275743901484075,True,False,,,,0.0,3.967743926802658e-06,0.3794756489747094,0.49098438188753013,0.7662055999817232,equal_weight,0.021445330450060175,0.2752212180941931,0.1411605153463443,0.9999999999999954,6.26429148681271e-16,CLARABEL,optimal,True,0.5536992087533997,2016-04-14,ewma
2016-04-22,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.08184558187087558,True,False,,,,0.0,6.967691793410835e-06,0.3691595217445012,0.40448512356313904,0.5868261536630089,equal_weight,0.021345728773365533,0.1823410300998699,0.08027081764357216,0.9999999999999017,3.18212529899171e-14,CLARABEL,optimal,True,0.5432533079891383,2016-04-21,ewma
2016-04-29,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.07212625744567247,True,False,,,,0.0,4.456505880698347e-06,0.41441780096654357,0.3663943366190197,0.5743183174062855,equal_weight,0.019889992350588824,0.20792398078726576,0.07626874756249892,0.9999999999999712,2.460112484443467e-14,CLARABEL,optimal,True,0.5046430081221678,2016-04-28,ewma
2016-05-06,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.14162484465418348,True,False,,,,0.0,7.129743522307774e-06,0.39059152832893684,0.34631045511490677,0.496093547817507,equal_weight,0.019355766585529306,0.1497830927026002,0.09104004143342578,0.9999999999997411,4.9133440371829096e-14,CLARABEL,optimal,True,0.487025137103303,2016-05-05,ewma
2016-05-13,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.01568936082579756,True,False,,,,0.0,5.032713315394899e-06,0.08535703987923099,0.12120221096920059,0.13563029470435775,equal_weight,0.0192072149396798,0.014428083735157166,0.04974547505277432,1.0000000000000027,2.8326299639225283e-14,CLARABEL,optimal,True,0.4846537600922898,2016-05-12,ewma
2016-05-20,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.013890176802814208,True,False,,,,0.0,5.26722719987327e-06,0.07142852950980734,0.02455026962896131,0.0,equal_weight,0.018530138277940665,0.0,0.047217109487209405,1.0000000000001488,7.380020239987963e-14,CLARABEL,optimal,True,0.4649076473745495,2016-05-19,ewma
2016-05-27,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.025588748283106165,True,False,,,,0.0,1.1358965684923894e-05,0.18785631359976132,0.1035463032886261,0.1507716934474873,equal_weight,0.01764631091157909,0.04722539015886121,0.05389600233112414,0.9999999999999686,1.6042722705833512e-14,CLARABEL,optimal,True,0.44170200935843135,2016-05-26,ewma
2016-06-03,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.13023012897484526,True,False,,,,0.0,4.894682683789786e-06,0.4719212650407437,0.2317749785806228,0.3697827843697301,equal_weight,0.017368521061373578,0.13800780578910732,0.08585644970380264,1.0000000000000033,3.964634283787449e-15,CLARABEL,optimal,True,0.4371418875194121,2016-06-02,ewma
2016-06-08,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.15484482764329927,True,False,,,,0.0,8.6707587649143e-06,0.5106251712533606,0.2849273359633335,0.45983652114778156,equal_weight,0.01690760709075627,0.1749091851844481,0.08846936065778092,0.999999999999988,8.234732340461903e-15,CLARABEL,optimal,True,0.4248579244156462,2016-06-07,ewma
2016-06-17,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.0402855791262415,True,False,,,,0.0,3.812493081178925e-06,0.2762121019563689,0.20738412931923755,0.24311555699869794,equal_weight,0.017291361754737514,0.03573142767946039,0.05544369169503849,0.9999999999999196,1.990074771640593e-14,CLARABEL,optimal,True,0.44049421796900223,2016-06-16,ewma
2016-06-24,relaxed,14,CLARABEL,True,optimal,optimal DCP-compliant convex RRP solution,0.14557677208276598,True,False,,,,0.0,7.720504356226177e-06,0.5033577598676696,0.2054384079427088,0.3172438789318963,equal_weight,0.016604761824806285,0.11180547098918753,0.08230412168005104,0.9999999999999097,1.885297473691594e-14,CLARABEL,optimal,True,0.42463031238799176,2016-06-23,ewma
