date,turnover,transaction_cost,weight_可转债ETF,previous_weight_可转债ETF,weight_5年国债ETF,previous_weight_5年国债ETF,weight_10年国债ETF,previous_weight_10年国债ETF,weight_信用债ETF,previous_weight_信用债ETF,weight_日利ETF,previous_weight_日利ETF,weight_沪深300ETF,previous_weight_沪深300ETF,weight_中证500ETF,previous_weight_中证500ETF,weight_中证1000ETF,previous_weight_中证1000ETF,weight_中证2000ETF,previous_weight_中证2000ETF,weight_创业板ETF,previous_weight_创业板ETF,weight_红利ETF,previous_weight_红利ETF,weight_半导体ETF,previous_weight_半导体ETF,weight_人工智能ETF,previous_weight_人工智能ETF,weight_新能源ETF,previous_weight_新能源ETF,weight_科创50ETF,previous_weight_科创50ETF,weight_证券ETF,previous_weight_证券ETF,weight_军工ETF,previous_weight_军工ETF,weight_消费ETF,previous_weight_消费ETF,weight_恒生ETF,previous_weight_恒生ETF,weight_白银LOF,previous_weight_白银LOF,weight_纳指ETF,previous_weight_纳指ETF,weight_标普500ETF,previous_weight_标普500ETF,weight_日经225ETF,previous_weight_日经225ETF,weight_欧洲ETF,previous_weight_欧洲ETF,weight_黄金ETF,previous_weight_黄金ETF,weight_有色金属期货ETF,previous_weight_有色金属期货ETF,weight_能源化工期货ETF,previous_weight_能源化工期货ETF,weight_豆粕ETF,previous_weight_豆粕ETF,weight_煤炭ETF,previous_weight_煤炭ETF,weight_原油ETF,previous_weight_原油ETF
2018-01-05,1.0378436100973165e-09,3.113530830291949e-13,0.0,0.0,0.15059706400011227,0.15059706400536726,0.09802707888427248,0.09802707842799015,0.0,0.0,0.15281273359897873,0.15281273360001782,0.029310531953968957,0.029310531956830376,0.020829322915209548,0.020829322914790713,0.0035749376012894894,0.0035749376032262253,0.0,0.0,0.015245804002752623,0.015245804001026165,0.031147970413648116,0.031147970412372064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018244723735824593,0.0182447237339077,0.014365845477559659,0.01436584547547735,0.05890281564417414,0.058902816148006076,0.08635524524122117,0.08635524524479449,0.04409481796545632,0.04409481792465803,0.02270333865287967,0.022703338640949294,0.054663029996122284,0.054663029996492245,0.0,0.0,0.053222294589984585,0.053222294590039,0.09475491710054591,0.09475491709931985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051147528225999425,0.051147528224735284
2018-01-12,4.3921374980005964e-07,1.317641249400179e-10,0.0,0.0,0.1496989803702394,0.14969898079858546,0.09703826736679917,0.09703807455879182,0.0,0.0,0.151870994182568,0.15187099412370728,0.029691100834958302,0.0296911010299615,0.02076588696405147,0.020765886646089714,0.0035625220860313455,0.0035625223310622018,0.0,0.0,0.01522830492476678,0.015228304416164507,0.031504346074917415,0.03150434563164612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018304648001768533,0.018304647486206988,0.014115025574317533,0.014115024983736787,0.06090739889051582,0.060907617284621116,0.08696608210877167,0.08696608245316126,0.04378556808538916,0.04378554722012828,0.022971384321180975,0.02297138205644297,0.054973852813446564,0.0549738526746011,0.0,0.0,0.053046388803604926,0.053046388605910655,0.0947207052073554,0.09472070476027546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084854338931751,0.05084854293890695
2018-01-19,2.2224220100081765e-08,6.667266030024529e-12,0.0,0.0,0.1487097087071396,0.1487097087092959,0.0964958241529488,0.09649581459229661,0.0,0.0,0.15118479969075094,0.15118479968445847,0.030044557762618926,0.030044557763810598,0.020181881290292594,0.020181881278717825,0.0034343606108987305,0.0034343606127358378,0.0,0.0,0.01457047670891395,0.014570476693198183,0.03196437500470694,0.03196437499140099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019019917225735587,0.019019917210366357,0.013328155856860143,0.013328155839244711,0.061483115431234546,0.061483126529934144,0.08847078685467916,0.08847078686290467,0.04330240286727225,0.04330240149593947,0.023187215352334672,0.023187215290478867,0.05548103967653672,0.05548103967244626,0.0,0.0,0.05321980645120032,0.05321980644232971,0.09509141797973038,0.09509141796862515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05083015837614563,0.05083015836181641
2018-01-26,4.1611617943027035e-08,1.248348538290811e-11,0.0,0.0,0.14828591671026264,0.14828591670358254,0.09590012510129359,0.09590011736531813,0.0,0.0,0.1501975127250611,0.15019751270536058,0.030417495363071836,0.030417495356394413,0.020382515181940807,0.020382515159116647,0.003476192002952673,0.003476192000145941,0.0,0.0,0.015100193153867823,0.015100193126085517,0.03253573564917148,0.032535735625168274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019684671820251586,0.019684671793799197,0.013774155114862486,0.013774155088905062,0.060290941411160995,0.060290962216138236,0.08839923673392298,0.08839923673475474,0.043595374233754446,0.04359536146783303,0.02309636615714652,0.023096366088681246,0.05517256035436767,0.055172560345020286,0.0,0.0,0.053497219881699816,0.05349721986563164,0.09524957090233051,0.09524957088149841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05094421750288099,0.0509442174765661
2018-02-02,3.41799104187435e-06,1.0253973125623049e-09,0.0,0.0,0.1508298554695551,0.15082985547603847,0.09773220068844096,0.09773050552976574,0.0,0.0,0.153053581099262,0.15305358074324052,0.0300851375332899,0.030085137781468922,0.01945044459940903,0.019450444510172898,0.0032643740638963834,0.0032643741355473485,0.0,0.0,0.0144202788574751,0.014420278677903155,0.032770319001335084,0.03277031898137434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018839415333536273,0.0188394151109193,0.01287553887500751,0.01287553864733059,0.05930178078693433,0.059303488801191795,0.08946807992401888,0.08946808034195067,0.04332421087652319,0.043324198896713934,0.02334007535399407,0.023340074844317733,0.05567279382583204,0.05567279397415182,0.0,0.0,0.05294034302266964,0.05294034311136814,0.09500420490998919,0.09500420484070657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04762736577883131,0.04762736559583796
2018-02-09,0.002816023529088897,8.44807058726669e-07,0.0,0.0,0.1560605486478461,0.15606054967551922,0.10135186439795733,0.1013518638512377,0.0,0.0,0.15813259354694525,0.15813259422843548,0.029401876278964553,0.02940187685486743,0.019332141114139903,0.01933214138292468,0.0032270487433803843,0.0032270487399096988,0.0,0.0,0.014386047445569433,0.014386047634383071,0.03250916684024481,0.032509167151479855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182712766148152,0.018271276651171005,0.012660532504650051,0.01266053250444565,0.054525576263484664,0.055933580695979195,0.08608498415800683,0.08608498477726557,0.04498861185549508,0.04358060078820095,0.022248240778942385,0.02224824082223589,0.053794509781670184,0.05379451243178853,0.0,0.0,0.05127588764688938,0.05127588857601321,0.09638389834969754,0.09638389822231172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04536519503130102,0.04536519501183122
2018-02-14,0.003919850276991963,1.1759550830975888e-06,0.0,0.0,0.15704932910314376,0.15704932921439385,0.10149551531275389,0.10149551324566825,0.0,0.0,0.15863928904062294,0.15863928918089215,0.02885202491257436,0.028852025208932416,0.01925641514046624,0.019256415261486033,0.0032335953838683548,0.0032335953976978457,0.0,0.0,0.014499041568074904,0.014499041644188136,0.031827595304548824,0.03182759549719493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01707623596962085,0.01707623599733005,0.012582089056117353,0.01258208906003296,0.05405138297832787,0.056011304424478804,0.08465710585777417,0.0846571061564456,0.04720574055884802,0.045245817629779854,0.0224601171009421,0.02246011715044901,0.05366207420865458,0.05366207609646768,0.0,0.0,0.051004873787095145,0.051004874255132455,0.09758846955749392,0.09758846941515172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04485910515907283,0.044859105164278296
2018-02-23,0.00536701530057145,1.6101045901714348e-06,0.0,0.0,0.15534773734643462,0.15534773740309007,0.10085117541896699,0.10085117443398398,0.0,0.0,0.15720804288682894,0.15720804297214272,0.029427361346025093,0.029427361606213218,0.01953416664750454,0.019534166755366084,0.00325950540710142,0.0032595054146811182,0.0,0.0,0.014572663783831716,0.014572663852470696,0.03222221083209758,0.03222221100810541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01702751077007591,0.017027510798352984,0.01263377868905025,0.012633778694829841,0.05317504597882163,0.05585855027247936,0.08735116766561088,0.08735116807936397,0.04886670958534698,0.04618320303336795,0.02287311801284534,0.022873118065408097,0.05390138435965096,0.05390138608258247,0.0,0.0,0.05088906959057047,0.050889069955684846,0.09651342164855756,0.09651342153523397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044345930030679236,0.04434593003664351
2018-03-02,1.0234155815684598e-07,3.070246744705379e-11,0.0,0.0,0.1555274967004421,0.1555274967630995,0.10129156715071944,0.10129156715234482,0.0,0.0,0.15675295570467715,0.15675295578462622,0.02934208884527639,0.029342089120869545,0.020206743831665236,0.02020674395276356,0.003404375298588167,0.0034043753934938545,0.0,0.0,0.015502964389225703,0.015502964485753251,0.03168943558264981,0.031689435742639965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017269564964646048,0.017269565042042537,0.01356403544956847,0.013564035533819544,0.051779526594837914,0.05177956991653363,0.08627006328515054,0.08627006362667947,0.04862879850446831,0.04862874733368935,0.023481042807055333,0.023481042890962475,0.05455675142048524,0.05455675730700557,0.0,0.0,0.05075027407146717,0.05075027449058569,0.09562900544589302,0.09562900545341929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04435330995318389,0.04435331000967191
2018-03-09,3.3737599609189386e-07,1.0121279882756815e-10,0.0,0.0,0.15540219899589286,0.15540219914153633,0.1008204727865952,0.10082047278333703,0.0,0.0,0.15665051196381738,0.1566505121464598,0.029531518118400817,0.02953151887848979,0.020316168872446097,0.0203161691884208,0.003434264008651755,0.0034342642387050044,0.0,0.0,0.015471526620694275,0.015471526863978667,0.031996683599161364,0.031996684036411996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017282709294680846,0.01728270948895502,0.013630066916273604,0.013630067121861444,0.051104846957526026,0.05110498615483303,0.08571055315778742,0.08571055436742629,0.04886000103747458,0.048859832352734694,0.023677362470156085,0.0236773626820029,0.05437636860996549,0.05437639265241518,0.0,0.0,0.050307828641567194,0.05030782977449883,0.09637948883857053,0.09637948887157645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04504742911033851,0.04504742925635674
